date,stock_id,HoldingSharesLevel,people,percent,unit
2025-12-19,6196,"1,000-5,000",10119,7.8,17056853
2025-12-19,6196,1-999,7182,0.5,1109392
2025-12-19,6196,"10,001-15,000",235,1.38,3017256
2025-12-19,6196,"100,001-200,000",72,4.67,10223316
2025-12-19,6196,"15,001-20,000",133,1.12,2447731
2025-12-19,6196,"20,001-30,000",116,1.36,2987482
2025-12-19,6196,"200,001-400,000",32,4.07,8898806
2025-12-19,6196,"30,001-40,000",59,0.96,2099215
2025-12-19,6196,"40,001-50,000",47,0.98,2142956
2025-12-19,6196,"400,001-600,000",10,2.33,5095191
2025-12-19,6196,"5,001-10,000",689,2.49,5459635
2025-12-19,6196,"50,001-100,000",96,3.28,7186129
2025-12-19,6196,"600,001-800,000",7,2.07,4534508
2025-12-19,6196,"800,001-1,000,000",7,2.93,6422999
2025-12-19,6196,"more than 1,000,001",19,63.99,139844749
2025-12-19,6196,total,18823,100.0,218526218
2025-12-19,6196,差異數調整（說明4）,0,0.0,0
2025-12-26,6196,"1,000-5,000",9465,7.35,16069873
2025-12-26,6196,1-999,6839,0.47,1041007
2025-12-26,6196,"10,001-15,000",208,1.21,2662106
2025-12-26,6196,"100,001-200,000",73,4.75,10385002
2025-12-26,6196,"15,001-20,000",134,1.12,2466025
2025-12-26,6196,"20,001-30,000",119,1.38,3027482
2025-12-26,6196,"200,001-400,000",34,4.45,9742374
2025-12-26,6196,"30,001-40,000",62,1.0,2207030
2025-12-26,6196,"40,001-50,000",45,0.94,2058956
2025-12-26,6196,"400,001-600,000",9,2.14,4694817
2025-12-26,6196,"5,001-10,000",679,2.44,5354436
2025-12-26,6196,"50,001-100,000",101,3.39,7410358
2025-12-26,6196,"600,001-800,000",5,1.51,3301511
2025-12-26,6196,"800,001-1,000,000",6,2.49,5464281
2025-12-26,6196,"more than 1,000,001",22,65.28,142690923
2025-12-26,6196,total,17801,100.0,218575181
2025-12-26,6196,差異數調整（說明4）,1,0.0,-1000
2026-01-02,6196,"1,000-5,000",9470,7.32,16018171
2026-01-02,6196,1-999,6903,0.48,1052683
2026-01-02,6196,"10,001-15,000",211,1.23,2706984
2026-01-02,6196,"100,001-200,000",74,4.76,10424987
2026-01-02,6196,"15,001-20,000",127,1.07,2340893
2026-01-02,6196,"20,001-30,000",116,1.35,2969247
2026-01-02,6196,"200,001-400,000",34,4.46,9764007
2026-01-02,6196,"30,001-40,000",62,1.01,2214570
2026-01-02,6196,"40,001-50,000",44,0.92,2026956
2026-01-02,6196,"400,001-600,000",7,1.54,3373509
2026-01-02,6196,"5,001-10,000",705,2.54,5571402
2026-01-02,6196,"50,001-100,000",97,3.25,7117321
2026-01-02,6196,"600,001-800,000",6,1.83,4007078
2026-01-02,6196,"800,001-1,000,000",4,1.71,3754399
2026-01-02,6196,"more than 1,000,001",24,66.44,145258987
2026-01-02,6196,total,17884,100.0,218601194
2026-01-02,6196,差異數調整（說明4）,0,0.0,0
2026-01-09,6196,"1,000-5,000",9312,7.18,15712357
2026-01-09,6196,1-999,7153,0.49,1078299
2026-01-09,6196,"10,001-15,000",200,1.16,2546452
2026-01-09,6196,"100,001-200,000",66,4.22,9243389
2026-01-09,6196,"15,001-20,000",130,1.09,2390039
2026-01-09,6196,"20,001-30,000",123,1.43,3142858
2026-01-09,6196,"200,001-400,000",33,4.27,9342597
2026-01-09,6196,"30,001-40,000",60,0.97,2138928
2026-01-09,6196,"40,001-50,000",48,1.01,2220015
2026-01-09,6196,"400,001-600,000",10,2.32,5090948
2026-01-09,6196,"5,001-10,000",706,2.55,5591156
2026-01-09,6196,"50,001-100,000",91,3.06,6708358
2026-01-09,6196,"600,001-800,000",7,2.09,4589354
2026-01-09,6196,"800,001-1,000,000",4,1.69,3716000
2026-01-09,6196,"more than 1,000,001",24,66.37,145120282
2026-01-09,6196,total,17967,100.0,218631032
2026-01-09,6196,差異數調整（說明4）,0,0.0,0
2026-01-16,6196,"1,000-5,000",9910,7.53,16475287
2026-01-16,6196,1-999,8156,0.55,1204503
2026-01-16,6196,"10,001-15,000",211,1.22,2686372
2026-01-16,6196,"100,001-200,000",59,3.77,8260643
2026-01-16,6196,"15,001-20,000",129,1.07,2356684
2026-01-16,6196,"20,001-30,000",115,1.33,2926858
2026-01-16,6196,"200,001-400,000",39,5.13,11226184
2026-01-16,6196,"30,001-40,000",56,0.9,1977113
2026-01-16,6196,"40,001-50,000",45,0.95,2077856
2026-01-16,6196,"400,001-600,000",9,2.07,4545678
2026-01-16,6196,"5,001-10,000",705,2.58,5648942
2026-01-16,6196,"50,001-100,000",85,2.92,6386072
2026-01-16,6196,"600,001-800,000",7,2.1,4607324
2026-01-16,6196,"800,001-1,000,000",4,1.66,3650000
2026-01-16,6196,"more than 1,000,001",24,66.15,144671140
2026-01-16,6196,total,19554,100.0,218700656
2026-01-16,6196,差異數調整（說明4）,0,0.0,0
2026-01-23,6196,"1,000-5,000",11217,8.45,18492972
2026-01-23,6196,1-999,9622,0.65,1434406
2026-01-23,6196,"10,001-15,000",228,1.33,2912032
2026-01-23,6196,"100,001-200,000",61,3.85,8431390
2026-01-23,6196,"15,001-20,000",139,1.16,2550334
2026-01-23,6196,"20,001-30,000",126,1.47,3227763
2026-01-23,6196,"200,001-400,000",34,4.24,9293392
2026-01-23,6196,"30,001-40,000",60,0.96,2104748
2026-01-23,6196,"40,001-50,000",37,0.78,1712201
2026-01-23,6196,"400,001-600,000",9,2.05,4491017
2026-01-23,6196,"5,001-10,000",736,2.67,5856593
2026-01-23,6196,"50,001-100,000",94,3.22,7045144
2026-01-23,6196,"600,001-800,000",5,1.48,3246662
2026-01-23,6196,"800,001-1,000,000",5,2.05,4494000
2026-01-23,6196,"more than 1,000,001",24,65.57,143424834
2026-01-23,6196,total,22397,100.0,218717488
2026-01-23,6196,差異數調整（說明4）,0,0.0,0
2026-01-30,6196,"1,000-5,000",11501,8.68,18990904
2026-01-30,6196,1-999,9943,0.68,1497508
2026-01-30,6196,"10,001-15,000",222,1.29,2828628
2026-01-30,6196,"100,001-200,000",66,4.14,9063243
2026-01-30,6196,"15,001-20,000",134,1.12,2470334
2026-01-30,6196,"20,001-30,000",123,1.43,3134129
2026-01-30,6196,"200,001-400,000",38,4.85,10625110
2026-01-30,6196,"30,001-40,000",60,0.97,2123748
2026-01-30,6196,"40,001-50,000",34,0.71,1573856
