date,stock_id,HoldingSharesLevel,people,percent,unit
2025-12-19,6887,"1,000-5,000",468,1.09,814487
2025-12-19,6887,1-999,199,0.02,17058
2025-12-19,6887,"10,001-15,000",17,0.3,226000
2025-12-19,6887,"100,001-200,000",10,1.84,1368000
2025-12-19,6887,"15,001-20,000",12,0.28,214000
2025-12-19,6887,"20,001-30,000",10,0.33,248100
2025-12-19,6887,"200,001-400,000",4,1.61,1196000
2025-12-19,6887,"30,001-40,000",9,0.42,316400
2025-12-19,6887,"40,001-50,000",3,0.19,148000
2025-12-19,6887,"400,001-600,000",5,3.33,2471393
2025-12-19,6887,"5,001-10,000",66,0.7,523355
2025-12-19,6887,"50,001-100,000",10,1.0,746600
2025-12-19,6887,"600,001-800,000",2,1.99,1481000
2025-12-19,6887,"800,001-1,000,000",3,3.66,2715786
2025-12-19,6887,"more than 1,000,001",8,83.15,61633333
2025-12-19,6887,total,826,100.0,74119512
2025-12-19,6887,差異數調整（說明4）,0,0.0,0
2025-12-26,6887,"1,000-5,000",460,1.06,791487
2025-12-26,6887,1-999,199,0.02,17058
2025-12-26,6887,"10,001-15,000",17,0.3,227000
2025-12-26,6887,"100,001-200,000",11,1.99,1477000
2025-12-26,6887,"15,001-20,000",12,0.29,217000
2025-12-26,6887,"20,001-30,000",10,0.34,256100
2025-12-26,6887,"200,001-400,000",4,1.61,1196000
2025-12-26,6887,"30,001-40,000",8,0.39,290400
2025-12-26,6887,"40,001-50,000",3,0.19,148000
2025-12-26,6887,"400,001-600,000",5,3.33,2471393
2025-12-26,6887,"5,001-10,000",68,0.72,536355
2025-12-26,6887,"50,001-100,000",9,0.89,661600
2025-12-26,6887,"600,001-800,000",2,1.99,1481000
2025-12-26,6887,"800,001-1,000,000",3,3.66,2715786
2025-12-26,6887,"more than 1,000,001",8,83.15,61633333
2025-12-26,6887,total,819,100.0,74119512
2025-12-26,6887,差異數調整（說明4）,0,0.0,0
2026-01-02,6887,"1,000-5,000",457,1.06,788614
2026-01-02,6887,1-999,198,0.02,17046
2026-01-02,6887,"10,001-15,000",17,0.3,227000
2026-01-02,6887,"100,001-200,000",11,1.99,1479000
2026-01-02,6887,"15,001-20,000",12,0.29,217000
2026-01-02,6887,"20,001-30,000",10,0.34,256100
2026-01-02,6887,"200,001-400,000",4,1.61,1196000
2026-01-02,6887,"30,001-40,000",8,0.39,290400
2026-01-02,6887,"40,001-50,000",3,0.19,142000
2026-01-02,6887,"400,001-600,000",5,3.33,2471393
2026-01-02,6887,"5,001-10,000",68,0.72,536455
2026-01-02,6887,"50,001-100,000",9,0.9,667385
2026-01-02,6887,"600,001-800,000",2,1.99,1481000
2026-01-02,6887,"800,001-1,000,000",3,3.66,2715786
2026-01-02,6887,"more than 1,000,001",8,83.15,61634333
2026-01-02,6887,total,815,100.0,74119512
2026-01-02,6887,差異數調整（說明4）,0,0.0,0
2026-01-09,6887,"1,000-5,000",458,1.07,794047
2026-01-09,6887,1-999,196,0.02,16577
2026-01-09,6887,"10,001-15,000",17,0.3,226000
2026-01-09,6887,"100,001-200,000",11,2.01,1492000
2026-01-09,6887,"15,001-20,000",14,0.34,253000
2026-01-09,6887,"20,001-30,000",9,0.31,237100
2026-01-09,6887,"200,001-400,000",4,1.61,1196000
2026-01-09,6887,"30,001-40,000",7,0.33,250400
2026-01-09,6887,"40,001-50,000",2,0.13,98000
2026-01-09,6887,"400,001-600,000",5,3.33,2471393
2026-01-09,6887,"5,001-10,000",66,0.7,519555
2026-01-09,6887,"50,001-100,000",10,0.99,736221
2026-01-09,6887,"600,001-800,000",2,1.99,1481000
2026-01-09,6887,"800,001-1,000,000",3,3.66,2715786
2026-01-09,6887,"more than 1,000,001",8,83.15,61633333
2026-01-09,6887,total,812,100.0,74120412
2026-01-09,6887,差異數調整（說明4）,0,0.0,0
2026-01-16,6887,"1,000-5,000",466,1.08,804831
2026-01-16,6887,1-999,203,0.02,15993
2026-01-16,6887,"10,001-15,000",18,0.32,240000
2026-01-16,6887,"100,001-200,000",11,2.04,1519000
2026-01-16,6887,"15,001-20,000",15,0.36,269000
2026-01-16,6887,"20,001-30,000",9,0.32,238100
2026-01-16,6887,"200,001-400,000",4,1.61,1196000
2026-01-16,6887,"30,001-40,000",7,0.34,255400
2026-01-16,6887,"40,001-50,000",3,0.19,148000
2026-01-16,6887,"400,001-600,000",5,3.33,2471393
2026-01-16,6887,"5,001-10,000",68,0.71,530555
2026-01-16,6887,"50,001-100,000",8,0.82,611221
2026-01-16,6887,"600,001-800,000",2,2.0,1484000
2026-01-16,6887,"800,001-1,000,000",3,3.66,2715786
2026-01-16,6887,"more than 1,000,001",8,83.13,61633333
2026-01-16,6887,total,830,100.0,74132612
2026-01-16,6887,差異數調整（說明4）,0,0.0,0
2026-01-23,6887,"1,000-5,000",463,1.07,799885
2026-01-23,6887,1-999,201,0.02,15839
2026-01-23,6887,"10,001-15,000",19,0.34,255000
2026-01-23,6887,"100,001-200,000",11,2.07,1536000
2026-01-23,6887,"15,001-20,000",15,0.36,270000
2026-01-23,6887,"20,001-30,000",7,0.24,183000
2026-01-23,6887,"200,001-400,000",4,1.61,1196000
2026-01-23,6887,"30,001-40,000",9,0.43,319500
2026-01-23,6887,"40,001-50,000",3,0.19,148000
2026-01-23,6887,"400,001-600,000",5,3.33,2471393
2026-01-23,6887,"5,001-10,000",63,0.67,502555
2026-01-23,6887,"50,001-100,000",8,0.81,607221
2026-01-23,6887,"600,001-800,000",2,2.0,1486000
2026-01-23,6887,"800,001-1,000,000",3,3.66,2715786
2026-01-23,6887,"more than 1,000,001",8,83.13,61633333
2026-01-23,6887,total,821,100.0,74139512
2026-01-23,6887,差異數調整（說明4）,0,0.0,0
2026-01-30,6887,"1,000-5,000",458,1.07,799032
2026-01-30,6887,1-999,207,0.02,15692
2026-01-30,6887,"10,001-15,000",19,0.34,255000
2026-01-30,6887,"100,001-200,000",11,2.07,1536000
2026-01-30,6887,"15,001-20,000",14,0.34,255000
2026-01-30,6887,"20,001-30,000",7,0.25,186000
2026-01-30,6887,"200,001-400,000",5,1.96,1454621
2026-01-30,6887,"30,001-40,000",8,0.37,281500
2026-01-30,6887,"40,001-50,000",3,0.19,148000
2026-01-30,6887,"400,001-600,000",5,3.33,2471393
2026-01-30,6887,"5,001-10,000",63,0.68,507555
2026-01-30,6887,"50,001-100,000",7,0.72,534600
2026-01-30,6887,"600,001-800,000",2,2.04,1516000
2026-01-30,6887,"800,001-1,000,000",3,3.66,2715786
2026-01-30,6887,"more than 1,000,001",8,82.9,61463333
2026-01-30,6887,total,820,100.0,74139512
2026-01-30,6887,差異數調整（說明4）,0,0.0,0
2026-02-06,6887,"1,000-5,000",464,1.07,794957
2026-02-06,6887,1-999,199,0.02,16767
2026-02-06,6887,"10,001-15,000",18,0.32,244000
2026-02-06,6887,"100,001-200,000",11,2.09,1550000
2026-02-06,6887,"15,001-20,000",12,0.29,220000
2026-02-06,6887,"20,001-30,000",7,0.25,187000
2026-02-06,6887,"200,001-400,000",5,1.97,1466621
2026-02-06,6887,"30,001-40,000",8,0.38,284500
2026-02-06,6887,"40,001-50,000",3,0.19,143000
2026-02-06,6887,"400,001-600,000",5,3.33,2471393
2026-02-06,6887,"5,001-10,000",66,0.72,534555
2026-02-06,6887,"50,001-100,000",7,0.72,534600
2026-02-06,6887,"600,001-800,000",2,2.04,1516000
2026-02-06,6887,"800,001-1,000,000",3,3.66,2715786
2026-02-06,6887,"more than 1,000,001",8,82.89,61460333
2026-02-06,6887,total,818,100.0,74139512
2026-02-06,6887,差異數調整（說明4）,0,0.0,0
2026-02-13,6887,"1,000-5,000",443,1.0,748253
2026-02-13,6887,1-999,205,0.02,16963
2026-02-13,6887,"10,001-15,000",21,0.37,276000
2026-02-13,6887,"100,001-200,000",11,2.16,1604000
