date,stock_id,HoldingSharesLevel,people,percent,unit
2025-12-19,1264,"1,000-5,000",2991,14.94,5537755
2025-12-19,1264,1-999,5468,2.68,995919
2025-12-19,1264,"10,001-15,000",82,2.62,971181
2025-12-19,1264,"100,001-200,000",10,3.71,1377111
2025-12-19,1264,"15,001-20,000",34,1.6,593474
2025-12-19,1264,"20,001-30,000",33,2.15,797923
2025-12-19,1264,"200,001-400,000",17,12.28,4551814
2025-12-19,1264,"30,001-40,000",12,1.17,437070
2025-12-19,1264,"40,001-50,000",9,1.11,411998
2025-12-19,1264,"400,001-600,000",2,2.64,978711
2025-12-19,1264,"5,001-10,000",292,5.45,2020485
2025-12-19,1264,"50,001-100,000",14,2.6,964462
2025-12-19,1264,"600,001-800,000",3,5.64,2093357
2025-12-19,1264,"800,001-1,000,000",7,16.5,6114864
2025-12-19,1264,"more than 1,000,001",5,24.84,9206243
2025-12-19,1264,total,8979,100.0,37052367
2025-12-19,1264,差異數調整（說明4）,0,0.0,0
2025-12-26,1264,"1,000-5,000",2997,14.97,5549957
2025-12-26,1264,1-999,5471,2.69,998314
2025-12-26,1264,"10,001-15,000",82,2.62,971978
2025-12-26,1264,"100,001-200,000",10,3.71,1376111
2025-12-26,1264,"15,001-20,000",34,1.6,595494
2025-12-26,1264,"20,001-30,000",34,2.23,826928
2025-12-26,1264,"200,001-400,000",17,12.28,4551814
2025-12-26,1264,"30,001-40,000",11,1.09,406070
2025-12-26,1264,"40,001-50,000",9,1.11,411998
2025-12-26,1264,"400,001-600,000",2,2.64,978711
2025-12-26,1264,"5,001-10,000",290,5.43,2013066
2025-12-26,1264,"50,001-100,000",14,2.58,957462
2025-12-26,1264,"600,001-800,000",3,5.64,2093357
2025-12-26,1264,"800,001-1,000,000",7,16.5,6114864
2025-12-26,1264,"more than 1,000,001",5,24.84,9206243
2025-12-26,1264,total,8986,100.0,37052367
2025-12-26,1264,差異數調整（說明4）,0,0.0,0
2026-01-02,1264,"1,000-5,000",3006,14.96,5543040
2026-01-02,1264,1-999,5471,2.69,999511
2026-01-02,1264,"10,001-15,000",84,2.69,997281
2026-01-02,1264,"100,001-200,000",10,3.72,1381111
2026-01-02,1264,"15,001-20,000",34,1.62,600494
2026-01-02,1264,"20,001-30,000",33,2.16,803933
2026-01-02,1264,"200,001-400,000",17,12.28,4551814
2026-01-02,1264,"30,001-40,000",10,0.99,368570
2026-01-02,1264,"40,001-50,000",10,1.22,452498
2026-01-02,1264,"400,001-600,000",2,2.64,978711
2026-01-02,1264,"5,001-10,000",290,5.4,2004478
2026-01-02,1264,"50,001-100,000",14,2.58,956462
2026-01-02,1264,"600,001-800,000",3,5.64,2093357
2026-01-02,1264,"800,001-1,000,000",7,16.5,6114864
2026-01-02,1264,"more than 1,000,001",5,24.84,9206243
2026-01-02,1264,total,8996,100.0,37052367
2026-01-02,1264,差異數調整（說明4）,0,0.0,0
2026-01-09,1264,"1,000-5,000",3006,14.98,5550771
2026-01-09,1264,1-999,5465,2.7,1000476
2026-01-09,1264,"10,001-15,000",88,2.82,1045018
2026-01-09,1264,"100,001-200,000",10,3.74,1388111
2026-01-09,1264,"15,001-20,000",33,1.58,585494
2026-01-09,1264,"20,001-30,000",33,2.16,803948
2026-01-09,1264,"200,001-400,000",17,12.28,4551814
2026-01-09,1264,"30,001-40,000",10,0.99,368570
2026-01-09,1264,"40,001-50,000",10,1.22,452498
2026-01-09,1264,"400,001-600,000",2,2.64,978711
2026-01-09,1264,"5,001-10,000",285,5.27,1956030
2026-01-09,1264,"50,001-100,000",14,2.58,956462
2026-01-09,1264,"600,001-800,000",3,5.64,2093357
2026-01-09,1264,"800,001-1,000,000",7,16.5,6114864
2026-01-09,1264,"more than 1,000,001",5,24.84,9206243
2026-01-09,1264,total,8988,100.0,37052367
2026-01-09,1264,差異數調整（說明4）,0,0.0,0
2026-01-16,1264,"1,000-5,000",2994,14.92,5530123
2026-01-16,1264,1-999,5463,2.7,1001154
2026-01-16,1264,"10,001-15,000",89,2.84,1054351
2026-01-16,1264,"100,001-200,000",10,3.77,1398111
2026-01-16,1264,"15,001-20,000",33,1.58,585494
2026-01-16,1264,"20,001-30,000",33,2.17,805953
2026-01-16,1264,"200,001-400,000",17,12.28,4551814
2026-01-16,1264,"30,001-40,000",10,0.99,368570
2026-01-16,1264,"40,001-50,000",10,1.22,452498
2026-01-16,1264,"400,001-600,000",2,2.64,978711
2026-01-16,1264,"5,001-10,000",284,5.27,1953662
2026-01-16,1264,"50,001-100,000",14,2.58,957462
2026-01-16,1264,"600,001-800,000",3,5.64,2093357
2026-01-16,1264,"800,001-1,000,000",7,16.5,6114864
2026-01-16,1264,"more than 1,000,001",5,24.84,9206243
2026-01-16,1264,total,8974,100.0,37052367
2026-01-16,1264,差異數調整（說明4）,0,0.0,0
2026-01-23,1264,"1,000-5,000",2998,14.98,5551536
2026-01-23,1264,1-999,5437,2.7,1000647
2026-01-23,1264,"10,001-15,000",90,2.88,1069816
2026-01-23,1264,"100,001-200,000",10,3.77,1399111
2026-01-23,1264,"15,001-20,000",32,1.52,566494
2026-01-23,1264,"20,001-30,000",33,2.15,796953
2026-01-23,1264,"200,001-400,000",17,12.28,4551814
2026-01-23,1264,"30,001-40,000",10,0.99,368570
2026-01-23,1264,"40,001-50,000",10,1.22,452498
2026-01-23,1264,"400,001-600,000",2,2.64,978711
2026-01-23,1264,"5,001-10,000",283,5.26,1950291
2026-01-23,1264,"50,001-100,000",14,2.56,951462
2026-01-23,1264,"600,001-800,000",3,5.64,2093357
2026-01-23,1264,"800,001-1,000,000",7,16.5,6114864
2026-01-23,1264,"more than 1,000,001",5,24.84,9206243
2026-01-23,1264,total,8951,100.0,37052367
2026-01-23,1264,差異數調整（說明4）,0,0.0,0
2026-01-30,1264,"1,000-5,000",3011,15.03,5569494
2026-01-30,1264,1-999,5434,2.69,998190
2026-01-30,1264,"10,001-15,000",90,2.87,1066406
2026-01-30,1264,"100,001-200,000",9,3.44,1276251
2026-01-30,1264,"15,001-20,000",36,1.73,643494
2026-01-30,1264,"20,001-30,000",30,1.97,731993
2026-01-30,1264,"200,001-400,000",17,12.28,4551814
2026-01-30,1264,"30,001-40,000",10,0.99,368570
2026-01-30,1264,"40,001-50,000",10,1.22,455498
2026-01-30,1264,"400,001-600,000",2,2.64,978711
2026-01-30,1264,"5,001-10,000",283,5.27,1953160
2026-01-30,1264,"50,001-100,000",15,2.81,1044322
2026-01-30,1264,"600,001-800,000",3,5.64,2093357
2026-01-30,1264,"800,001-1,000,000",7,16.5,6114864
2026-01-30,1264,"more than 1,000,001",5,24.84,9206243
2026-01-30,1264,total,8962,100.0,37052367
2026-01-30,1264,差異數調整（說明4）,0,0.0,0
2026-02-06,1264,"1,000-5,000",3004,14.96,5544845
2026-02-06,1264,1-999,5400,2.67,992069
2026-02-06,1264,"10,001-15,000",92,2.94,1091880
2026-02-06,1264,"100,001-200,000",9,3.44,1278251
2026-02-06,1264,"15,001-20,000",35,1.68,624494
2026-02-06,1264,"20,001-30,000",30,1.97,732008
2026-02-06,1264,"200,001-400,000",17,12.28,4551814
2026-02-06,1264,"30,001-40,000",10,0.99,368570
2026-02-06,1264,"40,001-50,000",10,1.22,452498
2026-02-06,1264,"400,001-600,000",2,2.64,978711
2026-02-06,1264,"5,001-10,000",287,5.33,1977441
2026-02-06,1264,"50,001-100,000",15,2.82,1045322
2026-02-06,1264,"600,001-800,000",3,5.64,2093357
2026-02-06,1264,"800,001-1,000,000",7,16.5,6114864
2026-02-06,1264,"more than 1,000,001",5,24.84,9206243
2026-02-06,1264,total,8926,100.0,37052367
2026-02-06,1264,差異數調整（說明4）,0,0.0,0
2026-02-13,1264,"1,000-5,000",3005,14.99,5557470
2026-02-13,1264,1-999,5411,2.66,988356
2026-02-13,1264,"10,001-15,000",95,3.06,1136983
2026-02-13,1264,"100,001-200,000",10,3.78,1404126
2026-02-13,1264,"15,001-20,000",31,1.48,550494
2026-02-13,1264,"20,001-30,000",30,1.96,729013
2026-02-13,1264,"200,001-400,000",17,12.28,4551814
2026-02-13,1264,"30,001-40,000",10,0.99,367570
2026-02-13,1264,"40,001-50,000",10,1.22,452498
2026-02-13,1264,"400,001-600,000",2,2.64,978711
2026-02-13,1264,"5,001-10,000",287,5.33,1976406
2026-02-13,1264,"50,001-100,000",14,2.55,948462
2026-02-13,1264,"600,001-800,000",3,5.64,2093357
2026-02-13,1264,"800,001-1,000,000",7,16.49,6110864
2026-02-13,1264,"more than 1,000,001",5,24.84,9206243
2026-02-13,1264,total,8937,100.0,37052367
