date,stock_id,HoldingSharesLevel,people,percent,unit
2025-12-19,3064,"1,000-5,000",274,4.22,549330
2025-12-19,3064,1-999,2653,3.19,415388
2025-12-19,3064,"10,001-15,000",31,2.95,384733
2025-12-19,3064,"100,001-200,000",7,7.72,1005663
2025-12-19,3064,"15,001-20,000",8,1.12,146599
2025-12-19,3064,"20,001-30,000",15,2.69,350982
2025-12-19,3064,"200,001-400,000",1,2.03,264982
2025-12-19,3064,"30,001-40,000",8,2.06,268681
2025-12-19,3064,"40,001-50,000",7,2.43,316590
2025-12-19,3064,"400,001-600,000",1,3.32,432961
2025-12-19,3064,"5,001-10,000",44,2.64,343635
2025-12-19,3064,"50,001-100,000",10,5.41,704578
2025-12-19,3064,"600,001-800,000",0,0.0,0
2025-12-19,3064,"800,001-1,000,000",0,0.0,0
2025-12-19,3064,"more than 1,000,001",2,60.15,7827329
2025-12-19,3064,total,3061,100.0,13011451
2025-12-19,3064,差異數調整（說明4）,0,0.0,0
2025-12-26,3064,"1,000-5,000",274,4.22,549330
2025-12-26,3064,1-999,2652,3.19,415245
2025-12-26,3064,"10,001-15,000",31,2.95,384733
2025-12-26,3064,"100,001-200,000",7,7.72,1005663
2025-12-26,3064,"15,001-20,000",8,1.12,146599
2025-12-26,3064,"20,001-30,000",15,2.69,350982
2025-12-26,3064,"200,001-400,000",1,2.03,264982
2025-12-26,3064,"30,001-40,000",8,2.06,268681
2025-12-26,3064,"40,001-50,000",7,2.43,316590
2025-12-26,3064,"400,001-600,000",1,3.32,432961
2025-12-26,3064,"5,001-10,000",44,2.64,343778
2025-12-26,3064,"50,001-100,000",10,5.41,704578
2025-12-26,3064,"600,001-800,000",0,0.0,0
2025-12-26,3064,"800,001-1,000,000",0,0.0,0
2025-12-26,3064,"more than 1,000,001",2,60.15,7827329
2025-12-26,3064,total,3060,100.0,13011451
2025-12-26,3064,差異數調整（說明4）,0,0.0,0
2026-01-02,3064,"1,000-5,000",274,4.22,549330
2026-01-02,3064,1-999,2652,3.19,415245
2026-01-02,3064,"10,001-15,000",31,2.95,384733
2026-01-02,3064,"100,001-200,000",7,7.72,1005663
2026-01-02,3064,"15,001-20,000",8,1.12,146599
2026-01-02,3064,"20,001-30,000",15,2.69,350982
2026-01-02,3064,"200,001-400,000",1,2.03,264982
2026-01-02,3064,"30,001-40,000",8,2.06,268681
2026-01-02,3064,"40,001-50,000",7,2.43,316590
2026-01-02,3064,"400,001-600,000",1,3.32,432961
2026-01-02,3064,"5,001-10,000",44,2.64,343778
2026-01-02,3064,"50,001-100,000",10,5.41,704578
2026-01-02,3064,"600,001-800,000",0,0.0,0
2026-01-02,3064,"800,001-1,000,000",0,0.0,0
2026-01-02,3064,"more than 1,000,001",2,60.15,7827329
2026-01-02,3064,total,3060,100.0,13011451
2026-01-02,3064,差異數調整（說明4）,0,0.0,0
2026-01-09,3064,"1,000-5,000",276,4.23,550404
2026-01-09,3064,1-999,2639,3.17,413638
2026-01-09,3064,"10,001-15,000",31,2.95,384733
2026-01-09,3064,"100,001-200,000",7,7.72,1005663
2026-01-09,3064,"15,001-20,000",8,1.12,146599
2026-01-09,3064,"20,001-30,000",15,2.69,351084
2026-01-09,3064,"200,001-400,000",1,2.03,264982
2026-01-09,3064,"30,001-40,000",8,2.06,268681
2026-01-09,3064,"40,001-50,000",7,2.43,316590
2026-01-09,3064,"400,001-600,000",1,3.32,432961
2026-01-09,3064,"5,001-10,000",44,2.64,344209
2026-01-09,3064,"50,001-100,000",10,5.41,704578
2026-01-09,3064,"600,001-800,000",0,0.0,0
2026-01-09,3064,"800,001-1,000,000",0,0.0,0
2026-01-09,3064,"more than 1,000,001",2,60.15,7827329
2026-01-09,3064,total,3049,100.0,13011451
2026-01-09,3064,差異數調整（說明4）,0,0.0,0
2026-01-16,3064,"1,000-5,000",277,4.24,551738
2026-01-16,3064,1-999,2634,3.15,410489
2026-01-16,3064,"10,001-15,000",32,3.04,396085
2026-01-16,3064,"100,001-200,000",7,7.72,1005663
2026-01-16,3064,"15,001-20,000",8,1.12,146599
2026-01-16,3064,"20,001-30,000",15,2.7,352437
2026-01-16,3064,"200,001-400,000",1,2.03,264982
2026-01-16,3064,"30,001-40,000",8,2.06,268681
2026-01-16,3064,"40,001-50,000",7,2.43,316590
2026-01-16,3064,"400,001-600,000",1,3.32,432961
2026-01-16,3064,"5,001-10,000",43,2.56,333319
2026-01-16,3064,"50,001-100,000",10,5.41,704578
2026-01-16,3064,"600,001-800,000",0,0.0,0
2026-01-16,3064,"800,001-1,000,000",0,0.0,0
2026-01-16,3064,"more than 1,000,001",2,60.15,7827329
2026-01-16,3064,total,3045,100.0,13011451
2026-01-16,3064,差異數調整（說明4）,0,0.0,0
2026-01-23,3064,"1,000-5,000",274,4.23,550709
2026-01-23,3064,1-999,2630,3.14,408970
2026-01-23,3064,"10,001-15,000",32,3.04,396123
2026-01-23,3064,"100,001-200,000",7,7.72,1005663
2026-01-23,3064,"15,001-20,000",8,1.12,146599
2026-01-23,3064,"20,001-30,000",14,2.48,322957
2026-01-23,3064,"200,001-400,000",1,2.03,264982
2026-01-23,3064,"30,001-40,000",9,2.31,300671
2026-01-23,3064,"40,001-50,000",7,2.43,316590
2026-01-23,3064,"400,001-600,000",1,3.32,432961
2026-01-23,3064,"5,001-10,000",43,2.56,333319
2026-01-23,3064,"50,001-100,000",10,5.41,704578
2026-01-23,3064,"600,001-800,000",0,0.0,0
2026-01-23,3064,"800,001-1,000,000",0,0.0,0
2026-01-23,3064,"more than 1,000,001",2,60.15,7827329
2026-01-23,3064,total,3038,100.0,13011451
2026-01-23,3064,差異數調整（說明4）,0,0.0,0
2026-01-30,3064,"1,000-5,000",275,4.21,547883
2026-01-30,3064,1-999,2626,3.13,408483
2026-01-30,3064,"10,001-15,000",32,3.04,396157
2026-01-30,3064,"100,001-200,000",7,7.72,1005663
2026-01-30,3064,"15,001-20,000",8,1.12,146599
2026-01-30,3064,"20,001-30,000",14,2.48,322957
2026-01-30,3064,"200,001-400,000",1,2.03,264982
2026-01-30,3064,"30,001-40,000",9,2.32,302524
2026-01-30,3064,"40,001-50,000",7,2.43,316590
2026-01-30,3064,"400,001-600,000",1,3.32,432961
