date,stock_id,HoldingSharesLevel,people,percent,unit
2025-12-19,5285,"1,000-5,000",6987,12.8,13067974
2025-12-19,5285,1-999,1402,0.23,239983
2025-12-19,5285,"10,001-15,000",196,2.49,2541762
2025-12-19,5285,"100,001-200,000",22,3.0,3067220
2025-12-19,5285,"15,001-20,000",131,2.37,2426227
2025-12-19,5285,"20,001-30,000",94,2.32,2373917
2025-12-19,5285,"200,001-400,000",20,5.19,5299025
2025-12-19,5285,"30,001-40,000",53,1.84,1881368
2025-12-19,5285,"40,001-50,000",24,1.08,1104589
2025-12-19,5285,"400,001-600,000",2,0.99,1018200
2025-12-19,5285,"5,001-10,000",703,5.34,5456216
2025-12-19,5285,"50,001-100,000",46,3.05,3113810
2025-12-19,5285,"600,001-800,000",5,3.49,3566994
2025-12-19,5285,"800,001-1,000,000",3,2.66,2717800
2025-12-19,5285,"more than 1,000,001",16,53.08,54165841
2025-12-19,5285,total,9704,100.0,102040926
2025-12-19,5285,差異數調整（說明4）,0,0.0,0
2025-12-26,5285,"1,000-5,000",6971,12.77,13037509
2025-12-26,5285,1-999,1395,0.23,240045
2025-12-26,5285,"10,001-15,000",197,2.5,2551762
2025-12-26,5285,"100,001-200,000",23,3.17,3241220
2025-12-26,5285,"15,001-20,000",130,2.35,2399116
2025-12-26,5285,"20,001-30,000",95,2.35,2402028
2025-12-26,5285,"200,001-400,000",19,4.92,5027025
2025-12-26,5285,"30,001-40,000",51,1.77,1808572
2025-12-26,5285,"40,001-50,000",27,1.21,1241485
2025-12-26,5285,"400,001-600,000",2,0.99,1018200
2025-12-26,5285,"5,001-10,000",703,5.35,5459519
2025-12-26,5285,"50,001-100,000",46,3.06,3131810
2025-12-26,5285,"600,001-800,000",5,3.49,3566994
2025-12-26,5285,"800,001-1,000,000",2,1.76,1800800
2025-12-26,5285,"more than 1,000,001",17,54.01,55114841
2025-12-26,5285,total,9683,100.0,102040926
2025-12-26,5285,差異數調整（說明4）,0,0.0,0
2026-01-02,5285,"1,000-5,000",7022,12.8,13061324
2026-01-02,5285,1-999,1403,0.23,240066
2026-01-02,5285,"10,001-15,000",198,2.5,2557762
2026-01-02,5285,"100,001-200,000",22,2.97,3030850
2026-01-02,5285,"15,001-20,000",129,2.33,2383816
2026-01-02,5285,"20,001-30,000",96,2.37,2423328
2026-01-02,5285,"200,001-400,000",20,5.33,5440395
2026-01-02,5285,"30,001-40,000",52,1.8,1845572
2026-01-02,5285,"40,001-50,000",27,1.23,1256689
2026-01-02,5285,"400,001-600,000",2,0.99,1018200
2026-01-02,5285,"5,001-10,000",707,5.38,5490683
2026-01-02,5285,"50,001-100,000",45,3.02,3091606
2026-01-02,5285,"600,001-800,000",5,3.49,3566994
2026-01-02,5285,"800,001-1,000,000",2,1.76,1800800
2026-01-02,5285,"more than 1,000,001",17,53.73,54832841
2026-01-02,5285,total,9747,100.0,102040926
2026-01-02,5285,差異數調整（說明4）,0,0.0,0
2026-01-09,5285,"1,000-5,000",6972,12.76,13027815
2026-01-09,5285,1-999,1399,0.23,237897
2026-01-09,5285,"10,001-15,000",197,2.49,2547262
2026-01-09,5285,"100,001-200,000",23,3.07,3138740
2026-01-09,5285,"15,001-20,000",129,2.33,2382926
2026-01-09,5285,"20,001-30,000",94,2.33,2381328
2026-01-09,5285,"200,001-400,000",20,5.42,5533395
2026-01-09,5285,"30,001-40,000",51,1.78,1824572
2026-01-09,5285,"40,001-50,000",27,1.22,1248689
2026-01-09,5285,"400,001-600,000",3,1.39,1428200
2026-01-09,5285,"5,001-10,000",708,5.39,5503861
2026-01-09,5285,"50,001-100,000",44,2.92,2985606
2026-01-09,5285,"600,001-800,000",5,3.49,3566994
2026-01-09,5285,"800,001-1,000,000",2,1.76,1800800
2026-01-09,5285,"more than 1,000,001",17,53.34,54432841
2026-01-09,5285,total,9691,100.0,102040926
2026-01-09,5285,差異數調整（說明4）,0,0.0,0
2026-01-16,5285,"1,000-5,000",6921,12.67,12937666
2026-01-16,5285,1-999,1391,0.23,235425
2026-01-16,5285,"10,001-15,000",193,2.44,2498262
2026-01-16,5285,"100,001-200,000",23,3.08,3151850
2026-01-16,5285,"15,001-20,000",130,2.35,2403926
2026-01-16,5285,"20,001-30,000",94,2.32,2375328
2026-01-16,5285,"200,001-400,000",20,5.32,5429025
2026-01-16,5285,"30,001-40,000",50,1.74,1785572
2026-01-16,5285,"40,001-50,000",28,1.25,1285689
2026-01-16,5285,"400,001-600,000",3,1.45,1482570
2026-01-16,5285,"5,001-10,000",706,5.38,5493482
2026-01-16,5285,"50,001-100,000",45,2.95,3017496
2026-01-16,5285,"600,001-800,000",5,3.49,3566994
2026-01-16,5285,"800,001-1,000,000",2,1.76,1800800
2026-01-16,5285,"more than 1,000,001",17,53.48,54576841
2026-01-16,5285,total,9628,100.0,102040926
2026-01-16,5285,差異數調整（說明4）,0,0.0,0
2026-01-23,5285,"1,000-5,000",6913,12.66,12921726
2026-01-23,5285,1-999,1438,0.23,239237
2026-01-23,5285,"10,001-15,000",196,2.49,2549962
2026-01-23,5285,"100,001-200,000",27,3.85,3935536
2026-01-23,5285,"15,001-20,000",116,2.12,2163926
2026-01-23,5285,"20,001-30,000",92,2.3,2351056
2026-01-23,5285,"200,001-400,000",16,4.27,4357571
2026-01-23,5285,"30,001-40,000",47,1.63,1665243
2026-01-23,5285,"40,001-50,000",28,1.26,1295039
