date,stock_id,HoldingSharesLevel,people,percent,unit
2025-12-19,4584,"1,000-5,000",394,2.47,741794
2025-12-19,4584,1-999,424,0.09,28467
2025-12-19,4584,"10,001-15,000",32,1.31,394568
2025-12-19,4584,"100,001-200,000",8,3.34,1002273
2025-12-19,4584,"15,001-20,000",21,1.2,360355
2025-12-19,4584,"20,001-30,000",22,1.76,530020
2025-12-19,4584,"200,001-400,000",4,3.67,1101439
2025-12-19,4584,"30,001-40,000",5,0.59,179560
2025-12-19,4584,"40,001-50,000",6,0.9,271243
2025-12-19,4584,"400,001-600,000",1,1.44,434160
2025-12-19,4584,"5,001-10,000",64,1.52,456977
2025-12-19,4584,"50,001-100,000",14,3.17,951828
2025-12-19,4584,"600,001-800,000",0,0.0,0
2025-12-19,4584,"800,001-1,000,000",3,8.89,2667918
2025-12-19,4584,"more than 1,000,001",9,69.6,20881798
2025-12-19,4584,total,1007,100.0,30002400
2025-12-19,4584,差異數調整（說明4）,0,0.0,0
2025-12-26,4584,"1,000-5,000",391,2.45,736343
2025-12-26,4584,1-999,421,0.09,28920
2025-12-26,4584,"10,001-15,000",32,1.31,394568
2025-12-26,4584,"100,001-200,000",8,3.34,1002273
2025-12-26,4584,"15,001-20,000",21,1.19,357353
2025-12-26,4584,"20,001-30,000",22,1.76,531020
2025-12-26,4584,"200,001-400,000",4,3.51,1053439
2025-12-26,4584,"30,001-40,000",5,0.59,179560
2025-12-26,4584,"40,001-50,000",6,0.9,271243
2025-12-26,4584,"400,001-600,000",1,1.44,434160
2025-12-26,4584,"5,001-10,000",65,1.53,461977
2025-12-26,4584,"50,001-100,000",14,3.17,951828
2025-12-26,4584,"600,001-800,000",0,0.0,0
2025-12-26,4584,"800,001-1,000,000",3,9.39,2817918
2025-12-26,4584,"more than 1,000,001",9,69.26,20781798
2025-12-26,4584,total,1002,100.0,30002400
2025-12-26,4584,差異數調整（說明4）,0,0.0,0
2026-01-02,4584,"1,000-5,000",387,2.43,729358
2026-01-02,4584,1-999,422,0.09,29665
2026-01-02,4584,"10,001-15,000",31,1.26,379568
2026-01-02,4584,"100,001-200,000",8,3.34,1002273
