date,stock_id,buy,name,sell
2024-05-15,5864,149000,Foreign_Investor,225000
2024-05-15,5864,0,Foreign_Dealer_Self,0
2024-05-15,5864,0,Investment_Trust,0
2024-05-15,5864,0,Dealer_self,0
2024-05-15,5864,0,Dealer_Hedging,0
2024-05-16,5864,839000,Foreign_Investor,180000
2024-05-16,5864,0,Foreign_Dealer_Self,0
2024-05-16,5864,0,Investment_Trust,0
2024-05-16,5864,0,Dealer_self,0
2024-05-16,5864,0,Dealer_Hedging,0
2024-05-17,5864,83000,Foreign_Investor,509000
2024-05-17,5864,0,Foreign_Dealer_Self,0
2024-05-17,5864,0,Investment_Trust,0
2024-05-17,5864,0,Dealer_self,0
2024-05-17,5864,0,Dealer_Hedging,0
2024-05-20,5864,716000,Foreign_Investor,315000
2024-05-20,5864,0,Foreign_Dealer_Self,0
2024-05-20,5864,0,Investment_Trust,0
2024-05-20,5864,0,Dealer_self,0
2024-05-20,5864,0,Dealer_Hedging,0
2024-05-21,5864,161000,Foreign_Investor,1564000
2024-05-21,5864,0,Foreign_Dealer_Self,0
2024-05-21,5864,0,Investment_Trust,0
2024-05-21,5864,0,Dealer_self,0
2024-05-21,5864,0,Dealer_Hedging,0
2024-05-22,5864,199000,Foreign_Investor,366000
2024-05-22,5864,0,Foreign_Dealer_Self,0
2024-05-22,5864,0,Investment_Trust,0
2024-05-22,5864,0,Dealer_self,0
2024-05-22,5864,0,Dealer_Hedging,0
2024-05-23,5864,192000,Foreign_Investor,496000
2024-05-23,5864,0,Foreign_Dealer_Self,0
2024-05-23,5864,0,Investment_Trust,0
2024-05-23,5864,0,Dealer_self,0
2024-05-23,5864,0,Dealer_Hedging,0
2024-05-24,5864,136000,Foreign_Investor,241000
2024-05-24,5864,0,Foreign_Dealer_Self,0
2024-05-24,5864,0,Investment_Trust,0
2024-05-24,5864,0,Dealer_self,0
2024-05-24,5864,0,Dealer_Hedging,0
2024-05-27,5864,257000,Foreign_Investor,191000
2024-05-27,5864,0,Foreign_Dealer_Self,0
2024-05-27,5864,0,Investment_Trust,0
2024-05-27,5864,0,Dealer_self,0
2024-05-27,5864,0,Dealer_Hedging,0
2024-05-28,5864,1315000,Foreign_Investor,348000
2024-05-28,5864,0,Foreign_Dealer_Self,0
2024-05-28,5864,0,Investment_Trust,0
2024-05-28,5864,0,Dealer_self,0
2024-05-28,5864,0,Dealer_Hedging,0
2024-05-29,5864,61000,Foreign_Investor,550000
2024-05-29,5864,0,Foreign_Dealer_Self,0
2024-05-29,5864,0,Investment_Trust,0
2024-05-29,5864,0,Dealer_self,0
2024-05-29,5864,0,Dealer_Hedging,0
2024-05-30,5864,185000,Foreign_Investor,129000
2024-05-30,5864,0,Foreign_Dealer_Self,0
2024-05-30,5864,0,Investment_Trust,0
2024-05-30,5864,0,Dealer_self,0
2024-05-30,5864,0,Dealer_Hedging,0
2024-05-31,5864,676000,Foreign_Investor,165000
2024-05-31,5864,0,Foreign_Dealer_Self,0
2024-05-31,5864,0,Investment_Trust,0
2024-05-31,5864,0,Dealer_self,0
2024-05-31,5864,0,Dealer_Hedging,0
2024-06-03,5864,46000,Foreign_Investor,498000
2024-06-03,5864,0,Foreign_Dealer_Self,0
2024-06-03,5864,0,Investment_Trust,0
2024-06-03,5864,0,Dealer_self,0
2024-06-03,5864,0,Dealer_Hedging,0
2024-06-04,5864,181000,Foreign_Investor,343000
2024-06-04,5864,0,Foreign_Dealer_Self,0
2024-06-04,5864,0,Investment_Trust,0
2024-06-04,5864,0,Dealer_self,0
2024-06-04,5864,0,Dealer_Hedging,0
2024-06-05,5864,117000,Foreign_Investor,157000
2024-06-05,5864,0,Foreign_Dealer_Self,0
2024-06-05,5864,0,Investment_Trust,0
2024-06-05,5864,0,Dealer_self,0
2024-06-05,5864,0,Dealer_Hedging,0
2024-06-06,5864,229000,Foreign_Investor,293000
2024-06-06,5864,0,Foreign_Dealer_Self,0
