date,stock_id,buy,name,sell
2024-04-18,6147,2338666,Foreign_Investor,687000
2024-04-18,6147,0,Foreign_Dealer_Self,0
2024-04-18,6147,227000,Investment_Trust,3616233
2024-04-18,6147,6000,Dealer_self,33225
2024-04-18,6147,3000,Dealer_Hedging,22408
2024-04-19,6147,3565666,Foreign_Investor,1991000
2024-04-19,6147,0,Foreign_Dealer_Self,0
2024-04-19,6147,2168000,Investment_Trust,3455000
2024-04-19,6147,572001,Dealer_self,574100
2024-04-19,6147,349666,Dealer_Hedging,347482
2024-04-22,6147,4474000,Foreign_Investor,3410000
2024-04-22,6147,0,Foreign_Dealer_Self,0
2024-04-22,6147,1026000,Investment_Trust,3344000
2024-04-22,6147,119131,Dealer_self,125776
2024-04-22,6147,219000,Dealer_Hedging,279541
2024-04-23,6147,3340000,Foreign_Investor,1013000
2024-04-23,6147,0,Foreign_Dealer_Self,0
2024-04-23,6147,130000,Investment_Trust,2224000
2024-04-23,6147,52191,Dealer_self,24000
2024-04-23,6147,25059,Dealer_Hedging,30226
2024-04-24,6147,4187666,Foreign_Investor,1406000
2024-04-24,6147,0,Foreign_Dealer_Self,0
2024-04-24,6147,85000,Investment_Trust,2149000
2024-04-24,6147,68000,Dealer_self,45000
2024-04-24,6147,134028,Dealer_Hedging,20000
2024-04-25,6147,1683000,Foreign_Investor,680000
2024-04-25,6147,0,Foreign_Dealer_Self,0
2024-04-25,6147,244000,Investment_Trust,34000
2024-04-25,6147,44000,Dealer_self,30000
2024-04-25,6147,22000,Dealer_Hedging,26000
2024-04-26,6147,1316000,Foreign_Investor,806000
2024-04-26,6147,0,Foreign_Dealer_Self,0
2024-04-26,6147,332000,Investment_Trust,10000
2024-04-26,6147,34723,Dealer_self,0
2024-04-26,6147,1319,Dealer_Hedging,42000
2024-04-29,6147,2316277,Foreign_Investor,2886000
2024-04-29,6147,0,Foreign_Dealer_Self,0
2024-04-29,6147,93000,Investment_Trust,37000
2024-04-29,6147,2000,Dealer_self,109000
2024-04-29,6147,2000,Dealer_Hedging,24000
2024-04-30,6147,1436000,Foreign_Investor,4283000
2024-04-30,6147,0,Foreign_Dealer_Self,0
2024-04-30,6147,1300000,Investment_Trust,259000
2024-04-30,6147,21000,Dealer_self,44607
2024-04-30,6147,3000,Dealer_Hedging,20444
2024-05-02,6147,2530548,Foreign_Investor,2264000
2024-05-02,6147,0,Foreign_Dealer_Self,0
2024-05-02,6147,1631000,Investment_Trust,520000
2024-05-02,6147,119000,Dealer_self,31000
2024-05-02,6147,44635,Dealer_Hedging,18712
2024-05-03,6147,912000,Foreign_Investor,1784000
2024-05-03,6147,0,Foreign_Dealer_Self,0
2024-05-03,6147,1753069,Investment_Trust,30000
2024-05-03,6147,17050,Dealer_self,20000
2024-05-03,6147,78878,Dealer_Hedging,22000
2024-05-06,6147,190055,Foreign_Investor,2489000
2024-05-06,6147,0,Foreign_Dealer_Self,0
2024-05-06,6147,924153,Investment_Trust,0
2024-05-06,6147,2615,Dealer_self,9000
2024-05-06,6147,28000,Dealer_Hedging,128366
2024-05-07,6147,892833,Foreign_Investor,2802000
2024-05-07,6147,0,Foreign_Dealer_Self,0
2024-05-07,6147,729513,Investment_Trust,5000
2024-05-07,6147,44551,Dealer_self,6000
2024-05-07,6147,18000,Dealer_Hedging,58823
2024-05-08,6147,1477497,Foreign_Investor,2577000
2024-05-08,6147,0,Foreign_Dealer_Self,0
2024-05-08,6147,600330,Investment_Trust,41000
2024-05-08,6147,41000,Dealer_self,30000
2024-05-08,6147,3000,Dealer_Hedging,5095
2024-05-09,6147,2456110,Foreign_Investor,3210000
2024-05-09,6147,0,Foreign_Dealer_Self,0
2024-05-09,6147,1907207,Investment_Trust,0
2024-05-09,6147,36001,Dealer_self,110000
2024-05-09,6147,275592,Dealer_Hedging,31000
2024-05-10,6147,924000,Foreign_Investor,5058000
2024-05-10,6147,0,Foreign_Dealer_Self,0
2024-05-10,6147,1549299,Investment_Trust,0
2024-05-10,6147,241002,Dealer_self,234000
2024-05-10,6147,135000,Dealer_Hedging,214334
2024-05-13,6147,2715260,Foreign_Investor,3204000
2024-05-13,6147,0,Foreign_Dealer_Self,0
2024-05-13,6147,1810032,Investment_Trust,27000
2024-05-13,6147,77001,Dealer_self,7000
2024-05-13,6147,239056,Dealer_Hedging,12000
2024-05-14,6147,577000,Foreign_Investor,3513000
2024-05-14,6147,0,Foreign_Dealer_Self,0
2024-05-14,6147,610348,Investment_Trust,15000
2024-05-14,6147,8552,Dealer_self,60075
2024-05-14,6147,4001,Dealer_Hedging,130000
2024-05-15,6147,526000,Foreign_Investor,2058000
2024-05-15,6147,0,Foreign_Dealer_Self,0
2024-05-15,6147,306169,Investment_Trust,0
2024-05-15,6147,6000,Dealer_self,26000
2024-05-15,6147,13001,Dealer_Hedging,19469
2024-05-16,6147,887000,Foreign_Investor,1308000
2024-05-16,6147,0,Foreign_Dealer_Self,0
2024-05-16,6147,369000,Investment_Trust,89940
2024-05-16,6147,6000,Dealer_self,7000
2024-05-16,6147,8000,Dealer_Hedging,26714
2024-05-17,6147,685000,Foreign_Investor,2063000
2024-05-17,6147,0,Foreign_Dealer_Self,0
2024-05-17,6147,820237,Investment_Trust,1003762
2024-05-17,6147,91000,Dealer_self,125985
2024-05-17,6147,73000,Dealer_Hedging,180056
2024-05-20,6147,2771943,Foreign_Investor,1680000
2024-05-20,6147,0,Foreign_Dealer_Self,0
2024-05-20,6147,818210,Investment_Trust,28000
2024-05-20,6147,232000,Dealer_self,95301
2024-05-20,6147,89081,Dealer_Hedging,77000
2024-05-21,6147,819000,Foreign_Investor,1454000
2024-05-21,6147,0,Foreign_Dealer_Self,0
2024-05-21,6147,85473,Investment_Trust,232000
2024-05-21,6147,201000,Dealer_self,57000
2024-05-21,6147,80720,Dealer_Hedging,79457
2024-05-22,6147,3759000,Foreign_Investor,2558000
2024-05-22,6147,0,Foreign_Dealer_Self,0
2024-05-22,6147,172413,Investment_Trust,196000
2024-05-22,6147,299000,Dealer_self,25000
2024-05-22,6147,363432,Dealer_Hedging,70618
2024-05-23,6147,3621300,Foreign_Investor,3436000
2024-05-23,6147,0,Foreign_Dealer_Self,0
2024-05-23,6147,64000,Investment_Trust,12266000
2024-05-23,6147,87000,Dealer_self,175328
2024-05-23,6147,156000,Dealer_Hedging,542917
2024-05-24,6147,4821250,Foreign_Investor,3260523
2024-05-24,6147,0,Foreign_Dealer_Self,0
2024-05-24,6147,157205,Investment_Trust,4664000
2024-05-24,6147,71000,Dealer_self,78061
2024-05-24,6147,185000,Dealer_Hedging,175223
2024-05-27,6147,6126000,Foreign_Investor,1156000
2024-05-27,6147,0,Foreign_Dealer_Self,0
2024-05-27,6147,20000,Investment_Trust,10841173
2024-05-27,6147,122000,Dealer_self,32185
2024-05-27,6147,83000,Dealer_Hedging,57000
2024-05-28,6147,3511000,Foreign_Investor,1334000
2024-05-28,6147,0,Foreign_Dealer_Self,0
2024-05-28,6147,54000,Investment_Trust,2898583
2024-05-28,6147,313000,Dealer_self,5717
2024-05-28,6147,99000,Dealer_Hedging,7000
2024-05-29,6147,2347000,Foreign_Investor,1616000
2024-05-29,6147,0,Foreign_Dealer_Self,0
2024-05-29,6147,13000,Investment_Trust,4149260
2024-05-29,6147,64309,Dealer_self,7200
2024-05-29,6147,33000,Dealer_Hedging,16326
2024-05-30,6147,4934000,Foreign_Investor,3509000
2024-05-30,6147,0,Foreign_Dealer_Self,0
2024-05-30,6147,109000,Investment_Trust,6119000
2024-05-30,6147,23000,Dealer_self,20482
2024-05-30,6147,20000,Dealer_Hedging,40075
2024-05-31,6147,5200000,Foreign_Investor,2032930
2024-05-31,6147,0,Foreign_Dealer_Self,0
2024-05-31,6147,334000,Investment_Trust,6583842
2024-05-31,6147,243000,Dealer_self,89526
2024-05-31,6147,25000,Dealer_Hedging,24000
2024-06-03,6147,0,Foreign_Dealer_Self,0
2024-06-03,6147,511000,Investment_Trust,3642000
2024-06-03,6147,188000,Dealer_self,272000
2024-06-03,6147,177000,Dealer_Hedging,148000
2024-06-03,6147,6186000,Foreign_Investor,2039592
2024-06-04,6147,5646751,Foreign_Investor,1259000
2024-06-04,6147,0,Foreign_Dealer_Self,0
2024-06-04,6147,1139000,Investment_Trust,2903000
2024-06-04,6147,180000,Dealer_self,170918
2024-06-04,6147,146000,Dealer_Hedging,106268
2024-06-05,6147,4299000,Foreign_Investor,1413000
2024-06-05,6147,0,Foreign_Dealer_Self,0
2024-06-05,6147,1019000,Investment_Trust,3007734
2024-06-05,6147,207000,Dealer_self,194133
2024-06-05,6147,112000,Dealer_Hedging,146000
2024-06-06,6147,1939000,Foreign_Investor,1364000
2024-06-06,6147,0,Foreign_Dealer_Self,0
2024-06-06,6147,1083000,Investment_Trust,2919683
2024-06-06,6147,179000,Dealer_self,234875
2024-06-06,6147,24000,Dealer_Hedging,46462
2024-06-07,6147,2810000,Foreign_Investor,669000
2024-06-07,6147,0,Foreign_Dealer_Self,0
2024-06-07,6147,782000,Investment_Trust,3012999
2024-06-07,6147,115000,Dealer_self,168000
2024-06-07,6147,13000,Dealer_Hedging,43572
2024-06-11,6147,5955000,Foreign_Investor,1408685
2024-06-11,6147,0,Foreign_Dealer_Self,0
2024-06-11,6147,1094000,Investment_Trust,2906262
2024-06-11,6147,484000,Dealer_self,285000
2024-06-11,6147,183250,Dealer_Hedging,147951
2024-06-12,6147,4281000,Foreign_Investor,1945896
2024-06-12,6147,0,Foreign_Dealer_Self,0
2024-06-12,6147,544000,Investment_Trust,3003314
2024-06-12,6147,101000,Dealer_self,109081
2024-06-12,6147,63000,Dealer_Hedging,86380
2024-06-13,6147,1706000,Foreign_Investor,3636000
2024-06-13,6147,0,Foreign_Dealer_Self,0
2024-06-13,6147,0,Investment_Trust,2317841
2024-06-13,6147,11000,Dealer_self,48090
2024-06-13,6147,4000,Dealer_Hedging,7000
2024-06-14,6147,749000,Foreign_Investor,925000
2024-06-14,6147,0,Foreign_Dealer_Self,0
2024-06-14,6147,4000,Investment_Trust,37146
2024-06-14,6147,3000,Dealer_self,2397
2024-06-14,6147,38000,Dealer_Hedging,3000
2024-06-17,6147,461000,Foreign_Investor,724600
2024-06-17,6147,0,Foreign_Dealer_Self,0
2024-06-17,6147,425000,Investment_Trust,268262
2024-06-17,6147,49000,Dealer_self,44031
2024-06-17,6147,32000,Dealer_Hedging,2000
2024-06-18,6147,566000,Foreign_Investor,3090100
2024-06-18,6147,0,Foreign_Dealer_Self,0
2024-06-18,6147,702000,Investment_Trust,10295
2024-06-18,6147,111000,Dealer_self,107245
2024-06-18,6147,80000,Dealer_Hedging,69000
2024-06-19,6147,1244000,Foreign_Investor,2637100
2024-06-19,6147,0,Foreign_Dealer_Self,0
2024-06-19,6147,490000,Investment_Trust,160062
2024-06-19,6147,138000,Dealer_self,154393
2024-06-19,6147,106000,Dealer_Hedging,160997
2024-06-20,6147,1180000,Foreign_Investor,856300
2024-06-20,6147,0,Foreign_Dealer_Self,0
2024-06-20,6147,963000,Investment_Trust,33000
2024-06-20,6147,165000,Dealer_self,125139
2024-06-20,6147,110227,Dealer_Hedging,82042
2024-06-21,6147,694000,Foreign_Investor,3248000
2024-06-21,6147,0,Foreign_Dealer_Self,0
2024-06-21,6147,1210000,Investment_Trust,140587
2024-06-21,6147,154000,Dealer_self,105328
