date,stock_id,buy,name,sell
2024-06-11,8476,13000,Foreign_Investor,7000
2024-06-11,8476,0,Foreign_Dealer_Self,0
2024-06-11,8476,0,Investment_Trust,0
2024-06-11,8476,4000,Dealer_self,0
2024-06-11,8476,0,Dealer_Hedging,0
2024-06-12,8476,45000,Foreign_Investor,3160
2024-06-12,8476,0,Foreign_Dealer_Self,0
2024-06-12,8476,0,Investment_Trust,0
2024-06-12,8476,0,Dealer_self,0
2024-06-12,8476,0,Dealer_Hedging,0
2024-06-13,8476,90000,Foreign_Investor,3000
2024-06-13,8476,0,Foreign_Dealer_Self,0
2024-06-13,8476,0,Investment_Trust,0
2024-06-13,8476,0,Dealer_self,1000
2024-06-13,8476,0,Dealer_Hedging,0
2024-06-14,8476,13000,Foreign_Investor,18000
2024-06-14,8476,0,Foreign_Dealer_Self,0
2024-06-14,8476,0,Investment_Trust,0
2024-06-14,8476,0,Dealer_self,0
2024-06-14,8476,0,Dealer_Hedging,0
2024-06-17,8476,38000,Foreign_Investor,3000
2024-06-17,8476,0,Foreign_Dealer_Self,0
2024-06-17,8476,0,Investment_Trust,0
2024-06-17,8476,0,Dealer_self,3000
2024-06-17,8476,0,Dealer_Hedging,0
2024-06-18,8476,67000,Foreign_Investor,7000
2024-06-18,8476,0,Foreign_Dealer_Self,0
2024-06-18,8476,0,Investment_Trust,0
2024-06-18,8476,0,Dealer_self,1000
2024-06-18,8476,0,Dealer_Hedging,0
2024-06-19,8476,20000,Foreign_Investor,0
2024-06-19,8476,0,Foreign_Dealer_Self,0
2024-06-19,8476,0,Investment_Trust,0
2024-06-19,8476,0,Dealer_self,4000
2024-06-19,8476,0,Dealer_Hedging,0
2024-06-20,8476,103000,Foreign_Investor,4000
2024-06-20,8476,0,Foreign_Dealer_Self,0
2024-06-20,8476,0,Investment_Trust,0
2024-06-20,8476,0,Dealer_self,1000
2024-06-20,8476,0,Dealer_Hedging,0
2024-06-21,8476,31000,Foreign_Investor,10000
