date,stock_id,buy,name,sell
2024-04-22,4979,862000,Foreign_Investor,973000
2024-04-22,4979,0,Foreign_Dealer_Self,0
2024-04-22,4979,0,Investment_Trust,0
2024-04-22,4979,0,Dealer_self,0
2024-04-22,4979,7761,Dealer_Hedging,42202
2024-04-23,4979,636200,Foreign_Investor,651000
2024-04-23,4979,0,Foreign_Dealer_Self,0
2024-04-23,4979,1000,Investment_Trust,0
2024-04-23,4979,0,Dealer_self,0
2024-04-23,4979,14710,Dealer_Hedging,12930
2024-04-24,4979,500000,Foreign_Investor,384000
2024-04-24,4979,0,Foreign_Dealer_Self,0
2024-04-24,4979,0,Investment_Trust,0
2024-04-24,4979,0,Dealer_self,0
2024-04-24,4979,35280,Dealer_Hedging,4655
2024-04-25,4979,699000,Foreign_Investor,1462000
2024-04-25,4979,0,Foreign_Dealer_Self,0
2024-04-25,4979,0,Investment_Trust,0
2024-04-25,4979,0,Dealer_self,0
2024-04-25,4979,52232,Dealer_Hedging,27442
2024-04-26,4979,718000,Foreign_Investor,919000
2024-04-26,4979,0,Foreign_Dealer_Self,0
2024-04-26,4979,0,Investment_Trust,0
2024-04-26,4979,0,Dealer_self,0
2024-04-26,4979,24000,Dealer_Hedging,31321
2024-04-29,4979,1449017,Foreign_Investor,683000
2024-04-29,4979,0,Foreign_Dealer_Self,0
2024-04-29,4979,0,Investment_Trust,0
2024-04-29,4979,0,Dealer_self,0
2024-04-29,4979,160019,Dealer_Hedging,8638
2024-04-30,4979,482000,Foreign_Investor,918000
2024-04-30,4979,0,Foreign_Dealer_Self,0
2024-04-30,4979,0,Investment_Trust,1000
2024-04-30,4979,0,Dealer_self,0
2024-04-30,4979,16317,Dealer_Hedging,53480
2024-05-02,4979,371000,Foreign_Investor,453000
2024-05-02,4979,0,Foreign_Dealer_Self,0
2024-05-02,4979,0,Investment_Trust,0
2024-05-02,4979,0,Dealer_self,0
2024-05-02,4979,26811,Dealer_Hedging,27199
2024-05-03,4979,611000,Foreign_Investor,362000
2024-05-03,4979,0,Foreign_Dealer_Self,0
2024-05-03,4979,0,Investment_Trust,0
2024-05-03,4979,0,Dealer_self,0
2024-05-03,4979,29211,Dealer_Hedging,25818
2024-05-06,4979,404000,Foreign_Investor,867000
2024-05-06,4979,0,Foreign_Dealer_Self,0
2024-05-06,4979,0,Investment_Trust,0
2024-05-06,4979,0,Dealer_self,0
2024-05-06,4979,49013,Dealer_Hedging,40769
2024-05-07,4979,510000,Foreign_Investor,507000
2024-05-07,4979,0,Foreign_Dealer_Self,0
2024-05-07,4979,0,Investment_Trust,0
2024-05-07,4979,0,Dealer_self,0
2024-05-07,4979,22601,Dealer_Hedging,23701
2024-05-08,4979,1658200,Foreign_Investor,891010
2024-05-08,4979,0,Foreign_Dealer_Self,0
2024-05-08,4979,0,Investment_Trust,0
2024-05-08,4979,0,Dealer_self,0
2024-05-08,4979,552054,Dealer_Hedging,15252
2024-05-09,4979,611200,Foreign_Investor,2377200
2024-05-09,4979,0,Foreign_Dealer_Self,0
2024-05-09,4979,0,Investment_Trust,0
2024-05-09,4979,0,Dealer_self,0
2024-05-09,4979,70000,Dealer_Hedging,324896
2024-05-10,4979,152000,Foreign_Investor,509000
2024-05-10,4979,0,Foreign_Dealer_Self,0
