date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-22,6214,42952481,42952.481,15.77,272303304
2024-05-23,6214,42681481,42681.481,15.67,272303304
2024-05-24,6214,42554481,42554.481,15.62,272303304
2024-05-27,6214,42432481,42432.481,15.58,272303304
2024-05-28,6214,42352501,42352.501,15.55,272303304
2024-05-29,6214,42118029,42118.029,15.46,272303304
2024-05-30,6214,41923029,41923.029,15.39,272303304
2024-05-31,6214,41742712,41742.712,15.32,272303304
2024-06-03,6214,41661712,41661.712,15.29,272303304
2024-06-04,6214,41582218,41582.218,15.27,272303304
2024-06-05,6214,41538218,41538.218,15.25,272303304
2024-06-06,6214,41242218,41242.218,15.14,272303304
2024-06-07,6214,41067377,41067.377,15.08,272303304
2024-06-11,6214,41224790,41224.79,15.13,272303304
2024-06-12,6214,41079772,41079.772,15.08,272303304
2024-06-13,6214,40926767,40926.767,15.02,272303304
2024-06-14,6214,40815767,40815.767,14.98,272303304
2024-06-17,6214,40779767,40779.767,14.97,272303304
2024-06-18,6214,40867051,40867.051,15.0,272303304
2024-06-19,6214,41346163,41346.163,15.18,272303304
2024-06-20,6214,41526120,41526.12,15.24,272303304
2024-06-21,6214,41572670,41572.67,15.26,272303304
2024-06-24,6214,41738670,41738.67,15.32,272303304
2024-06-25,6214,41761670,41761.67,15.33,272303304
2024-06-26,6214,41725670,41725.67,15.32,272303304
2024-06-27,6214,42224670,42224.67,15.5,272303304
2024-06-28,6214,42484165,42484.165,15.6,272303304
2024-07-01,6214,42729212,42729.212,15.69,272303304
2024-07-02,6214,42878998,42878.998,15.74,272303304
2024-07-03,6214,42880998,42880.998,15.74,272303304
2024-07-04,6214,42856998,42856.998,15.73,272303304
2024-07-05,6214,42813998,42813.998,15.72,272303304
2024-07-08,6214,42733498,42733.498,15.69,272303304
2024-07-09,6214,42498498,42498.498,15.6,272303304
2024-07-10,6214,42296498,42296.498,15.53,272303304
2024-07-11,6214,42315498,42315.498,15.53,272303304
2024-07-12,6214,42103498,42103.498,15.46,272303304
2024-07-15,6214,42100521,42100.521,15.46,272303304
2024-07-16,6214,42452505,42452.505,15.59,272303304
2024-07-17,6214,42347496,42347.496,15.55,272303304
2024-07-18,6214,42317384,42317.384,15.54,272303304
2024-07-19,6214,42112384,42112.384,15.46,272303304
2024-07-22,6214,41974384,41974.384,15.41,272303304
2024-07-23,6214,41814384,41814.384,15.35,272303304
2024-07-26,6214,41465883,41465.883,15.22,272303304
2024-07-29,6214,41168883,41168.883,15.11,272303304
2024-07-30,6214,40963883,40963.883,15.04,272303304
2024-07-31,6214,40681063,40681.063,14.93,272303304
2024-08-01,6214,40861063,40861.063,15.0,272303304
2024-08-02,6214,40833063,40833.063,14.99,272303304
2024-08-05,6214,40619063,40619.063,14.91,272303304
2024-08-06,6214,40299063,40299.063,14.79,272303304
2024-08-07,6214,40408506,40408.506,14.83,272303304
2024-08-08,6214,40176170,40176.17,14.75,272303304
2024-08-09,6214,40133189,40133.189,14.73,272303304
2024-08-12,6214,40195025,40195.025,14.76,272303304
2024-08-13,6214,40132025,40132.025,14.73,272303304
2024-08-14,6214,40260025,40260.025,14.78,272303304
2024-08-15,6214,40246025,40246.025,14.77,272303304
2024-08-16,6214,40146025,40146.025,14.74,272303304
2024-08-19,6214,40253025,40253.025,14.78,272303304
2024-08-20,6214,40370025,40370.025,14.82,272303304
2024-08-21,6214,40227948,40227.948,14.77,272303304
2024-08-22,6214,40326948,40326.948,14.8,272303304
2024-08-23,6214,40302978,40302.978,14.8,272303304
2024-08-26,6214,40449978,40449.978,14.85,272303304
2024-08-27,6214,40518978,40518.978,14.88,272303304
