date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-05,8473,1431540,1431.54,0.87,162696186
2024-06-06,8473,1435540,1435.54,0.88,162696186
2024-06-07,8473,1558540,1558.54,0.95,162696186
2024-06-11,8473,1636540,1636.54,1.0,162696186
2024-06-12,8473,1667540,1667.54,1.02,162696186
2024-06-13,8473,1861540,1861.54,1.14,162696186
2024-06-14,8473,1921540,1921.54,1.18,162696186
2024-06-17,8473,1828540,1828.54,1.12,162696186
2024-06-18,8473,2336540,2336.54,1.43,162696186
2024-06-19,8473,2537540,2537.54,1.55,162696186
2024-06-20,8473,2742540,2742.54,1.68,162696186
2024-06-21,8473,2727540,2727.54,1.67,162696186
2024-06-24,8473,2805540,2805.54,1.72,162696186
2024-06-25,8473,2803540,2803.54,1.72,162696186
2024-06-26,8473,2829540,2829.54,1.73,162696186
2024-06-27,8473,2749540,2749.54,1.68,162696186
2024-06-28,8473,2889540,2889.54,1.77,162696186
2024-07-01,8473,3167540,3167.54,1.94,162696186
2024-07-02,8473,3377470,3377.47,2.07,162696186
2024-07-03,8473,3798470,3798.47,2.33,162696186
2024-07-04,8473,4252470,4252.47,2.61,162696186
2024-07-05,8473,5431470,5431.47,3.33,162696186
2024-07-08,8473,4643470,4643.47,2.85,162696186
2024-07-09,8473,5292470,5292.47,3.25,162696186
2024-07-10,8473,4811540,4811.54,2.95,162696186
2024-07-11,8473,4614590,4614.59,2.83,162696186
2024-07-12,8473,4570550,4570.55,2.8,162696186
2024-07-15,8473,4967550,4967.55,3.05,162696186
2024-07-16,8473,3931550,3931.55,2.41,162696186
2024-07-17,8473,4599550,4599.55,2.82,162696186
2024-07-18,8473,5628550,5628.55,3.45,162696186
2024-07-19,8473,4671400,4671.4,2.87,162696186
2024-07-22,8473,1732400,1732.4,1.06,162696186
2024-07-23,8473,2982413,2982.413,1.83,162696186
2024-07-26,8473,3729413,3729.413,2.29,162696186
2024-07-29,8473,3706413,3706.413,2.27,162696186
2024-07-30,8473,3923413,3923.413,2.41,162696186
2024-07-31,8473,3493413,3493.413,2.14,162696186
