date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-27,3026,19173862,19173.862,11.55,165890318
2024-05-28,3026,19264862,19264.862,11.61,165890318
2024-05-29,3026,19297862,19297.862,11.63,165890318
2024-05-30,3026,19295862,19295.862,11.63,165890318
2024-05-31,3026,19345862,19345.862,11.66,165890318
2024-06-03,3026,19378862,19378.862,11.68,165890318
2024-06-04,3026,19387862,19387.862,11.68,165890318
2024-06-05,3026,19384612,19384.612,11.68,165890318
2024-06-06,3026,19355612,19355.612,11.66,165890318
2024-06-07,3026,19168362,19168.362,11.55,165890318
2024-06-11,3026,19148804,19148.804,11.54,165890318
2024-06-12,3026,19129718,19129.718,11.53,165890318
2024-06-13,3026,19089718,19089.718,11.5,165890318
2024-06-14,3026,19080718,19080.718,11.5,165890318
2024-06-17,3026,19037718,19037.718,11.47,165890318
2024-06-18,3026,18846668,18846.668,11.36,165890318
2024-06-19,3026,18528668,18528.668,11.16,165890318
2024-06-20,3026,18509668,18509.668,11.15,165890318
2024-06-21,3026,18636126,18636.126,11.23,165890318
2024-06-24,3026,18814126,18814.126,11.34,165890318
2024-06-25,3026,18720126,18720.126,11.28,165890318
2024-06-26,3026,18592276,18592.276,11.2,165890318
2024-06-27,3026,18443276,18443.276,11.11,165890318
2024-06-28,3026,18464276,18464.276,11.13,165890318
2024-07-01,3026,18363276,18363.276,11.06,165890318
2024-07-02,3026,18240276,18240.276,10.99,165890318
2024-07-03,3026,18244276,18244.276,10.99,165890318
2024-07-04,3026,18362276,18362.276,11.06,165890318
2024-07-05,3026,18350276,18350.276,11.06,165890318
2024-07-08,3026,18477276,18477.276,11.13,165890318
2024-07-09,3026,18394168,18394.168,11.08,165890318
2024-07-10,3026,18477168,18477.168,11.13,165890318
2024-07-11,3026,18486168,18486.168,11.14,165890318
2024-07-12,3026,18503168,18503.168,11.15,165890318
2024-07-15,3026,18455168,18455.168,11.12,165890318
2024-07-16,3026,18637168,18637.168,11.23,165890318
2024-07-17,3026,18675918,18675.918,11.25,165890318
2024-07-18,3026,18688918,18688.918,11.26,165890318
2024-07-19,3026,18616918,18616.918,11.22,165890318
2024-07-22,3026,18583918,18583.918,11.2,165890318
2024-07-23,3026,18577918,18577.918,11.19,165890318
2024-07-26,3026,18625051,18625.051,11.22,165890318
2024-07-29,3026,18632751,18632.751,11.23,165890318
2024-07-30,3026,18409180,18409.18,11.09,165890318
2024-07-31,3026,18392384,18392.384,11.08,165890318
2024-08-01,3026,18387384,18387.384,11.08,165890318
2024-08-02,3026,18289934,18289.934,11.02,165890318
2024-08-05,3026,18276934,18276.934,11.01,165890318
2024-08-06,3026,18272434,18272.434,11.01,165890318
2024-08-07,3026,18332275,18332.275,11.05,165890318
2024-08-08,3026,18314875,18314.875,11.04,165890318
2024-08-09,3026,18409875,18409.875,11.09,165890318
2024-08-12,3026,18558178,18558.178,11.18,165890318
2024-08-13,3026,18610178,18610.178,11.21,165890318
2024-08-14,3026,18672178,18672.178,11.25,165890318
2024-08-15,3026,18706205,18706.205,11.27,165890318
2024-08-16,3026,18787205,18787.205,11.32,165890318
2024-08-19,3026,18937205,18937.205,11.41,165890318
2024-08-20,3026,19127205,19127.205,11.53,165890318
2024-08-21,3026,19168279,19168.279,11.55,165890318
2024-08-22,3026,19277279,19277.279,11.62,165890318
2024-08-23,3026,19297279,19297.279,11.63,165890318
2024-08-26,3026,19333279,19333.279,11.65,165890318
2024-08-27,3026,19348279,19348.279,11.66,165890318
2024-08-28,3026,19366279,19366.279,11.67,165890318
2024-08-29,3026,19438279,19438.279,11.71,165890318
2024-08-30,3026,19504229,19504.229,11.75,165890318
2024-09-02,3026,19480229,19480.229,11.74,165890318
2024-09-03,3026,19470229,19470.229,11.73,165890318
2024-09-04,3026,19416229,19416.229,11.7,165890318
2024-09-05,3026,19447229,19447.229,11.72,165890318
2024-09-06,3026,19411229,19411.229,11.7,165890318
2024-09-09,3026,19428229,19428.229,11.71,165890318
2024-09-10,3026,19428229,19428.229,11.71,165890318
2024-09-11,3026,19472203,19472.203,11.73,165890318
2024-09-12,3026,19482203,19482.203,11.74,165890318
2024-09-13,3026,19526203,19526.203,11.77,165890318
2024-09-16,3026,19729203,19729.203,11.89,165890318
2024-09-18,3026,19725803,19725.803,11.89,165890318
2024-09-19,3026,19927803,19927.803,12.01,165890318
2024-09-20,3026,20010007,20010.007,12.06,165890318
2024-09-23,3026,20038007,20038.007,12.07,165890318
2024-09-24,3026,20081999,20081.999,12.1,165890318
2024-09-25,3026,20238001,20238.001,12.19,165890318
2024-09-26,3026,20155015,20155.015,12.14,165890318
2024-09-27,3026,20232015,20232.015,12.19,165890318
2024-09-30,3026,20226915,20226.915,12.19,165890318
2024-10-01,3026,20313915,20313.915,12.24,165890318
2024-10-04,3026,20319015,20319.015,12.24,165890318
2024-10-07,3026,20646015,20646.015,12.44,165890318
2024-10-08,3026,20702983,20702.983,12.47,165890318
2024-10-09,3026,20764983,20764.983,12.51,165890318
2024-10-11,3026,20740983,20740.983,12.5,165890318
2024-10-14,3026,20770933,20770.933,12.52,165890318
2024-10-15,3026,20820836,20820.836,12.55,165890318
2024-10-16,3026,20969405,20969.405,12.64,165890318
2024-10-17,3026,21005265,21005.265,12.66,165890318
2024-10-18,3026,20962125,20962.125,12.63,165890318
2024-10-21,3026,21050985,21050.985,12.68,165890318
2024-10-22,3026,21012945,21012.945,12.66,165890318
2024-10-23,3026,20992805,20992.805,12.65,165890318
2024-10-24,3026,21044707,21044.707,12.68,165890318
2024-10-25,3026,20991707,20991.707,12.65,165890318
2024-10-28,3026,20983567,20983.567,12.64,165890318
2024-10-29,3026,20977567,20977.567,12.64,165890318
2024-10-30,3026,21000567,21000.567,12.65,165890318
2024-11-01,3026,21069012,21069.012,12.7,165890318
2024-11-04,3026,21080012,21080.012,12.7,165890318
2024-11-05,3026,21036012,21036.012,12.68,165890318
2024-11-06,3026,21011012,21011.012,12.66,165890318
2024-11-07,3026,21167012,21167.012,12.75,165890318
2024-11-08,3026,21161710,21161.71,12.75,165890318
2024-11-11,3026,21163947,21163.947,12.75,165890318
2024-11-12,3026,21130947,21130.947,12.73,165890318
2024-11-13,3026,21099947,21099.947,12.71,165890318
2024-11-14,3026,21072947,21072.947,12.7,165890318
2024-11-15,3026,21104947,21104.947,12.72,165890318
2024-11-18,3026,21102947,21102.947,12.72,165890318
2024-11-19,3026,21123947,21123.947,12.73,165890318
2024-11-20,3026,21130554,21130.554,12.73,165890318
2024-11-21,3026,21138199,21138.199,12.74,165890318
2024-11-22,3026,21163199,21163.199,12.75,165890318
2024-11-25,3026,21363232,21363.232,12.87,165890318
2024-11-26,3026,21392232,21392.232,12.89,165890318
2024-11-27,3026,21374232,21374.232,12.88,165890318
2024-11-28,3026,21356232,21356.232,12.87,165890318
2024-11-29,3026,21368982,21368.982,12.88,165890318
2024-12-02,3026,21372982,21372.982,12.88,165890318
2024-12-03,3026,21400982,21400.982,12.9,165890318
2024-12-04,3026,21737982,21737.982,13.1,165890318
2024-12-05,3026,21753982,21753.982,13.11,165890318
2024-12-06,3026,21766982,21766.982,13.12,165890318
2024-12-09,3026,21718030,21718.03,13.09,165890318
2024-12-10,3026,21645030,21645.03,13.04,165890318
2024-12-11,3026,21646030,21646.03,13.04,165890318
2024-12-12,3026,21536030,21536.03,12.98,165890318
2024-12-13,3026,21458030,21458.03,12.93,165890318
2024-12-16,3026,21382030,21382.03,12.88,165890318
2024-12-17,3026,21490030,21490.03,12.95,165890318
2024-12-18,3026,21523030,21523.03,12.97,165890318
2024-12-19,3026,21515030,21515.03,12.96,165890318
2024-12-20,3026,21419423,21419.423,12.91,165890318
2024-12-23,3026,21540423,21540.423,12.98,165890318
2024-12-24,3026,21458423,21458.423,12.93,165890318
2024-12-25,3026,21462423,21462.423,12.93,165890318
2024-12-26,3026,21529423,21529.423,12.97,165890318
2024-12-27,3026,21531403,21531.403,12.97,165890318
2024-12-30,3026,21403403,21403.403,12.9,165890318
2024-12-31,3026,21145403,21145.403,12.74,165890318
2025-01-02,3026,21219757,21219.757,12.79,165890318
2025-01-03,3026,21160757,21160.757,12.75,165890318
2025-01-06,3026,21211757,21211.757,12.78,165890318
2025-01-07,3026,21279757,21279.757,12.82,165890318
2025-01-08,3026,21435757,21435.757,12.92,165890318
2025-01-09,3026,21479757,21479.757,12.94,165890318
2025-01-10,3026,21540286,21540.286,12.98,165890318
2025-01-13,3026,21373286,21373.286,12.88,165890318
2025-01-14,3026,21493286,21493.286,12.95,165890318
2025-01-15,3026,21304332,21304.332,12.84,165890318
2025-01-16,3026,21434332,21434.332,12.92,165890318
2025-01-17,3026,21590332,21590.332,13.01,165890318
2025-01-20,3026,21622787,21622.787,13.03,165890318
2025-01-21,3026,21652787,21652.787,13.05,165890318
2025-01-22,3026,21758787,21758.787,13.11,165890318
2025-01-23,3026,21758787,21758.787,13.11,165890318
2025-01-24,3026,21758787,21758.787,13.11,165890318
2025-02-03,3026,21802133,21802.133,13.14,165890318
2025-02-04,3026,21835133,21835.133,13.16,165890318
2025-02-05,3026,21967133,21967.133,13.24,165890318
2025-02-06,3026,22079133,22079.133,13.3,165890318
2025-02-07,3026,22112133,22112.133,13.32,165890318
2025-02-10,3026,22123133,22123.133,13.33,165890318
2025-02-11,3026,22132545,22132.545,13.34,165890318
2025-02-12,3026,22153545,22153.545,13.35,165890318
2025-02-13,3026,22335545,22335.545,13.46,165890318
2025-02-14,3026,22354545,22354.545,13.47,165890318
2025-02-17,3026,21583545,21583.545,13.01,165890318
2025-02-18,3026,21716545,21716.545,13.09,165890318
2025-02-19,3026,21562545,21562.545,12.99,165890318
2025-02-20,3026,21621545,21621.545,13.03,165890318
2025-02-21,3026,21477606,21477.606,12.94,165890318
2025-02-24,3026,21357606,21357.606,12.87,165890318
2025-02-25,3026,21221442,21221.442,12.79,165890318
2025-02-26,3026,21377282,21377.282,12.88,165890318
2025-02-27,3026,21129149,21129.149,12.73,165890318
2025-03-03,3026,21389062,21389.062,12.89,165890318
2025-03-04,3026,20846062,20846.062,12.56,165890318
2025-03-05,3026,21199062,21199.062,12.77,165890318
2025-03-06,3026,21296397,21296.397,12.83,165890318
2025-03-07,3026,21150397,21150.397,12.74,165890318
2025-03-10,3026,21213396,21213.396,12.78,165890318
2025-03-11,3026,21628396,21628.396,13.03,165890318
2025-03-12,3026,21751077,21751.077,13.11,165890318
2025-03-13,3026,22281077,22281.077,13.43,165890318
2025-03-14,3026,22379077,22379.077,13.49,165890318
2025-03-17,3026,22407077,22407.077,13.5,165890318
2025-03-18,3026,22544077,22544.077,13.58,165890318
2025-03-19,3026,22765077,22765.077,13.72,165890318
2025-03-20,3026,22952345,22952.345,13.83,165890318
2025-03-21,3026,22938145,22938.145,13.82,165890318
2025-03-24,3026,22963175,22963.175,13.84,165890318
2025-03-25,3026,22823175,22823.175,13.75,165890318
2025-03-26,3026,22978956,22978.956,13.85,165890318
2025-03-27,3026,22865956,22865.956,13.78,165890318
2025-03-28,3026,22755905,22755.905,13.71,165890318
2025-03-31,3026,22314905,22314.905,13.45,165890318
2025-04-01,3026,22219905,22219.905,13.39,165890318
2025-04-02,3026,22205539,22205.539,13.38,165890318
2025-04-07,3026,22265539,22265.539,13.42,165890318
2025-04-08,3026,21703539,21703.539,13.08,165890318
2025-04-09,3026,21302539,21302.539,12.84,165890318
2025-04-10,3026,21229484,21229.484,12.79,165890318
2025-04-11,3026,20954484,20954.484,12.63,165890318
2025-04-14,3026,20823484,20823.484,12.55,165890318
2025-04-15,3026,20954107,20954.107,12.63,165890318
2025-04-16,3026,20884766,20884.766,12.58,165890318
2025-04-17,3026,20857766,20857.766,12.57,165890318
2025-04-18,3026,20827766,20827.766,12.55,165890318
2025-04-21,3026,20767147,20767.147,12.51,165890318
2025-04-22,3026,20774766,20774.766,12.52,165890318
2025-04-23,3026,20801785,20801.785,12.53,165890318
2025-04-24,3026,20891766,20891.766,12.59,165890318
2025-04-25,3026,20902766,20902.766,12.6,165890318
2025-04-28,3026,20991923,20991.923,12.65,165890318
2025-04-29,3026,21057766,21057.766,12.69,165890318
2025-04-30,3026,20995056,20995.056,12.65,165890318
2025-05-02,3026,21053766,21053.766,12.69,165890318
2025-05-05,3026,20992766,20992.766,12.65,165890318
2025-05-06,3026,21028766,21028.766,12.67,165890318
2025-05-07,3026,21001766,21001.766,12.66,165890318
2025-05-08,3026,21019766,21019.766,12.67,165890318
2025-05-09,3026,21029782,21029.782,12.67,165890318
2025-05-12,3026,21078782,21078.782,12.7,165890318
2025-05-13,3026,21131782,21131.782,12.73,165890318
2025-05-14,3026,21169132,21169.132,12.76,165890318
2025-05-15,3026,21170132,21170.132,12.76,165890318
2025-05-16,3026,21188832,21188.832,12.77,165890318
2025-05-19,3026,20945198,20945.198,12.62,165890318
2025-05-20,3026,20943198,20943.198,12.62,165890318
2025-05-21,3026,20953698,20953.698,12.63,165890318
2025-05-22,3026,20941093,20941.093,12.62,165890318
2025-05-23,3026,20919093,20919.093,12.61,165890318
2025-05-26,3026,20971193,20971.193,12.64,165890318
2025-05-27,3026,20848193,20848.193,12.56,165890318
2025-05-28,3026,20756763,20756.763,12.51,165890318
2025-05-29,3026,20694009,20694.009,12.47,165890318
2025-06-02,3026,20558815,20558.815,12.39,165890318
2025-06-03,3026,20500815,20500.815,12.35,165890318
2025-06-04,3026,20544573,20544.573,12.38,165890318
2025-06-05,3026,20510578,20510.578,12.36,165890318
2025-06-06,3026,20423971,20423.971,12.31,165890318
2025-06-09,3026,20302632,20302.632,12.23,165890318
2025-06-10,3026,20226632,20226.632,12.19,165890318
2025-06-11,3026,20109632,20109.632,12.12,165890318
2025-06-12,3026,19843632,19843.632,11.96,165890318
2025-06-13,3026,19508632,19508.632,11.75,165890318
2025-06-16,3026,19475632,19475.632,11.74,165890318
2025-06-17,3026,19316632,19316.632,11.64,165890318
2025-06-18,3026,19267632,19267.632,11.61,165890318
2025-06-19,3026,18965632,18965.632,11.43,165890318
2025-06-20,3026,18298632,18298.632,11.03,165890318
2025-06-23,3026,18036632,18036.632,10.87,165890318
2025-06-24,3026,17835632,17835.632,10.75,165890318
2025-06-25,3026,17831602,17831.602,10.74,165890318
2025-06-26,3026,17849315,17849.315,10.75,165890318
2025-06-27,3026,17864715,17864.715,10.76,165890318
2025-06-30,3026,17865715,17865.715,10.76,165890318
2025-07-01,3026,17832511,17832.511,10.74,165890318
2025-07-02,3026,17788511,17788.511,10.72,165890318
2025-07-03,3026,17853688,17853.688,10.76,165890318
2025-07-04,3026,17790688,17790.688,10.72,165890318
2025-07-07,3026,17868688,17868.688,10.77,165890318
2025-07-08,3026,17867688,17867.688,10.77,165890318
2025-07-09,3026,17908688,17908.688,10.79,165890318
2025-07-10,3026,17929688,17929.688,10.8,165890318
2025-07-11,3026,17988183,17988.183,10.84,165890318
2025-07-14,3026,17963240,17963.24,10.82,165890318
2025-07-15,3026,17934240,17934.24,10.81,165890318
2025-07-16,3026,17965514,17965.514,10.82,165890318
2025-07-17,3026,18016484,18016.484,10.86,165890318
2025-07-18,3026,18019484,18019.484,10.86,165890318
2025-07-21,3026,18067363,18067.363,10.89,165890318
2025-07-22,3026,18009363,18009.363,10.85,165890318
2025-07-23,3026,18025363,18025.363,10.86,165890318
2025-07-24,3026,18038363,18038.363,10.87,165890318
2025-07-25,3026,18037363,18037.363,10.87,165890318
2025-07-28,3026,18104363,18104.363,10.91,165890318
2025-07-29,3026,18117363,18117.363,10.92,165890318
2025-07-30,3026,18126363,18126.363,10.92,165890318
2025-07-31,3026,18400363,18400.363,11.09,165890318
2025-08-01,3026,18342363,18342.363,11.05,165890318
2025-08-04,3026,18368375,18368.375,11.07,165890318
2025-08-05,3026,18496375,18496.375,11.14,165890318
2025-08-06,3026,18513375,18513.375,11.16,165890318
2025-08-07,3026,18530375,18530.375,11.17,165890318
2025-08-08,3026,18462375,18462.375,11.12,165890318
2025-08-11,3026,18413375,18413.375,11.09,165890318
2025-08-12,3026,18370375,18370.375,11.07,165890318
2025-08-13,3026,18338375,18338.375,11.05,165890318
2025-08-14,3026,18342375,18342.375,11.05,165890318
2025-08-15,3026,18336375,18336.375,11.05,165890318
2025-08-18,3026,18367375,18367.375,11.07,165890318
2025-08-19,3026,18402375,18402.375,11.09,165890318
2025-08-20,3026,18383375,18383.375,11.08,165890318
2025-08-21,3026,18411133,18411.133,11.09,165890318
2025-08-22,3026,18717133,18717.133,11.28,165890318
2025-08-25,3026,18794133,18794.133,11.32,165890318
2025-08-26,3026,18706106,18706.106,11.27,165890318
2025-08-27,3026,18833106,18833.106,11.35,165890318
2025-08-28,3026,18803819,18803.819,11.33,165890318
2025-08-29,3026,18884819,18884.819,11.38,165890318
2025-09-01,3026,18863819,18863.819,11.37,165890318
2025-09-02,3026,18842819,18842.819,11.35,165890318
2025-09-03,3026,18890335,18890.335,11.38,165890318
2025-09-04,3026,18879389,18879.389,11.38,165890318
2025-09-05,3026,18834389,18834.389,11.35,165890318
2025-09-08,3026,18749041,18749.041,11.3,165890318
2025-09-09,3026,18906041,18906.041,11.39,165890318
2025-09-10,3026,18976041,18976.041,11.43,165890318
2025-09-11,3026,19028041,19028.041,11.47,165890318
2025-09-12,3026,19446378,19446.378,11.72,165890318
2025-09-15,3026,19452378,19452.378,11.72,165890318
2025-09-16,3026,19562378,19562.378,11.79,165890318
2025-09-17,3026,19790028,19790.028,11.92,165890318
2025-09-18,3026,19997028,19997.028,12.05,165890318
2025-09-19,3026,20719938,20719.938,12.49,165890318
2025-09-22,3026,19238948,19238.948,11.59,165890318
2025-09-23,3026,19938926,19938.926,12.01,165890318
2025-09-24,3026,19407926,19407.926,11.69,165890318
2025-09-25,3026,19986936,19986.936,12.04,165890318
2025-09-26,3026,19956946,19956.946,12.03,165890318
2025-09-30,3026,19951900,19951.9,12.02,165890318
2025-10-01,3026,19473714,19473.714,11.73,165890318
2025-10-02,3026,20067714,20067.714,12.09,165890318
2025-10-03,3026,20317714,20317.714,12.24,165890318
2025-10-07,3026,20799014,20799.014,12.53,165890318
2025-10-08,3026,21895014,21895.014,13.19,165890318
2025-10-09,3026,22565114,22565.114,13.6,165890318
2025-10-13,3026,23633314,23633.314,14.24,165890318
2025-10-14,3026,25033514,25033.514,15.09,165890318
2025-10-15,3026,25461598,25461.598,15.34,165890318
2025-10-16,3026,26055198,26055.198,15.7,165890318
2025-10-17,3026,26486638,26486.638,15.96,165890318
2025-10-20,3026,25894588,25894.588,15.6,165890318
2025-10-21,3026,25114648,25114.648,15.13,165890318
2025-10-22,3026,26358648,26358.648,15.88,165890318
2025-10-23,3026,24152843,24152.843,14.55,165890318
2025-10-27,3026,24685843,24685.843,14.88,165890318
2025-10-28,3026,25711843,25711.843,15.49,165890318
2025-10-29,3026,25700843,25700.843,15.49,165890318
2025-10-30,3026,26538853,26538.853,15.99,165890318
2025-10-31,3026,26789813,26789.813,16.14,165890318
2025-11-03,3026,26863823,26863.823,16.19,165890318
2025-11-04,3026,27746823,27746.823,16.72,165890318
2025-11-05,3026,28038823,28038.823,16.9,165890318
2025-11-06,3026,28018833,28018.833,16.88,165890318
2025-11-07,3026,27728843,27728.843,16.71,165890318
2025-11-10,3026,28678843,28678.843,17.28,165890318
2025-11-11,3026,28941599,28941.599,17.44,165890318
2025-11-12,3026,28734599,28734.599,17.32,165890318
2025-11-13,3026,27209599,27209.599,16.4,165890318
2025-11-14,3026,27564599,27564.599,16.61,165890318
2025-11-17,3026,27232739,27232.739,16.41,165890318
2025-11-18,3026,27262749,27262.749,16.43,165890318
2025-11-19,3026,27100749,27100.749,16.33,165890318
2025-11-20,3026,27209749,27209.749,16.4,165890318
2025-11-21,3026,25183563,25183.563,15.18,165890318
2025-11-24,3026,24906563,24906.563,15.01,165890318
2025-11-25,3026,24914562,24914.562,15.01,165890318
2025-11-26,3026,25241562,25241.562,15.21,165890318
2025-11-27,3026,25418562,25418.562,15.32,165890318
2025-11-28,3026,24953562,24953.562,15.04,165890318
2025-12-01,3026,24796567,24796.567,14.94,165890318
2025-12-02,3026,24748567,24748.567,14.91,165890318
2025-12-03,3026,24967567,24967.567,15.05,165890318
2025-12-04,3026,24912223,24912.223,15.01,165890318
2025-12-05,3026,24746223,24746.223,14.91,165890318
2025-12-08,3026,24673073,24673.073,14.87,165890318
2025-12-09,3026,24532073,24532.073,14.78,165890318
2025-12-10,3026,24439073,24439.073,14.73,165890318
2025-12-11,3026,24106073,24106.073,14.53,165890318
2025-12-12,3026,24078123,24078.123,14.51,165890318
2025-12-15,3026,23865123,23865.123,14.38,165890318
2025-12-16,3026,23666133,23666.133,14.26,165890318
2025-12-17,3026,23631133,23631.133,14.24,165890318
2025-12-18,3026,23666133,23666.133,14.26,165890318
2025-12-19,3026,23678133,23678.133,14.27,165890318
2025-12-22,3026,24074328,24074.328,14.51,165890318
2025-12-23,3026,23963321,23963.321,14.44,165890318
2025-12-24,3026,23544321,23544.321,14.19,165890318
2025-12-26,3026,23615374,23615.374,14.23,165890318
2025-12-29,3026,23426474,23426.474,14.12,165890318
2025-12-30,3026,23480484,23480.484,14.15,165890318
2025-12-31,3026,23726484,23726.484,14.3,165890318
2026-01-02,3026,24740884,24740.884,14.91,165890318
2026-01-05,3026,24328884,24328.884,14.66,165890318
2026-01-06,3026,24318884,24318.884,14.65,165890318
2026-01-07,3026,24611518,24611.518,14.83,165890318
2026-01-08,3026,24600118,24600.118,14.82,165890318
2026-01-09,3026,24419118,24419.118,14.72,165890318
2026-01-12,3026,24725118,24725.118,14.9,165890318
2026-01-13,3026,25279118,25279.118,15.23,165890318
