date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-17,6949,387500,387.5,0.67,57698050
2024-06-18,6949,402500,402.5,0.69,57698050
2024-06-19,6949,451500,451.5,0.78,57698050
2024-06-20,6949,452500,452.5,0.78,57698050
2024-06-21,6949,454500,454.5,0.78,57698050
2024-06-24,6949,454500,454.5,0.78,57698050
2024-06-25,6949,464500,464.5,0.8,57698050
2024-06-26,6949,473500,473.5,0.82,57698050
2024-06-27,6949,457500,457.5,0.79,57698050
2024-06-28,6949,458500,458.5,0.79,57698050
2024-07-01,6949,455500,455.5,0.78,57698050
2024-07-02,6949,453500,453.5,0.78,57698050
2024-07-03,6949,457500,457.5,0.79,57698050
2024-07-04,6949,458500,458.5,0.79,57698050
2024-07-05,6949,456500,456.5,0.79,57698050
2024-07-08,6949,464500,464.5,0.8,57698050
2024-07-09,6949,461500,461.5,0.79,57698050
2024-07-10,6949,456500,456.5,0.79,57698050
2024-07-11,6949,456500,456.5,0.79,57698050
2024-07-12,6949,451500,451.5,0.78,57698050
2024-07-15,6949,449500,449.5,0.77,57698050
2024-07-16,6949,446500,446.5,0.77,57698050
2024-07-17,6949,436500,436.5,0.75,57698050
2024-07-18,6949,438500,438.5,0.75,57698050
2024-07-19,6949,433500,433.5,0.75,57698050
2024-07-22,6949,430500,430.5,0.74,57698050
2024-07-23,6949,428500,428.5,0.74,57698050
2024-07-26,6949,427500,427.5,0.74,57698050
2024-07-29,6949,427500,427.5,0.74,57698050
2024-07-30,6949,425500,425.5,0.73,57698050
2024-07-31,6949,425500,425.5,0.73,57698050
2024-08-01,6949,435500,435.5,0.75,57698050
2024-08-02,6949,436500,436.5,0.75,57698050
2024-08-05,6949,437500,437.5,0.75,57698050
2024-08-06,6949,436500,436.5,0.75,57698050
2024-08-07,6949,429500,429.5,0.74,57698050
2024-08-08,6949,429500,429.5,0.74,57698050
2024-08-09,6949,445500,445.5,0.77,57698050
2024-08-12,6949,446500,446.5,0.77,57698050
2024-08-13,6949,445500,445.5,0.77,57698050
2024-08-14,6949,445500,445.5,0.77,57698050
2024-08-15,6949,441500,441.5,0.76,57698050
2024-08-16,6949,442500,442.5,0.76,57698050
2024-08-19,6949,441500,441.5,0.76,57698050
2024-08-20,6949,439500,439.5,0.76,57698050
2024-08-21,6949,440500,440.5,0.76,57698050
2024-08-22,6949,433500,433.5,0.75,57698050
2024-08-23,6949,437500,437.5,0.75,57698050
2024-08-26,6949,453500,453.5,0.78,57698050
2024-08-27,6949,452500,452.5,0.78,57698050
2024-08-28,6949,450500,450.5,0.78,57698050
2024-08-29,6949,450500,450.5,0.78,57698050
2024-08-30,6949,450500,450.5,0.78,57698050
2024-09-02,6949,449500,449.5,0.77,57698050
2024-09-03,6949,449500,449.5,0.77,57698050
2024-09-04,6949,439500,439.5,0.76,57698050
2024-09-05,6949,438500,438.5,0.75,57698050
2024-09-06,6949,437500,437.5,0.75,57698050
2024-09-09,6949,429500,429.5,0.74,57698050
2024-09-10,6949,427500,427.5,0.74,57698050
2024-09-11,6949,423500,423.5,0.73,57698050
2024-09-12,6949,434500,434.5,0.75,57698050
2024-09-13,6949,432500,432.5,0.74,57698050
2024-09-16,6949,434500,434.5,0.75,57698050
2024-09-18,6949,435500,435.5,0.75,57698050
2024-09-19,6949,441500,441.5,0.76,57698050
2024-09-20,6949,448500,448.5,0.77,57698050
2024-09-23,6949,448500,448.5,0.77,57698050
2024-09-24,6949,446500,446.5,0.77,57698050
2024-09-25,6949,444500,444.5,0.77,57698050
2024-09-26,6949,432500,432.5,0.74,57698050
2024-09-27,6949,438500,438.5,0.75,57698050
2024-09-30,6949,442500,442.5,0.76,57698050
2024-10-01,6949,445500,445.5,0.77,57698050
2024-10-04,6949,445500,445.5,0.77,57698050
2024-10-07,6949,449500,449.5,0.77,57698050
2024-10-08,6949,457500,457.5,0.79,57698050
2024-10-09,6949,475500,475.5,0.82,57698050
2024-10-11,6949,473500,473.5,0.82,57698050
2024-10-14,6949,473500,473.5,0.82,57698050
2024-10-15,6949,474500,474.5,0.82,57698050
2024-10-16,6949,471500,471.5,0.81,57698050
2024-10-17,6949,468500,468.5,0.81,57698050
2024-10-18,6949,468500,468.5,0.81,57698050
2024-10-21,6949,459500,459.5,0.79,57698050
2024-10-22,6949,456500,456.5,0.79,57698050
2024-10-23,6949,456500,456.5,0.79,57698050
2024-10-24,6949,453500,453.5,0.78,57698050
2024-10-25,6949,453500,453.5,0.78,57698050
2024-10-28,6949,454500,454.5,0.78,57698050
2024-10-29,6949,454500,454.5,0.78,57698050
2024-10-30,6949,454500,454.5,0.78,57698050
2024-11-01,6949,457500,457.5,0.79,57698050
2024-11-04,6949,457500,457.5,0.79,57698050
2024-11-05,6949,457500,457.5,0.79,57698050
2024-11-06,6949,457500,457.5,0.79,57698050
2024-11-07,6949,456500,456.5,0.79,57698050
2024-11-08,6949,456500,456.5,0.79,57698050
2024-11-11,6949,456500,456.5,0.79,57698050
2024-11-12,6949,454500,454.5,0.78,57698050
2024-11-13,6949,449500,449.5,0.77,57698050
2024-11-14,6949,448500,448.5,0.77,57698050
2024-11-15,6949,448500,448.5,0.77,57698050
2024-11-18,6949,448500,448.5,0.77,57698050
2024-11-19,6949,448500,448.5,0.77,57698050
2024-11-20,6949,449500,449.5,0.77,57698050
