date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-17,1709,12944069,12944.069,2.71,477016272
2024-06-18,1709,12840069,12840.069,2.69,477016272
2024-06-19,1709,12901069,12901.069,2.7,477016272
2024-06-20,1709,13258069,13258.069,2.77,477016272
2024-06-21,1709,13909069,13909.069,2.91,477016272
2024-06-24,1709,13608069,13608.069,2.85,477016272
2024-06-25,1709,13620069,13620.069,2.85,477016272
2024-06-26,1709,13561069,13561.069,2.84,477016272
2024-06-27,1709,11723069,11723.069,2.45,477016272
2024-06-28,1709,11748069,11748.069,2.46,477016272
2024-07-01,1709,11978069,11978.069,2.51,477016272
2024-07-02,1709,11484169,11484.169,2.4,477016272
2024-07-03,1709,11890169,11890.169,2.49,477016272
2024-07-04,1709,12566169,12566.169,2.63,477016272
2024-07-05,1709,13736169,13736.169,2.87,477016272
2024-07-08,1709,13675169,13675.169,2.86,477016272
2024-07-09,1709,14276069,14276.069,2.99,477016272
2024-07-10,1709,14351069,14351.069,3.0,477016272
2024-07-11,1709,14057069,14057.069,2.94,477016272
2024-07-12,1709,14180069,14180.069,2.97,477016272
2024-07-15,1709,14206069,14206.069,2.97,477016272
2024-07-16,1709,13437069,13437.069,2.81,477016272
2024-07-17,1709,14937072,14937.072,3.13,477016272
2024-07-18,1709,12246072,12246.072,2.56,477016272
2024-07-19,1709,10855072,10855.072,2.27,477016272
2024-07-22,1709,11069072,11069.072,2.32,477016272
2024-07-23,1709,11908072,11908.072,2.49,477016272
2024-07-26,1709,12040072,12040.072,2.52,477016272
2024-07-29,1709,12313072,12313.072,2.58,477016272
2024-07-30,1709,12087072,12087.072,2.53,477016272
2024-07-31,1709,10791072,10791.072,2.26,477016272
2024-08-01,1709,11324072,11324.072,2.37,477016272
2024-08-02,1709,11385072,11385.072,2.38,477016272
2024-08-05,1709,12943072,12943.072,2.71,477016272
2024-08-06,1709,12919072,12919.072,2.7,477016272
2024-08-07,1709,13327072,13327.072,2.79,477016272
2024-08-08,1709,13473072,13473.072,2.82,477016272
2024-08-09,1709,12428072,12428.072,2.6,477016272
2024-08-12,1709,12747072,12747.072,2.67,477016272
2024-08-13,1709,12576072,12576.072,2.63,477016272
2024-08-14,1709,12667072,12667.072,2.65,477016272
2024-08-15,1709,12648072,12648.072,2.65,477016272
2024-08-16,1709,12248072,12248.072,2.56,477016272
2024-08-19,1709,12340072,12340.072,2.58,477016272
2024-08-20,1709,12582072,12582.072,2.63,477016272
2024-08-21,1709,13263503,13263.503,2.78,477016272
2024-08-22,1709,12600503,12600.503,2.64,477016272
2024-08-23,1709,12915403,12915.403,2.7,477016272
2024-08-26,1709,13483403,13483.403,2.82,477016272
2024-08-27,1709,12870403,12870.403,2.69,477016272
2024-08-28,1709,13026403,13026.403,2.73,477016272
2024-08-29,1709,13098403,13098.403,2.74,477016272
2024-08-30,1709,13285403,13285.403,2.78,477016272
2024-09-02,1709,13321403,13321.403,2.79,477016272
2024-09-03,1709,13292403,13292.403,2.78,477016272
2024-09-04,1709,13056403,13056.403,2.73,477016272
2024-09-05,1709,13267403,13267.403,2.78,477016272
2024-09-06,1709,13399403,13399.403,2.8,477016272
2024-09-09,1709,13373403,13373.403,2.8,477016272
2024-09-10,1709,13349403,13349.403,2.79,477016272
2024-09-11,1709,15115403,15115.403,3.16,477016272
2024-09-12,1709,14798403,14798.403,3.1,477016272
2024-09-13,1709,14770403,14770.403,3.09,477016272
2024-09-16,1709,15516403,15516.403,3.25,477016272
2024-09-18,1709,15614403,15614.403,3.27,477016272
2024-09-19,1709,15473403,15473.403,3.24,477016272
2024-09-20,1709,15856403,15856.403,3.32,477016272
2024-09-23,1709,15823403,15823.403,3.31,477016272
2024-09-24,1709,16579372,16579.372,3.47,477016272
2024-09-25,1709,17151372,17151.372,3.59,477016272
2024-09-26,1709,17133372,17133.372,3.59,477016272
2024-09-27,1709,18572372,18572.372,3.89,477016272
2024-09-30,1709,18087372,18087.372,3.79,477016272
2024-10-01,1709,18108372,18108.372,3.79,477016272
2024-10-04,1709,17894372,17894.372,3.75,477016272
2024-10-07,1709,17540372,17540.372,3.67,477016272
2024-10-08,1709,17835372,17835.372,3.73,477016272
2024-10-09,1709,17482372,17482.372,3.66,477016272
2024-10-11,1709,17335372,17335.372,3.63,477016272
2024-10-14,1709,17360469,17360.469,3.63,477016272
2024-10-15,1709,17062469,17062.469,3.57,477016272
2024-10-16,1709,16987706,16987.706,3.56,477016272
2024-10-17,1709,17118706,17118.706,3.58,477016272
2024-10-18,1709,17043390,17043.39,3.57,477016272
2024-10-21,1709,16855074,16855.074,3.53,477016272
2024-10-22,1709,16968758,16968.758,3.55,477016272
2024-10-23,1709,16719758,16719.758,3.5,477016272
2024-10-24,1709,16552442,16552.442,3.46,477016272
2024-10-25,1709,16694442,16694.442,3.49,477016272
2024-10-28,1709,16810126,16810.126,3.52,477016272
2024-10-29,1709,16545126,16545.126,3.46,477016272
2024-10-30,1709,16443812,16443.812,3.44,477016272
2024-11-01,1709,16595812,16595.812,3.47,477016272
2024-11-04,1709,16636812,16636.812,3.48,477016272
2024-11-05,1709,16708812,16708.812,3.5,477016272
2024-11-06,1709,16587812,16587.812,3.47,477016272
2024-11-07,1709,16830812,16830.812,3.52,477016272
2024-11-08,1709,16645475,16645.475,3.48,477016272
2024-11-11,1709,16114475,16114.475,3.37,477016272
2024-11-12,1709,16235475,16235.475,3.4,477016272
2024-11-13,1709,16282475,16282.475,3.41,477016272
2024-11-14,1709,16399475,16399.475,3.43,477016272
2024-11-15,1709,16919475,16919.475,3.54,477016272
2024-11-18,1709,16966475,16966.475,3.55,477016272
2024-11-19,1709,16922475,16922.475,3.54,477016272
2024-11-20,1709,16868475,16868.475,3.53,477016272
2024-11-21,1709,16863475,16863.475,3.53,477016272
2024-11-22,1709,16883475,16883.475,3.53,477016272
2024-11-25,1709,17001339,17001.339,3.56,477016272
2024-11-26,1709,17143339,17143.339,3.59,477016272
2024-11-27,1709,16917339,16917.339,3.54,477016272
2024-11-28,1709,16512339,16512.339,3.46,477016272
2024-11-29,1709,16559339,16559.339,3.47,477016272
2024-12-02,1709,16470339,16470.339,3.45,477016272
2024-12-03,1709,16461339,16461.339,3.45,477016272
2024-12-04,1709,16545339,16545.339,3.46,477016272
2024-12-05,1709,16549339,16549.339,3.46,477016272
2024-12-06,1709,16572339,16572.339,3.47,477016272
2024-12-09,1709,16516339,16516.339,3.46,477016272
2024-12-10,1709,16477339,16477.339,3.45,477016272
2024-12-11,1709,16494339,16494.339,3.45,477016272
2024-12-12,1709,16465339,16465.339,3.45,477016272
2024-12-13,1709,15843341,15843.341,3.32,477016272
2024-12-16,1709,15822341,15822.341,3.31,477016272
2024-12-17,1709,15753343,15753.343,3.3,477016272
2024-12-18,1709,15763343,15763.343,3.3,477016272
2024-12-19,1709,15718343,15718.343,3.29,477016272
2024-12-20,1709,15585819,15585.819,3.26,477016272
2024-12-23,1709,15668819,15668.819,3.28,477016272
2024-12-24,1709,15885819,15885.819,3.33,477016272
2024-12-25,1709,15890819,15890.819,3.33,477016272
2024-12-26,1709,15897819,15897.819,3.33,477016272
2024-12-27,1709,15834819,15834.819,3.31,477016272
2024-12-30,1709,15702819,15702.819,3.29,477016272
2024-12-31,1709,15625819,15625.819,3.27,477016272
2025-01-02,1709,15684819,15684.819,3.28,477016272
2025-01-03,1709,15602817,15602.817,3.27,477016272
2025-01-06,1709,15683692,15683.692,3.28,477016272
2025-01-07,1709,15533692,15533.692,3.25,477016272
2025-01-08,1709,15558692,15558.692,3.26,477016272
2025-01-09,1709,15392692,15392.692,3.22,477016272
2025-01-10,1709,15513713,15513.713,3.25,477016272
2025-01-13,1709,15579713,15579.713,3.26,477016272
2025-01-14,1709,15637713,15637.713,3.27,477016272
2025-01-15,1709,15727713,15727.713,3.29,477016272
2025-01-16,1709,15705713,15705.713,3.29,477016272
2025-01-17,1709,15796713,15796.713,3.31,477016272
2025-01-20,1709,15779713,15779.713,3.3,477016272
2025-01-21,1709,15571708,15571.708,3.26,477016272
2025-01-22,1709,15558708,15558.708,3.26,477016272
2025-01-23,1709,15558708,15558.708,3.26,477016272
2025-01-24,1709,15558708,15558.708,3.26,477016272
2025-02-03,1709,15411708,15411.708,3.23,477016272
2025-02-04,1709,15385708,15385.708,3.22,477016272
2025-02-05,1709,15351708,15351.708,3.21,477016272
2025-02-06,1709,15394708,15394.708,3.22,477016272
2025-02-07,1709,15370708,15370.708,3.22,477016272
2025-02-10,1709,15381708,15381.708,3.22,477016272
2025-02-11,1709,15128708,15128.708,3.17,477016272
2025-02-12,1709,15230708,15230.708,3.19,477016272
2025-02-13,1709,15340708,15340.708,3.21,477016272
2025-02-14,1709,15273708,15273.708,3.2,477016272
2025-02-17,1709,15411708,15411.708,3.23,477016272
2025-02-18,1709,15221708,15221.708,3.19,477016272
2025-02-19,1709,15321708,15321.708,3.21,477016272
2025-02-20,1709,15280708,15280.708,3.2,477016272
2025-02-21,1709,15195708,15195.708,3.18,477016272
2025-02-24,1709,15193708,15193.708,3.18,477016272
2025-02-25,1709,15142708,15142.708,3.17,477016272
2025-02-26,1709,15141708,15141.708,3.17,477016272
2025-02-27,1709,15303708,15303.708,3.2,477016272
2025-03-03,1709,15347709,15347.709,3.21,477016272
2025-03-04,1709,15482709,15482.709,3.24,477016272
2025-03-05,1709,15476709,15476.709,3.24,477016272
2025-03-06,1709,15499709,15499.709,3.24,477016272
2025-03-07,1709,15483709,15483.709,3.24,477016272
