date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-17,6222,49093,49.093,0.12,40588878
2024-06-18,6222,50093,50.093,0.12,40588878
2024-06-19,6222,48093,48.093,0.11,40588878
2024-06-20,6222,56093,56.093,0.13,40588878
2024-06-21,6222,58093,58.093,0.14,40588878
2024-06-24,6222,69093,69.093,0.17,40588878
2024-06-25,6222,67093,67.093,0.16,40588878
2024-06-26,6222,62093,62.093,0.15,40588878
2024-06-27,6222,63093,63.093,0.15,40588878
2024-06-28,6222,65093,65.093,0.16,40588878
2024-07-01,6222,77093,77.093,0.18,40588878
2024-07-02,6222,77093,77.093,0.18,40588878
2024-07-03,6222,78093,78.093,0.19,40588878
2024-07-04,6222,78093,78.093,0.19,40588878
2024-07-05,6222,78093,78.093,0.19,40588878
2024-07-08,6222,68093,68.093,0.16,40588878
2024-07-09,6222,70093,70.093,0.17,40588878
2024-07-10,6222,70093,70.093,0.17,40588878
2024-07-11,6222,69093,69.093,0.17,40588878
2024-07-12,6222,66093,66.093,0.16,40588878
2024-07-15,6222,62093,62.093,0.15,40588878
2024-07-16,6222,62093,62.093,0.15,40588878
2024-07-17,6222,64093,64.093,0.15,40588878
2024-07-18,6222,70093,70.093,0.17,40588878
2024-07-19,6222,70093,70.093,0.17,40588878
2024-07-22,6222,63093,63.093,0.15,40588878
2024-07-23,6222,68093,68.093,0.16,40588878
2024-07-26,6222,55093,55.093,0.13,40588878
2024-07-29,6222,57093,57.093,0.14,40588878
2024-07-30,6222,45093,45.093,0.11,40588878
2024-07-31,6222,51093,51.093,0.12,40588878
2024-08-01,6222,46093,46.093,0.11,40588878
2024-08-02,6222,47093,47.093,0.11,40588878
2024-08-05,6222,49093,49.093,0.12,40588878
2024-08-06,6222,56093,56.093,0.13,40588878
2024-08-07,6222,57093,57.093,0.14,40588878
2024-08-08,6222,57093,57.093,0.14,40588878
2024-08-09,6222,62093,62.093,0.15,40588878
2024-08-12,6222,73093,73.093,0.18,40588878
2024-08-13,6222,74093,74.093,0.18,40588878
2024-08-14,6222,76093,76.093,0.18,40588878
2024-08-15,6222,75093,75.093,0.18,40588878
2024-08-16,6222,74093,74.093,0.18,40588878
2024-08-19,6222,74093,74.093,0.18,40588878
2024-08-20,6222,70093,70.093,0.17,40588878
2024-08-21,6222,71093,71.093,0.17,40588878
2024-08-22,6222,71093,71.093,0.17,40588878
2024-08-23,6222,80093,80.093,0.19,40588878
2024-08-26,6222,79093,79.093,0.19,40588878
2024-08-27,6222,79093,79.093,0.19,40588878
2024-08-28,6222,79093,79.093,0.19,40588878
2024-08-29,6222,79093,79.093,0.19,40588878
2024-08-30,6222,78093,78.093,0.19,40588878
2024-09-02,6222,74093,74.093,0.18,40588878
2024-09-03,6222,72093,72.093,0.17,40588878
2024-09-04,6222,71093,71.093,0.17,40588878
2024-09-05,6222,71093,71.093,0.17,40588878
2024-09-06,6222,71093,71.093,0.17,40588878
2024-09-09,6222,71093,71.093,0.17,40588878
2024-09-10,6222,70093,70.093,0.17,40588878
2024-09-11,6222,70093,70.093,0.17,40588878
2024-09-12,6222,65093,65.093,0.16,40588878
2024-09-13,6222,66093,66.093,0.16,40588878
2024-09-16,6222,75093,75.093,0.18,40588878
2024-09-18,6222,74093,74.093,0.18,40588878
2024-09-19,6222,75093,75.093,0.18,40588878
2024-09-20,6222,71093,71.093,0.17,40588878
2024-09-23,6222,65093,65.093,0.16,40588878
2024-09-24,6222,65093,65.093,0.16,40588878
2024-09-25,6222,67093,67.093,0.16,40588878
2024-09-26,6222,67093,67.093,0.16,40588878
2024-09-27,6222,67093,67.093,0.16,40588878
2024-09-30,6222,66093,66.093,0.16,40588878
2024-10-01,6222,66093,66.093,0.16,40588878
2024-10-04,6222,66093,66.093,0.16,40588878
2024-10-07,6222,66093,66.093,0.16,40588878
2024-10-08,6222,66093,66.093,0.16,40588878
2024-10-09,6222,66093,66.093,0.16,40588878
2024-10-11,6222,66093,66.093,0.16,40588878
2024-10-14,6222,67093,67.093,0.16,40588878
2024-10-15,6222,67093,67.093,0.16,40588878
2024-10-16,6222,67093,67.093,0.16,40588878
2024-10-17,6222,66093,66.093,0.16,40588878
2024-10-18,6222,60093,60.093,0.14,40588878
2024-10-21,6222,57093,57.093,0.14,40588878
2024-10-22,6222,52093,52.093,0.12,40588878
2024-10-23,6222,51093,51.093,0.12,40588878
2024-10-24,6222,51093,51.093,0.12,40588878
2024-10-25,6222,49093,49.093,0.12,40588878
2024-10-28,6222,47093,47.093,0.11,40588878
2024-10-29,6222,46093,46.093,0.11,40588878
2024-10-30,6222,46093,46.093,0.11,40588878
2024-11-01,6222,43093,43.093,0.1,40588878
2024-11-04,6222,41093,41.093,0.1,40588878
2024-11-05,6222,40093,40.093,0.09,40588878
2024-11-06,6222,39093,39.093,0.09,40588878
2024-11-07,6222,36093,36.093,0.08,40588878
2024-11-08,6222,34093,34.093,0.08,40588878
2024-11-11,6222,34093,34.093,0.08,40588878
2024-11-12,6222,34093,34.093,0.08,40588878
2024-11-13,6222,34093,34.093,0.08,40588878
2024-11-14,6222,33093,33.093,0.08,40588878
2024-11-15,6222,33093,33.093,0.08,40588878
2024-11-18,6222,33093,33.093,0.08,40588878
2024-11-19,6222,33093,33.093,0.08,40588878
2024-11-20,6222,29093,29.093,0.07,40588878
2024-11-21,6222,29093,29.093,0.07,40588878
2024-11-22,6222,29093,29.093,0.07,40588878
2024-11-25,6222,28093,28.093,0.06,40588878
2024-11-26,6222,28093,28.093,0.06,40588878
2024-11-27,6222,28093,28.093,0.06,40588878
2024-11-28,6222,29093,29.093,0.07,40588878
2024-11-29,6222,29093,29.093,0.07,40588878
2024-12-02,6222,30093,30.093,0.07,40588878
2024-12-03,6222,29093,29.093,0.07,40588878
2024-12-04,6222,29093,29.093,0.07,40588878
2024-12-05,6222,26093,26.093,0.06,40588878
2024-12-06,6222,26093,26.093,0.06,40588878
2024-12-09,6222,25093,25.093,0.06,40588878
2024-12-10,6222,25093,25.093,0.06,40588878
2024-12-11,6222,25093,25.093,0.06,40588878
2024-12-12,6222,25093,25.093,0.06,40588878
2024-12-13,6222,25093,25.093,0.06,40588878
2024-12-16,6222,25093,25.093,0.06,40588878
2024-12-17,6222,25093,25.093,0.06,40588878
2024-12-18,6222,25093,25.093,0.06,40588878
2024-12-19,6222,27093,27.093,0.06,40588878
