date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-20,3265,6541952,6541.952,4.8,136261659
2024-05-21,3265,6639952,6639.952,4.87,136261659
2024-05-22,3265,6739920,6739.92,4.94,136261659
2024-05-23,3265,6372920,6372.92,4.67,136261659
2024-05-24,3265,6418920,6418.92,4.71,136261659
2024-05-27,3265,6769920,6769.92,4.96,136261659
2024-05-28,3265,6810920,6810.92,4.99,136261659
2024-05-29,3265,7917920,7917.92,5.81,136261659
2024-05-30,3265,6476970,6476.97,4.75,136261659
2024-05-31,3265,5488970,5488.97,4.02,136261659
2024-06-03,3265,5122970,5122.97,3.75,136261659
2024-06-04,3265,5016583,5016.583,3.68,136261659
2024-06-05,3265,4945583,4945.583,3.62,136261659
2024-06-06,3265,5086583,5086.583,3.73,136261659
2024-06-07,3265,5051583,5051.583,3.7,136261659
2024-06-11,3265,5060583,5060.583,3.71,136261659
2024-06-12,3265,5082583,5082.583,3.73,136261659
2024-06-13,3265,5414583,5414.583,3.97,136261659
2024-06-14,3265,5184583,5184.583,3.8,136261659
2024-06-17,3265,5211583,5211.583,3.82,136261659
2024-06-18,3265,5187583,5187.583,3.8,136261659
2024-06-19,3265,5448787,5448.787,3.99,136261659
2024-06-20,3265,7239787,7239.787,5.31,136261659
2024-06-21,3265,9336787,9336.787,6.85,136261659
2024-06-24,3265,8506787,8506.787,6.24,136261659
2024-06-25,3265,8606787,8606.787,6.31,136261659
2024-06-26,3265,8469787,8469.787,6.21,136261659
2024-06-27,3265,8085787,8085.787,5.93,136261659
2024-06-28,3265,7462787,7462.787,5.47,136261659
2024-07-01,3265,7042787,7042.787,5.16,136261659
2024-07-02,3265,7067787,7067.787,5.18,136261659
2024-07-03,3265,7429787,7429.787,5.45,136261659
2024-07-04,3265,7602787,7602.787,5.57,136261659
2024-07-05,3265,6362817,6362.817,4.66,136261659
2024-07-08,3265,6206817,6206.817,4.55,136261659
2024-07-09,3265,6174817,6174.817,4.53,136261659
2024-07-10,3265,6328817,6328.817,4.64,136261659
