date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-04-18,2402,18445043,18445.043,5.99,307536533
2024-04-19,2402,19049043,19049.043,6.19,307536533
2024-04-22,2402,18442043,18442.043,5.99,307536533
2024-04-23,2402,18289043,18289.043,5.94,307536533
2024-04-24,2402,18289043,18289.043,5.94,307536533
2024-04-25,2402,18191093,18191.093,5.91,307536533
2024-04-26,2402,17712893,17712.893,5.75,307536533
2024-04-29,2402,17502393,17502.393,5.69,307536533
2024-04-30,2402,17979393,17979.393,5.84,307536533
2024-05-02,2402,18133393,18133.393,5.89,307536533
2024-05-03,2402,18298393,18298.393,5.94,307536533
2024-05-06,2402,18518393,18518.393,6.02,307536533
2024-05-07,2402,19148393,19148.393,6.22,307536533
2024-05-08,2402,21638393,21638.393,7.03,307536533
2024-05-09,2402,21542393,21542.393,7.0,307536533
2024-05-10,2402,20802393,20802.393,6.76,307536533
2024-05-13,2402,20751393,20751.393,6.74,307536533
2024-05-14,2402,20900493,20900.493,6.79,307536533
2024-05-15,2402,20587493,20587.493,6.69,307536533
2024-05-16,2402,20970493,20970.493,6.81,307536533
2024-05-17,2402,21499493,21499.493,6.99,307536533
2024-05-20,2402,22633493,22633.493,7.35,307536533
2024-05-21,2402,23650493,23650.493,7.69,307536533
2024-05-22,2402,23477493,23477.493,7.63,307536533
2024-05-23,2402,23250493,23250.493,7.56,307536533
2024-05-24,2402,23114993,23114.993,7.51,307536533
2024-05-27,2402,25035933,25035.933,8.14,307536533
2024-05-28,2402,27144933,27144.933,8.82,307536533
2024-05-29,2402,27703933,27703.933,9.0,307536533
2024-05-30,2402,26583933,26583.933,8.64,307536533
2024-05-31,2402,26269933,26269.933,8.54,307536533
2024-06-03,2402,26636933,26636.933,8.66,307536533
2024-06-04,2402,25940033,25940.033,8.43,307536533
2024-06-05,2402,25688033,25688.033,8.35,307536533
2024-06-06,2402,25511033,25511.033,8.29,307536533
2024-06-07,2402,26182033,26182.033,8.51,307536533
2024-06-11,2402,26142185,26142.185,8.5,307536533
2024-06-12,2402,25707185,25707.185,8.35,307536533
2024-06-13,2402,25661185,25661.185,8.34,307536533
2024-06-14,2402,26183185,26183.185,8.51,307536533
2024-06-17,2402,27951185,27951.185,9.08,307536533
2024-06-18,2402,26619185,26619.185,8.65,307536533
2024-06-19,2402,25237185,25237.185,8.2,307536533
2024-06-20,2402,27463185,27463.185,8.93,307536533
2024-06-21,2402,26987185,26987.185,8.77,307536533
2024-06-24,2402,26084185,26084.185,8.48,307536533
2024-06-25,2402,27420185,27420.185,8.91,307536533
2024-06-26,2402,28136241,28136.241,9.14,307536533
