date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-03,3591,6404643,6404.643,4.45,143609435
2024-06-04,3591,6466643,6466.643,4.5,143609435
2024-06-05,3591,6625643,6625.643,4.61,143609435
2024-06-06,3591,6999643,6999.643,4.87,143609435
2024-06-07,3591,7407643,7407.643,5.15,143609435
2024-06-11,3591,7481643,7481.643,5.2,143609435
2024-06-12,3591,7783643,7783.643,5.42,143609435
2024-06-13,3591,8188643,8188.643,5.7,143609435
2024-06-14,3591,9811643,9811.643,6.83,143609435
2024-06-17,3591,9725643,9725.643,6.77,143609435
2024-06-18,3591,10091540,10091.54,7.02,143609435
2024-06-19,3591,9610040,9610.04,6.69,143609435
2024-06-20,3591,9954040,9954.04,6.93,143609435
2024-06-21,3591,10166040,10166.04,7.07,143609435
2024-06-24,3591,10086040,10086.04,7.02,143609435
2024-06-25,3591,10465040,10465.04,7.28,143609435
2024-06-26,3591,10529040,10529.04,7.33,143609435
2024-06-27,3591,10492040,10492.04,7.3,143609435
2024-06-28,3591,10343040,10343.04,7.2,143609435
2024-07-01,3591,10246040,10246.04,7.13,143609435
2024-07-02,3591,9971040,9971.04,6.94,143609435
2024-07-03,3591,8580040,8580.04,5.97,143609435
2024-07-04,3591,9272040,9272.04,6.45,143609435
2024-07-05,3591,9177382,9177.382,6.39,143609435
2024-07-08,3591,9282415,9282.415,6.46,143609435
2024-07-09,3591,9482415,9482.415,6.6,143609435
2024-07-10,3591,9499415,9499.415,6.61,143609435
2024-07-11,3591,9900415,9900.415,6.89,143609435
2024-07-12,3591,10058415,10058.415,7.0,143609435
2024-07-15,3591,10017415,10017.415,6.97,143609435
2024-07-16,3591,10593415,10593.415,7.37,143609435
2024-07-17,3591,10097415,10097.415,7.03,143609435
2024-07-18,3591,10062915,10062.915,7.0,143609435
2024-07-19,3591,9885915,9885.915,6.88,143609435
2024-07-22,3591,10055915,10055.915,7.0,143609435
2024-07-23,3591,10142915,10142.915,7.06,143609435
2024-07-26,3591,10047915,10047.915,6.99,143609435
2024-07-29,3591,9931915,9931.915,6.91,143609435
2024-07-30,3591,9910915,9910.915,6.9,143609435
2024-07-31,3591,9781915,9781.915,6.81,143609435
2024-08-01,3591,9782915,9782.915,6.81,143609435
2024-08-02,3591,9785915,9785.915,6.81,143609435
2024-08-05,3591,9557915,9557.915,6.65,143609435
2024-08-06,3591,9579915,9579.915,6.67,143609435
2024-08-07,3591,9320915,9320.915,6.49,143609435
2024-08-08,3591,9216915,9216.915,6.41,143609435
2024-08-09,3591,9175915,9175.915,6.38,143609435
2024-08-12,3591,9228915,9228.915,6.42,143609435
2024-08-13,3591,9169915,9169.915,6.38,143609435
2024-08-14,3591,9150915,9150.915,6.37,143609435
2024-08-15,3591,9199915,9199.915,6.4,143609435
2024-08-16,3591,9107915,9107.915,6.34,143609435
2024-08-19,3591,8966915,8966.915,6.24,143609435
2024-08-20,3591,9030915,9030.915,6.28,143609435
2024-08-21,3591,8951915,8951.915,6.23,143609435
2024-08-22,3591,9341915,9341.915,6.5,143609435
2024-08-23,3591,9341915,9341.915,6.5,143609435
2024-08-26,3591,9301915,9301.915,6.47,143609435
2024-08-27,3591,9297915,9297.915,6.47,143609435
2024-08-28,3591,8986915,8986.915,6.25,143609435
2024-08-29,3591,8818915,8818.915,6.14,143609435
2024-08-30,3591,8799915,8799.915,6.12,143609435
2024-09-02,3591,8891915,8891.915,6.19,143609435
2024-09-03,3591,8809915,8809.915,6.13,143609435
2024-09-04,3591,8461916,8461.916,5.89,143609435
2024-09-05,3591,8446916,8446.916,5.88,143609435
2024-09-06,3591,8317916,8317.916,5.79,143609435
2024-09-09,3591,8366916,8366.916,5.82,143609435
2024-09-10,3591,8308916,8308.916,5.78,143609435
2024-09-11,3591,8271916,8271.916,5.76,143609435
2024-09-12,3591,8216916,8216.916,5.72,143609435
2024-09-13,3591,8198916,8198.916,5.7,143609435
2024-09-16,3591,8188916,8188.916,5.7,143609435
2024-09-18,3591,8039916,8039.916,5.59,143609435
2024-09-19,3591,8057916,8057.916,5.61,143609435
2024-09-20,3591,7962916,7962.916,5.54,143609435
2024-09-23,3591,8010916,8010.916,5.57,143609435
2024-09-24,3591,7903916,7903.916,5.5,143609435
2024-09-25,3591,8077916,8077.916,5.62,143609435
2024-09-26,3591,7938916,7938.916,5.52,143609435
2024-09-27,3591,7971916,7971.916,5.55,143609435
2024-09-30,3591,7909916,7909.916,5.5,143609435
2024-10-01,3591,7568916,7568.916,5.27,143609435
2024-10-04,3591,7592606,7592.606,5.28,143609435
2024-10-07,3591,4394606,4394.606,3.06,143609435
2024-10-08,3591,4201606,4201.606,2.92,143609435
2024-10-09,3591,3673606,3673.606,2.55,143609435
2024-10-11,3591,3486606,3486.606,2.42,143609435
2024-10-14,3591,4463606,4463.606,3.1,143609435
2024-10-15,3591,4245606,4245.606,2.95,143609435
2024-10-16,3591,4280606,4280.606,2.98,143609435
2024-10-17,3591,3005606,3005.606,2.09,143609435
2024-10-18,3591,3142606,3142.606,2.18,143609435
2024-10-21,3591,3501606,3501.606,2.43,143609435
2024-10-22,3591,3549606,3549.606,2.47,143609435
2024-10-23,3591,3380606,3380.606,2.35,143609435
2024-10-24,3591,3567606,3567.606,2.48,143609435
2024-10-25,3591,4125606,4125.606,2.87,143609435
2024-10-28,3591,4264606,4264.606,2.96,143609435
2024-10-29,3591,4334678,4334.678,3.01,143609435
2024-10-30,3591,4268678,4268.678,2.97,143609435
2024-11-01,3591,4223678,4223.678,2.94,143609435
2024-11-04,3591,4308678,4308.678,3.0,143609435
2024-11-05,3591,4517678,4517.678,3.14,143609435
2024-11-06,3591,4666678,4666.678,3.24,143609435
2024-11-07,3591,4947678,4947.678,3.44,143609435
2024-11-08,3591,4957678,4957.678,3.45,143609435
2024-11-11,3591,4933678,4933.678,3.43,143609435
2024-11-12,3591,5056678,5056.678,3.52,143609435
2024-11-13,3591,5069678,5069.678,3.53,143609435
2024-11-14,3591,4881678,4881.678,3.39,143609435
2024-11-15,3591,5075678,5075.678,3.53,143609435
2024-11-18,3591,5067677,5067.677,3.52,143609435
2024-11-19,3591,5252677,5252.677,3.65,143609435
2024-11-20,3591,5152677,5152.677,3.58,143609435
2024-11-21,3591,5135677,5135.677,3.57,143609435
2024-11-22,3591,5273677,5273.677,3.67,143609435
2024-11-25,3591,5530677,5530.677,3.85,143609435
2024-11-26,3591,5310677,5310.677,3.69,143609435
2024-11-27,3591,5305677,5305.677,3.69,143609435
2024-11-28,3591,4160677,4160.677,2.89,143609435
2024-11-29,3591,4234677,4234.677,2.94,143609435
2024-12-02,3591,3973677,3973.677,2.76,143609435
2024-12-03,3591,3643677,3643.677,2.53,143609435
2024-12-04,3591,5268677,5268.677,3.66,143609435
2024-12-05,3591,5392677,5392.677,3.75,143609435
2024-12-06,3591,4275677,4275.677,2.97,143609435
2024-12-09,3591,4160677,4160.677,2.89,143609435
2024-12-10,3591,4536677,4536.677,3.15,143609435
2024-12-11,3591,4677626,4677.626,3.25,143609435
2024-12-12,3591,4142626,4142.626,2.88,143609435
2024-12-13,3591,3003626,3003.626,2.09,143609435
2024-12-16,3591,3593626,3593.626,2.5,143609435
2024-12-17,3591,3635969,3635.969,2.53,143609435
2024-12-18,3591,3959969,3959.969,2.75,143609435
2024-12-19,3591,3996969,3996.969,2.78,143609435
2024-12-20,3591,3862969,3862.969,2.68,143609435
2024-12-23,3591,3917969,3917.969,2.72,143609435
2024-12-24,3591,3833626,3833.626,2.66,143609435
2024-12-25,3591,4285626,4285.626,2.98,143609435
2024-12-26,3591,4903626,4903.626,3.41,143609435
2024-12-27,3591,4903626,4903.626,3.41,143609435
2024-12-30,3591,4420626,4420.626,3.07,143609435
2024-12-31,3591,3759626,3759.626,2.61,143609435
2025-01-02,3591,3846626,3846.626,2.67,143609435
2025-01-03,3591,3738626,3738.626,2.6,143609435
2025-01-06,3591,4192626,4192.626,2.91,143609435
2025-01-07,3591,4276626,4276.626,2.97,143609435
2025-01-08,3591,4489626,4489.626,3.12,143609435
2025-01-09,3591,3916626,3916.626,2.72,143609435
2025-01-10,3591,3988626,3988.626,2.77,143609435
2025-01-13,3591,4030626,4030.626,2.8,143609435
2025-01-14,3591,4032626,4032.626,2.8,143609435
2025-01-15,3591,3942059,3942.059,2.74,143609435
2025-01-16,3591,4250159,4250.159,2.95,143609435
2025-01-17,3591,4349159,4349.159,3.02,143609435
2025-01-20,3591,4674159,4674.159,3.25,143609435
2025-01-21,3591,4661159,4661.159,3.24,143609435
2025-01-22,3591,4920159,4920.159,3.42,143609435
2025-01-23,3591,4920159,4920.159,3.42,143609435
2025-01-24,3591,4920159,4920.159,3.42,143609435
2025-02-03,3591,5123159,5123.159,3.56,143609435
2025-02-04,3591,5254159,5254.159,3.65,143609435
2025-02-05,3591,5293159,5293.159,3.68,143609435
2025-02-06,3591,5459159,5459.159,3.8,143609435
2025-02-07,3591,5339159,5339.159,3.71,143609435
2025-02-10,3591,5272159,5272.159,3.67,143609435
2025-02-11,3591,5046159,5046.159,3.51,143609435
2025-02-12,3591,4808159,4808.159,3.34,143609435
2025-02-13,3591,5275159,5275.159,3.67,143609435
2025-02-14,3591,5396159,5396.159,3.75,143609435
2025-02-17,3591,5413159,5413.159,3.76,143609435
2025-02-18,3591,5583159,5583.159,3.88,143609435
2025-02-19,3591,5689159,5689.159,3.96,143609435
2025-02-20,3591,5628159,5628.159,3.91,143609435
2025-02-21,3591,5671159,5671.159,3.94,143609435
2025-02-24,3591,5590159,5590.159,3.89,143609435
2025-02-25,3591,5606159,5606.159,3.9,143609435
2025-02-26,3591,5690159,5690.159,3.96,143609435
2025-02-27,3591,5585159,5585.159,3.88,143609435
2025-03-03,3591,4904159,4904.159,3.41,143609435
2025-03-04,3591,5128159,5128.159,3.57,143609435
2025-03-05,3591,5497159,5497.159,3.82,143609435
2025-03-06,3591,5090159,5090.159,3.54,143609435
2025-03-07,3591,4562160,4562.16,3.17,143609435
2025-03-10,3591,4632162,4632.162,3.22,143609435
2025-03-11,3591,4651162,4651.162,3.23,143609435
2025-03-12,3591,4963802,4963.802,3.45,143609435
2025-03-13,3591,4887802,4887.802,3.4,143609435
2025-03-14,3591,5089802,5089.802,3.54,143609435
2025-03-17,3591,5218802,5218.802,3.63,143609435
2025-03-18,3591,5604802,5604.802,3.9,143609435
2025-03-19,3591,5557802,5557.802,3.87,143609435
2025-03-20,3591,5547802,5547.802,3.86,143609435
2025-03-21,3591,5580802,5580.802,3.88,143609435
2025-03-24,3591,5661802,5661.802,3.88,145609435
2025-03-25,3591,5649803,5649.803,3.88,145609435
2025-03-26,3591,5082101,5082.101,3.49,145609435
2025-03-27,3591,4690101,4690.101,3.22,145609435
2025-03-28,3591,3126101,3126.101,2.14,145609435
2025-03-31,3591,3443803,3443.803,2.36,145609435
2025-04-01,3591,3253306,3253.306,2.23,145609435
2025-04-02,3591,3482306,3482.306,2.39,145609435
2025-04-07,3591,3389306,3389.306,2.32,145609435
