date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-13,3209,6758418,6758.418,2.9,232430969
2024-05-14,3209,6753418,6753.418,2.9,232430969
2024-05-15,3209,6915418,6915.418,2.97,232430969
2024-05-16,3209,6981418,6981.418,3.0,232430969
2024-05-17,3209,7083418,7083.418,3.04,232430969
2024-05-20,3209,6855418,6855.418,2.94,232430969
2024-05-21,3209,6687973,6687.973,2.87,232430969
2024-05-22,3209,6669973,6669.973,2.86,232430969
2024-05-23,3209,6435973,6435.973,2.76,232430969
2024-05-24,3209,6566973,6566.973,2.82,232430969
2024-05-27,3209,6942973,6942.973,2.98,232430969
2024-05-28,3209,7117973,7117.973,3.06,232430969
2024-05-29,3209,7067973,7067.973,3.04,232430969
2024-05-30,3209,7086973,7086.973,3.04,232430969
2024-05-31,3209,7086133,7086.133,3.04,232430969
2024-06-03,3209,7125133,7125.133,3.06,232430969
2024-06-04,3209,7251133,7251.133,3.11,232430969
2024-06-05,3209,7262133,7262.133,3.12,232430969
2024-06-06,3209,7288133,7288.133,3.13,232430969
2024-06-07,3209,7307133,7307.133,3.14,232430969
2024-06-11,3209,7106133,7106.133,3.05,232430969
2024-06-12,3209,7188133,7188.133,3.09,232430969
2024-06-13,3209,7347133,7347.133,3.16,232430969
2024-06-14,3209,7417133,7417.133,3.19,232430969
2024-06-17,3209,7354133,7354.133,3.16,232430969
2024-06-18,3209,7290133,7290.133,3.13,232430969
2024-06-19,3209,7324133,7324.133,3.15,232430969
2024-06-20,3209,7410133,7410.133,3.18,232430969
2024-06-21,3209,7441133,7441.133,3.2,232430969
2024-06-24,3209,7546133,7546.133,3.24,232430969
2024-06-25,3209,7619133,7619.133,3.27,232430969
2024-06-26,3209,7734133,7734.133,3.32,232430969
2024-06-27,3209,7650133,7650.133,3.29,232430969
2024-06-28,3209,7365133,7365.133,3.16,232430969
2024-07-01,3209,7456133,7456.133,3.2,232430969
2024-07-02,3209,7622133,7622.133,3.27,232430969
2024-07-03,3209,7911133,7911.133,3.4,232430969
2024-07-04,3209,8029133,8029.133,3.45,232430969
2024-07-05,3209,8497133,8497.133,3.65,232430969
2024-07-08,3209,8620133,8620.133,3.7,232430969
2024-07-09,3209,8506133,8506.133,3.65,232430969
2024-07-10,3209,8538133,8538.133,3.67,232430969
2024-07-11,3209,8918133,8918.133,3.83,232430969
2024-07-12,3209,9125133,9125.133,3.92,232430969
2024-07-15,3209,8855133,8855.133,3.8,232430969
2024-07-16,3209,8910133,8910.133,3.83,232430969
2024-07-17,3209,8938133,8938.133,3.84,232430969
2024-07-18,3209,8775133,8775.133,3.77,232430969
2024-07-19,3209,8330133,8330.133,3.58,232430969
2024-07-22,3209,8297133,8297.133,3.56,232430969
2024-07-23,3209,8740133,8740.133,3.76,232430969
2024-07-26,3209,8238133,8238.133,3.54,232430969
2024-07-29,3209,7306133,7306.133,3.14,232430969
2024-07-30,3209,7040133,7040.133,3.02,232430969
2024-07-31,3209,6749133,6749.133,2.9,232430969
2024-08-01,3209,7277133,7277.133,3.13,232430969
2024-08-02,3209,6747133,6747.133,2.9,232430969
2024-08-05,3209,6434133,6434.133,2.76,232430969
2024-08-06,3209,6484256,6484.256,2.78,232430969
2024-08-07,3209,6665016,6665.016,2.86,232430969
2024-08-08,3209,6621016,6621.016,2.84,232430969
2024-08-09,3209,6807016,6807.016,2.92,232430969
2024-08-12,3209,6826394,6826.394,2.93,232430969
2024-08-13,3209,6958394,6958.394,2.99,232430969
2024-08-14,3209,6894394,6894.394,2.96,232430969
2024-08-15,3209,7306394,7306.394,3.14,232430969
2024-08-16,3209,7244394,7244.394,3.11,232430969
2024-08-19,3209,7340394,7340.394,3.15,232430969
2024-08-20,3209,7386394,7386.394,3.17,232430969
2024-08-21,3209,7422068,7422.068,3.19,232430969
2024-08-22,3209,7798053,7798.053,3.35,232430969
2024-08-23,3209,8066053,8066.053,3.47,232430969
2024-08-26,3209,8259053,8259.053,3.55,232430969
2024-08-27,3209,8556939,8556.939,3.68,232430969
2024-08-28,3209,8676939,8676.939,3.73,232430969
2024-08-29,3209,9159099,9159.099,3.94,232430969
2024-08-30,3209,9086099,9086.099,3.9,232430969
2024-09-02,3209,9368099,9368.099,4.03,232430969
2024-09-03,3209,9395099,9395.099,4.04,232430969
2024-09-04,3209,9272100,9272.1,3.98,232430969
2024-09-05,3209,9171100,9171.1,3.94,232430969
2024-09-06,3209,9344100,9344.1,4.02,232430969
2024-09-09,3209,9330100,9330.1,4.01,232430969
2024-09-10,3209,10273100,10273.1,4.41,232430969
2024-09-11,3209,10525100,10525.1,4.52,232430969
2024-09-12,3209,10466100,10466.1,4.5,232430969
2024-09-13,3209,11031100,11031.1,4.74,232430969
2024-09-16,3209,10828100,10828.1,4.65,232430969
2024-09-18,3209,10658100,10658.1,4.58,232430969
2024-09-19,3209,10895100,10895.1,4.68,232430969
2024-09-20,3209,11488100,11488.1,4.94,232430969
2024-09-23,3209,11433100,11433.1,4.91,232430969
2024-09-24,3209,11476079,11476.079,4.93,232430969
2024-09-25,3209,13135079,13135.079,5.65,232430969
2024-09-26,3209,12954079,12954.079,5.57,232430969
2024-09-27,3209,13203079,13203.079,5.68,232430969
