date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-03,2492,56525984,56525.984,11.63,485804774
2024-06-04,2492,55582072,55582.072,11.44,485804774
2024-06-05,2492,55371572,55371.572,11.39,485804774
2024-06-06,2492,53738440,53738.44,11.06,485804774
2024-06-07,2492,54928440,54928.44,11.3,485804774
2024-06-11,2492,54104969,54104.969,11.13,485804774
2024-06-12,2492,53378989,53378.989,10.98,485804774
2024-06-13,2492,53150809,53150.809,10.94,485804774
2024-06-14,2492,57040076,57040.076,11.74,485804774
2024-06-17,2492,56759676,56759.676,11.68,485804774
2024-06-18,2492,56656330,56656.33,11.66,485804774
2024-06-19,2492,56330056,56330.056,11.59,485804774
2024-06-20,2492,56608056,56608.056,11.65,485804774
2024-06-21,2492,56066422,56066.422,11.54,485804774
2024-06-24,2492,55385422,55385.422,11.4,485804774
2024-06-25,2492,55720606,55720.606,11.46,485804774
2024-06-26,2492,55216402,55216.402,11.36,485804774
2024-06-27,2492,54664402,54664.402,11.25,485804774
2024-06-28,2492,55341752,55341.752,11.39,485804774
2024-07-01,2492,54347312,54347.312,11.18,485804774
2024-07-02,2492,54082662,54082.662,11.13,485804774
2024-07-03,2492,55234662,55234.662,11.36,485804774
2024-07-04,2492,54975662,54975.662,11.31,485804774
2024-07-05,2492,56095662,56095.662,11.54,485804774
2024-07-08,2492,55132662,55132.662,11.34,485804774
2024-07-09,2492,54597162,54597.162,11.23,485804774
2024-07-10,2492,55487162,55487.162,11.42,485804774
2024-07-11,2492,58290162,58290.162,11.99,485804774
2024-07-12,2492,60220162,60220.162,12.39,485804774
2024-07-15,2492,58927879,58927.879,12.12,485804774
2024-07-16,2492,57807179,57807.179,11.89,485804774
2024-07-17,2492,58114029,58114.029,11.96,485804774
2024-07-18,2492,58159029,58159.029,11.97,485804774
2024-07-19,2492,57252033,57252.033,11.78,485804774
2024-07-22,2492,56958033,56958.033,11.72,485804774
2024-07-23,2492,56388333,56388.333,11.6,485804774
2024-07-26,2492,56532764,56532.764,11.63,485804774
2024-07-29,2492,56464764,56464.764,11.62,485804774
2024-07-30,2492,56311764,56311.764,11.59,485804774
2024-07-31,2492,55955764,55955.764,11.51,485804774
2024-08-01,2492,56005314,56005.314,11.52,485804774
2024-08-02,2492,55613314,55613.314,11.44,485804774
2024-08-05,2492,54645073,54645.073,11.24,485804774
2024-08-06,2492,54650193,54650.193,11.24,485804774
2024-08-07,2492,54620829,54620.829,11.24,485804774
2024-08-08,2492,54465758,54465.758,11.21,485804774
2024-08-09,2492,54830045,54830.045,11.28,485804774
2024-08-12,2492,54808045,54808.045,11.28,485804774
2024-08-13,2492,54027965,54027.965,11.12,485804774
2024-08-14,2492,54512965,54512.965,11.22,485804774
2024-08-15,2492,54265965,54265.965,11.17,485804774
2024-08-16,2492,55226285,55226.285,11.36,485804774
2024-08-19,2492,55242285,55242.285,11.37,485804774
2024-08-20,2492,54837285,54837.285,11.28,485804774
2024-08-21,2492,54935449,54935.449,11.3,485804774
2024-08-22,2492,54936449,54936.449,11.3,485804774
2024-08-23,2492,55105449,55105.449,11.34,485804774
2024-08-26,2492,55361449,55361.449,11.39,485804774
2024-08-27,2492,55341449,55341.449,11.39,485804774
2024-08-28,2492,55096449,55096.449,11.34,485804774
2024-08-29,2492,55482521,55482.521,11.42,485804774
2024-08-30,2492,55621921,55621.921,11.44,485804774
2024-09-02,2492,55596921,55596.921,11.44,485804774
2024-09-03,2492,55224921,55224.921,11.36,485804774
2024-09-04,2492,54405921,54405.921,11.19,485804774
2024-09-05,2492,54091148,54091.148,11.13,485804774
2024-09-06,2492,54044148,54044.148,11.12,485804774
2024-09-09,2492,53732364,53732.364,11.06,485804774
