date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-07-23,8021,11378809,11378.809,8.0,142180467
2024-07-26,8021,10945809,10945.809,7.69,142180467
2024-07-29,8021,10871809,10871.809,7.64,142180467
2024-07-30,8021,10979409,10979.409,7.72,142180467
2024-07-31,8021,10662409,10662.409,7.49,142180467
2024-08-01,8021,11018409,11018.409,7.74,142180467
2024-08-02,8021,10784409,10784.409,7.58,142180467
2024-08-05,8021,11235409,11235.409,7.9,142180467
2024-08-06,8021,11133409,11133.409,7.83,142180467
2024-08-07,8021,10700409,10700.409,7.52,142180467
2024-08-08,8021,9761409,9761.409,6.86,142180467
2024-08-09,8021,10079409,10079.409,7.08,142180467
2024-08-12,8021,10162409,10162.409,7.14,142180467
2024-08-13,8021,10302409,10302.409,7.24,142180467
2024-08-14,8021,10979409,10979.409,7.72,142180467
2024-08-15,8021,11648409,11648.409,8.19,142180467
2024-08-16,8021,14271409,14271.409,10.03,142180467
2024-08-19,8021,14418409,14418.409,10.14,142180467
2024-08-20,8021,14588409,14588.409,10.26,142180467
2024-08-21,8021,14212409,14212.409,9.99,142180467
2024-08-22,8021,14771409,14771.409,10.38,142180467
2024-08-23,8021,17333409,17333.409,12.19,142180467
2024-08-26,8021,17058409,17058.409,11.99,142180467
2024-08-27,8021,17008409,17008.409,11.96,142180467
2024-08-28,8021,16871409,16871.409,11.86,142180467
2024-08-29,8021,17418409,17418.409,12.25,142180467
2024-08-30,8021,17912409,17912.409,12.59,142180467
2024-09-02,8021,17457409,17457.409,12.27,142180467
2024-09-03,8021,17386409,17386.409,12.22,142180467
2024-09-04,8021,17008409,17008.409,11.96,142180467
2024-09-05,8021,17336409,17336.409,12.19,142180467
2024-09-06,8021,17280409,17280.409,12.15,142180467
2024-09-09,8021,17256209,17256.209,12.13,142180467
2024-09-10,8021,17549209,17549.209,12.34,142180467
2024-09-11,8021,17448209,17448.209,12.27,142180467
2024-09-12,8021,18026209,18026.209,12.67,142180467
2024-09-13,8021,18114009,18114.009,12.74,142180467
2024-09-16,8021,18041009,18041.009,12.68,142180467
2024-09-18,8021,17862009,17862.009,12.56,142180467
2024-09-19,8021,18126009,18126.009,12.74,142180467
2024-09-20,8021,18241009,18241.009,12.82,142180467
2024-09-23,8021,18457009,18457.009,12.98,142180467
2024-09-24,8021,18135009,18135.009,12.75,142180467
2024-09-25,8021,18935009,18935.009,13.31,142180467
2024-09-26,8021,18782009,18782.009,13.2,142180467
2024-09-27,8021,18926009,18926.009,13.31,142180467
2024-09-30,8021,18946209,18946.209,13.32,142180467
2024-10-01,8021,18694209,18694.209,13.14,142180467
2024-10-04,8021,18476209,18476.209,12.99,142180467
2024-10-07,8021,18614209,18614.209,13.09,142180467
2024-10-08,8021,18434209,18434.209,12.96,142180467
2024-10-09,8021,18491209,18491.209,13.0,142180467
2024-10-11,8021,18116209,18116.209,12.74,142180467
2024-10-14,8021,18573209,18573.209,13.06,142180467
2024-10-15,8021,19034209,19034.209,13.38,142180467
2024-10-16,8021,18468209,18468.209,12.98,142180467
2024-10-17,8021,18499209,18499.209,13.01,142180467
2024-10-18,8021,18706209,18706.209,13.15,142180467
2024-10-21,8021,19079209,19079.209,13.41,142180467
2024-10-22,8021,21165209,21165.209,14.88,142180467
2024-10-23,8021,20949809,20949.809,14.73,142180467
2024-10-24,8021,20982809,20982.809,14.75,142180467
2024-10-25,8021,22760609,22760.609,16.0,142180467
2024-10-28,8021,19483609,19483.609,13.7,142180467
2024-10-29,8021,20092609,20092.609,14.13,142180467
2024-10-30,8021,19839609,19839.609,13.95,142180467
2024-11-01,8021,20077609,20077.609,14.12,142180467
2024-11-04,8021,19607609,19607.609,13.79,142180467
2024-11-05,8021,19836609,19836.609,13.95,142180467
2024-11-06,8021,20172609,20172.609,14.18,142180467
2024-11-07,8021,20644609,20644.609,14.52,142180467
2024-11-08,8021,20699809,20699.809,14.55,142180467
2024-11-11,8021,19759809,19759.809,13.89,142180467
2024-11-12,8021,19136809,19136.809,13.45,142180467
2024-11-13,8021,18734809,18734.809,13.17,142180467
2024-11-14,8021,18195809,18195.809,12.79,142180467
2024-11-15,8021,17771809,17771.809,12.49,142180467
2024-11-18,8021,17352809,17352.809,12.2,142180467
2024-11-19,8021,17432809,17432.809,12.26,142180467
2024-11-20,8021,17032809,17032.809,11.97,142180467
2024-11-21,8021,16990809,16990.809,11.95,142180467
2024-11-22,8021,16759809,16759.809,11.78,142180467
2024-11-25,8021,16600809,16600.809,11.67,142180467
2024-11-26,8021,16455809,16455.809,11.57,142180467
2024-11-27,8021,16057809,16057.809,11.29,142180467
2024-11-28,8021,16109209,16109.209,11.33,142180467
2024-11-29,8021,16098209,16098.209,11.32,142180467
2024-12-02,8021,15947209,15947.209,11.21,142180467
2024-12-03,8021,16034209,16034.209,11.27,142180467
2024-12-04,8021,16101209,16101.209,11.32,142180467
2024-12-05,8021,16114209,16114.209,11.33,142180467
2024-12-06,8021,16203209,16203.209,11.39,142180467
2024-12-09,8021,16112209,16112.209,11.33,142180467
2024-12-10,8021,15991209,15991.209,11.24,142180467
2024-12-11,8021,16061209,16061.209,11.29,142180467
