date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-07-23,3189,72672076,72672.076,15.99,454423060
2024-07-26,3189,72341709,72341.709,15.91,454423060
2024-07-29,3189,70714309,70714.309,15.56,454423060
2024-07-30,3189,64891246,64891.246,14.27,454423060
2024-07-31,3189,66525478,66525.478,14.63,454423060
2024-08-01,3189,68661353,68661.353,15.1,454423060
2024-08-02,3189,67772373,67772.373,14.91,454423060
2024-08-05,3189,68613397,68613.397,15.09,454423060
2024-08-06,3189,63381471,63381.471,13.94,454423060
2024-08-07,3189,62649471,62649.471,13.78,454423060
2024-08-08,3189,62306268,62306.268,13.71,454423060
2024-08-09,3189,61978494,61978.494,13.63,454423060
2024-08-12,3189,62765739,62765.739,13.81,454423060
2024-08-13,3189,63376039,63376.039,13.94,454423060
2024-08-14,3189,63528039,63528.039,13.97,454423060
2024-08-15,3189,63547039,63547.039,13.98,454423060
2024-08-16,3189,64298039,64298.039,14.14,454423060
2024-08-19,3189,63738039,63738.039,14.02,454423060
2024-08-20,3189,64265039,64265.039,14.14,454423060
2024-08-21,3189,63534542,63534.542,13.98,454423060
2024-08-22,3189,66171392,66171.392,14.56,454423060
2024-08-23,3189,58302186,58302.186,12.82,454423060
2024-08-26,3189,58953196,58953.196,12.97,454423060
2024-08-27,3189,58655196,58655.196,12.9,454423060
2024-08-28,3189,59741125,59741.125,13.14,454423060
2024-08-29,3189,64857125,64857.125,14.27,454423060
2024-08-30,3189,64292625,64292.625,14.14,454423060
2024-09-02,3189,61448645,61448.645,13.52,454423060
2024-09-03,3189,59070895,59070.895,12.99,454423060
2024-09-04,3189,59842400,59842.4,13.16,454423060
2024-09-05,3189,59135400,59135.4,13.01,454423060
2024-09-06,3189,58285400,58285.4,12.82,454423060
2024-09-09,3189,57075900,57075.9,12.56,454423060
2024-09-10,3189,54540173,54540.173,12.0,454423060
2024-09-11,3189,54608154,54608.154,12.01,454423060
2024-09-12,3189,55504327,55504.327,12.15,456671060
2024-09-13,3189,56315327,56315.327,12.33,456671060
2024-09-16,3189,56089327,56089.327,12.28,456671060
2024-09-18,3189,55994377,55994.377,12.26,456671060
2024-09-19,3189,55806558,55806.558,12.22,456671060
2024-09-20,3189,54144458,54144.458,11.85,456671060
2024-09-23,3189,54036958,54036.958,11.83,456671060
2024-09-24,3189,54238758,54238.758,11.87,456671060
2024-09-25,3189,54867758,54867.758,12.01,456671060
2024-09-26,3189,54478758,54478.758,11.92,456671060
2024-09-27,3189,54807858,54807.858,12.0,456671060
2024-09-30,3189,54283429,54283.429,11.88,456671060
2024-10-01,3189,54948628,54948.628,12.03,456671060
2024-10-04,3189,54488066,54488.066,11.93,456671060
2024-10-07,3189,54433200,54433.2,11.91,456671060
2024-10-08,3189,52888878,52888.878,11.58,456671060
2024-10-09,3189,52211878,52211.878,11.43,456671060
2024-10-11,3189,51301878,51301.878,11.23,456671060
2024-10-14,3189,51523878,51523.878,11.28,456671060
2024-10-15,3189,51343878,51343.878,11.24,456671060
2024-10-16,3189,49422987,49422.987,10.82,456671060
2024-10-17,3189,50281052,50281.052,11.01,456671060
2024-10-18,3189,48287052,48287.052,10.57,456671060
2024-10-21,3189,55517954,55517.954,12.15,456671060
2024-10-22,3189,51538949,51538.949,11.28,456671060
2024-10-23,3189,52535119,52535.119,11.5,456671060
2024-10-24,3189,51521120,51521.12,11.28,456671060
2024-10-25,3189,49968120,49968.12,10.94,456671060
2024-10-28,3189,50640720,50640.72,11.08,456671060
2024-10-29,3189,49487874,49487.874,10.83,456671060
2024-10-30,3189,51357874,51357.874,11.24,456671060
2024-11-01,3189,50251502,50251.502,11.0,456671060
2024-11-04,3189,48274502,48274.502,10.57,456671060
2024-11-05,3189,46953502,46953.502,10.28,456671060
2024-11-06,3189,48455502,48455.502,10.61,456671060
2024-11-07,3189,48211502,48211.502,10.55,456671060
2024-11-08,3189,47215480,47215.48,10.33,456671060
2024-11-11,3189,47444480,47444.48,10.38,456671060
2024-11-12,3189,46106481,46106.481,10.09,456671060
2024-11-13,3189,42283462,42283.462,9.25,456671060
2024-11-14,3189,41583222,41583.222,9.1,456671060
2024-11-15,3189,41678222,41678.222,9.12,456671060
2024-11-18,3189,42159222,42159.222,9.23,456671060
2024-11-19,3189,42767222,42767.222,9.36,456671060
2024-11-20,3189,40260598,40260.598,8.81,456671060
