date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-11,8476,4330399,4330.399,5.31,81483509
2024-06-12,8476,4372239,4372.239,5.36,81483509
2024-06-13,8476,4439239,4439.239,5.44,81483509
2024-06-14,8476,4427239,4427.239,5.43,81483509
2024-06-17,8476,4446239,4446.239,5.45,81483509
2024-06-18,8476,4506239,4506.239,5.53,81483509
2024-06-19,8476,4526239,4526.239,5.55,81483509
2024-06-20,8476,4608239,4608.239,5.65,81483509
2024-06-21,8476,4619239,4619.239,5.66,81483509
2024-06-24,8476,4653239,4653.239,5.71,81483509
2024-06-25,8476,4690239,4690.239,5.75,81483509
2024-06-26,8476,4714239,4714.239,5.78,81483509
2024-06-27,8476,4636239,4636.239,5.68,81483509
2024-06-28,8476,4532239,4532.239,5.56,81483509
2024-07-01,8476,4556239,4556.239,5.59,81483509
2024-07-02,8476,3015304,3015.304,3.7,81483509
2024-07-03,8476,3007304,3007.304,3.69,81483509
2024-07-04,8476,3052304,3052.304,3.74,81483509
2024-07-05,8476,3091304,3091.304,3.79,81483509
2024-07-08,8476,3127304,3127.304,3.83,81483509
2024-07-09,8476,3089004,3089.004,3.79,81483509
2024-07-10,8476,3085004,3085.004,3.78,81483509
2024-07-11,8476,3126004,3126.004,3.83,81483509
2024-07-12,8476,3086345,3086.345,3.78,81483509
2024-07-15,8476,3064325,3064.325,3.76,81483509
2024-07-16,8476,3065325,3065.325,3.76,81483509
2024-07-17,8476,3067325,3067.325,3.76,81483509
2024-07-18,8476,3088325,3088.325,3.79,81483509
2024-07-19,8476,3084325,3084.325,3.78,81483509
2024-07-22,8476,3315325,3315.325,4.06,81483509
2024-07-23,8476,3323325,3323.325,4.07,81483509
2024-07-26,8476,3327325,3327.325,4.08,81483509
2024-07-29,8476,3326325,3326.325,4.08,81483509
2024-07-30,8476,3339325,3339.325,4.09,81483509
2024-07-31,8476,3389325,3389.325,4.15,81483509
2024-08-01,8476,3467325,3467.325,4.25,81483509
2024-08-02,8476,3491325,3491.325,4.28,81483509
2024-08-05,8476,3493325,3493.325,4.28,81483509
2024-08-06,8476,3489325,3489.325,4.28,81483509
2024-08-07,8476,3514745,3514.745,4.31,81483509
2024-08-08,8476,3517345,3517.345,4.31,81483509
2024-08-09,8476,3632287,3632.287,4.37,83113179
2024-08-12,8476,3631767,3631.767,4.36,83113179
2024-08-13,8476,3650287,3650.287,4.39,83113179
2024-08-14,8476,3650987,3650.987,4.39,83113179
2024-08-15,8476,3705987,3705.987,4.45,83113179
2024-08-16,8476,3699987,3699.987,4.45,83113179
2024-08-19,8476,3712987,3712.987,4.46,83113179
2024-08-20,8476,3718987,3718.987,4.47,83113179
2024-08-21,8476,3725687,3725.687,4.48,83113179
2024-08-22,8476,3734687,3734.687,4.49,83113179
2024-08-23,8476,3746687,3746.687,4.5,83113179
2024-08-26,8476,3754687,3754.687,4.51,83113179
2024-08-27,8476,3738687,3738.687,4.49,83113179
2024-08-28,8476,3733687,3733.687,4.49,83113179
2024-08-29,8476,3726687,3726.687,4.48,83113179
2024-08-30,8476,3728787,3728.787,4.48,83113179
2024-09-02,8476,3736787,3736.787,4.49,83113179
2024-09-03,8476,3735087,3735.087,4.49,83113179
2024-09-04,8476,3725087,3725.087,4.48,83113179
2024-09-05,8476,3726087,3726.087,4.48,83113179
2024-09-06,8476,3725087,3725.087,4.48,83113179
2024-09-09,8476,3710087,3710.087,4.46,83113179
2024-09-10,8476,3711087,3711.087,4.46,83113179
2024-09-11,8476,3706087,3706.087,4.45,83113179
2024-09-12,8476,3711087,3711.087,4.46,83113179
2024-09-13,8476,3717087,3717.087,4.47,83113179
2024-09-16,8476,3721087,3721.087,4.47,83113179
2024-09-18,8476,3801087,3801.087,4.57,83113179
2024-09-19,8476,3797087,3797.087,4.56,83113179
2024-09-20,8476,3826087,3826.087,4.6,83113179
2024-09-23,8476,3833087,3833.087,4.61,83113179
2024-09-24,8476,3827087,3827.087,4.6,83113179
2024-09-25,8476,3817087,3817.087,4.59,83113179
