date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-04-22,4979,11827951,11827.951,8.39,140839794
2024-04-23,4979,11924151,11924.151,8.46,140839794
2024-04-24,4979,11990151,11990.151,8.51,140839794
2024-04-25,4979,11649151,11649.151,8.27,140839794
2024-04-26,4979,11531151,11531.151,8.18,140839794
2024-04-29,4979,12469168,12469.168,8.85,140839794
2024-04-30,4979,11961168,11961.168,8.49,140839794
2024-05-02,4979,11963168,11963.168,8.49,140839794
2024-05-03,4979,12227168,12227.168,8.68,140839794
2024-05-06,4979,11861168,11861.168,8.42,140839794
2024-05-07,4979,11888168,11888.168,8.44,140839794
2024-05-08,4979,12681358,12681.358,9.0,140839794
2024-05-09,4979,11139358,11139.358,7.9,140839794
2024-05-10,4979,10963358,10963.358,7.78,140839794
2024-05-13,4979,11123358,11123.358,7.89,140839794
2024-05-14,4979,11068358,11068.358,7.85,140839794
2024-05-15,4979,11249358,11249.358,7.98,140839794
2024-05-16,4979,10964358,10964.358,7.78,140839794
2024-05-17,4979,10939358,10939.358,7.76,140839794
2024-05-20,4979,10990358,10990.358,7.8,140839794
2024-05-21,4979,11052558,11052.558,7.84,140839794
2024-05-22,4979,12300558,12300.558,8.73,140839794
2024-05-23,4979,11246443,11246.443,7.98,140839794
2024-05-24,4979,11464178,11464.178,8.13,140839794
2024-05-27,4979,11171901,11171.901,7.93,140839794
2024-05-28,4979,11799090,11799.09,8.37,140839794
2024-05-29,4979,12140011,12140.011,8.61,140839794
2024-05-30,4979,12392021,12392.021,8.79,140839794
2024-05-31,4979,11673392,11673.392,8.28,140839794
2024-06-03,4979,11897539,11897.539,8.44,140839794
2024-06-04,4979,11976904,11976.904,8.5,140839794
2024-06-05,4979,12366343,12366.343,8.78,140839794
2024-06-06,4979,12231343,12231.343,8.68,140839794
2024-06-07,4979,11475343,11475.343,8.14,140839794
2024-06-11,4979,11834343,11834.343,8.4,140839794
2024-06-12,4979,11495833,11495.833,8.16,140839794
2024-06-13,4979,11367833,11367.833,8.07,140839794
2024-06-14,4979,10786833,10786.833,7.65,140839794
2024-06-17,4979,11120833,11120.833,7.89,140839794
2024-06-18,4979,10954668,10954.668,7.77,140839794
2024-06-19,4979,10700368,10700.368,7.59,140839794
2024-06-20,4979,11834344,11834.344,8.4,140839794
2024-06-21,4979,11788344,11788.344,8.37,140839794
2024-06-24,4979,11833344,11833.344,8.4,140839794
2024-06-25,4979,11622344,11622.344,8.25,140839794
