date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-21,2816,3828794,3828.794,1.71,223608000
2024-05-22,2816,3797794,3797.794,1.69,223608000
2024-05-23,2816,3518794,3518.794,1.57,223608000
2024-05-24,2816,3598794,3598.794,1.6,223608000
2024-05-27,2816,3650794,3650.794,1.63,223608000
2024-05-28,2816,3705794,3705.794,1.65,223608000
2024-05-29,2816,3536794,3536.794,1.58,223608000
2024-05-30,2816,3416794,3416.794,1.52,223608000
2024-05-31,2816,3552794,3552.794,1.58,223608000
2024-06-03,2816,3677794,3677.794,1.64,223608000
2024-06-04,2816,3781794,3781.794,1.69,223608000
2024-06-05,2816,3742794,3742.794,1.67,223608000
2024-06-06,2816,3721794,3721.794,1.66,223608000
2024-06-07,2816,3964794,3964.794,1.77,223608000
2024-06-11,2816,3994794,3994.794,1.78,223608000
2024-06-12,2816,3929794,3929.794,1.75,223608000
2024-06-13,2816,3971794,3971.794,1.77,223608000
2024-06-14,2816,3994794,3994.794,1.78,223608000
2024-06-17,2816,4036794,4036.794,1.8,223608000
2024-06-18,2816,4149794,4149.794,1.85,223608000
2024-06-19,2816,4749794,4749.794,2.12,223608000
2024-06-20,2816,4715794,4715.794,2.1,223608000
2024-06-21,2816,4848794,4848.794,2.16,223608000
2024-06-24,2816,4899794,4899.794,2.19,223608000
2024-06-25,2816,5117794,5117.794,2.28,223608000
2024-06-26,2816,5056794,5056.794,2.26,223608000
2024-06-27,2816,4964794,4964.794,2.22,223608000
2024-06-28,2816,5001794,5001.794,2.23,223608000
2024-07-01,2816,5172794,5172.794,2.31,223608000
2024-07-02,2816,5193794,5193.794,2.32,223608000
2024-07-03,2816,5448794,5448.794,2.43,223608000
2024-07-04,2816,5483794,5483.794,2.45,223608000
2024-07-05,2816,5558794,5558.794,2.48,223608000
2024-07-08,2816,5658794,5658.794,2.53,223608000
2024-07-09,2816,5554794,5554.794,2.48,223608000
2024-07-10,2816,5783794,5783.794,2.58,223608000
2024-07-11,2816,5963794,5963.794,2.66,223608000
2024-07-12,2816,6271794,6271.794,2.8,223608000
2024-07-15,2816,6049794,6049.794,2.7,223608000
2024-07-16,2816,5909794,5909.794,2.64,223608000
2024-07-17,2816,6361794,6361.794,2.84,223608000
2024-07-18,2816,6315794,6315.794,2.82,223608000
2024-07-19,2816,6308794,6308.794,2.82,223608000
2024-07-22,2816,6269794,6269.794,2.8,223608000
2024-07-23,2816,6272794,6272.794,2.8,223608000
2024-07-26,2816,6215794,6215.794,2.77,223608000
2024-07-29,2816,6159794,6159.794,2.75,223608000
2024-07-30,2816,6143794,6143.794,2.74,223608000
2024-07-31,2816,6194794,6194.794,2.77,223608000
2024-08-01,2816,6379794,6379.794,2.85,223608000
2024-08-02,2816,6217794,6217.794,2.78,223608000
2024-08-05,2816,6013794,6013.794,2.68,223608000
2024-08-06,2816,5998794,5998.794,2.68,223608000
2024-08-07,2816,5977794,5977.794,2.67,223608000
2024-08-08,2816,5920794,5920.794,2.64,223608000
2024-08-09,2816,5947794,5947.794,2.65,223608000
2024-08-12,2816,5942794,5942.794,2.65,223608000
2024-08-13,2816,5987794,5987.794,2.67,223608000
2024-08-14,2816,5918794,5918.794,2.64,223608000
2024-08-15,2816,6007794,6007.794,2.68,223608000
2024-08-16,2816,6017794,6017.794,2.69,223608000
2024-08-19,2816,6039794,6039.794,2.7,223608000
