date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-06-17,2404,47985472,47985.472,25.17,190586698
2024-06-18,2404,47637272,47637.272,24.99,190586698
2024-06-19,2404,47676272,47676.272,25.01,190586698
2024-06-20,2404,46856450,46856.45,24.58,190586698
2024-06-21,2404,45825727,45825.727,24.04,190586698
2024-06-24,2404,45498727,45498.727,23.87,190586698
2024-06-25,2404,44984727,44984.727,23.6,190586698
2024-06-26,2404,45131002,45131.002,23.68,190586698
2024-06-27,2404,45023102,45023.102,23.62,190586698
2024-06-28,2404,44976102,44976.102,23.59,190586698
2024-07-01,2404,45515002,45515.002,23.88,190586698
2024-07-02,2404,45649002,45649.002,23.95,190586698
2024-07-03,2404,45657850,45657.85,23.95,190586698
2024-07-04,2404,45432850,45432.85,23.83,190586698
2024-07-05,2404,44429949,44429.949,23.31,190586698
2024-07-08,2404,43596949,43596.949,22.87,190586698
2024-07-09,2404,42619949,42619.949,22.36,190586698
2024-07-10,2404,40919949,40919.949,21.47,190586698
2024-07-11,2404,39959948,39959.948,20.96,190586698
2024-07-12,2404,40458699,40458.699,21.22,190586698
2024-07-15,2404,40245699,40245.699,21.11,190586698
2024-07-16,2404,41189774,41189.774,21.61,190586698
2024-07-17,2404,42136974,42136.974,22.1,190586698
2024-07-18,2404,42432906,42432.906,22.26,190586698
2024-07-19,2404,42906014,42906.014,22.51,190586698
2024-07-22,2404,43018014,43018.014,22.57,190586698
2024-07-23,2404,42893044,42893.044,22.5,190586698
2024-07-26,2404,43073175,43073.175,22.6,190586698
2024-07-29,2404,43738175,43738.175,22.94,190586698
2024-07-30,2404,43769775,43769.775,22.96,190586698
2024-07-31,2404,43292009,43292.009,22.71,190586698
2024-08-01,2404,43226009,43226.009,22.68,190586698
2024-08-02,2404,43114009,43114.009,22.62,190586698
2024-08-05,2404,42671072,42671.072,22.38,190586698
2024-08-06,2404,42295272,42295.272,22.19,190586698
2024-08-07,2404,42307272,42307.272,22.19,190586698
2024-08-08,2404,42019272,42019.272,22.04,190586698
2024-08-09,2404,42610041,42610.041,22.35,190586698
2024-08-12,2404,42543041,42543.041,22.32,190586698
2024-08-13,2404,42989041,42989.041,22.55,190586698
2024-08-14,2404,42976041,42976.041,22.54,190586698
2024-08-15,2404,43141041,43141.041,22.63,190586698
2024-08-16,2404,43174041,43174.041,22.65,190586698
2024-08-19,2404,43407041,43407.041,22.77,190586698
2024-08-20,2404,43483041,43483.041,22.81,190586698
2024-08-21,2404,43134530,43134.53,22.63,190586698
2024-08-22,2404,42919207,42919.207,22.51,190586698
2024-08-23,2404,42930873,42930.873,22.52,190586698
2024-08-26,2404,43375873,43375.873,22.75,190586698
2024-08-27,2404,43327873,43327.873,22.73,190586698
2024-08-28,2404,43440873,43440.873,22.79,190586698
2024-08-29,2404,43390873,43390.873,22.76,190586698
2024-08-30,2404,43513678,43513.678,22.83,190586698
2024-09-02,2404,43475732,43475.732,22.81,190586698
2024-09-03,2404,43647701,43647.701,22.9,190586698
2024-09-04,2404,43717786,43717.786,22.93,190586698
2024-09-05,2404,43230786,43230.786,22.68,190586698
2024-09-06,2404,42997786,42997.786,22.56,190586698
2024-09-09,2404,42908851,42908.851,22.51,190586698
2024-09-10,2404,42647164,42647.164,22.37,190586698
2024-09-11,2404,42594234,42594.234,22.34,190586698
2024-09-12,2404,42573234,42573.234,22.33,190586698
2024-09-13,2404,42402611,42402.611,22.24,190586698
2024-09-16,2404,42390611,42390.611,22.24,190586698
2024-09-18,2404,43019611,43019.611,22.57,190586698
2024-09-19,2404,43585611,43585.611,22.86,190586698
2024-09-20,2404,43841428,43841.428,23.0,190586698
2024-09-23,2404,44146428,44146.428,23.16,190586698
2024-09-24,2404,44223439,44223.439,23.2,190586698
2024-09-25,2404,44580003,44580.003,23.39,190586698
2024-09-26,2404,44809003,44809.003,23.51,190586698
2024-09-27,2404,44770734,44770.734,23.49,190586698
2024-09-30,2404,44671813,44671.813,23.43,190586698
2024-10-01,2404,44544839,44544.839,23.37,190586698
2024-10-04,2404,44657461,44657.461,23.43,190586698
2024-10-07,2404,44795432,44795.432,23.5,190586698
2024-10-08,2404,44697432,44697.432,23.45,190586698
2024-10-09,2404,44597381,44597.381,23.4,190586698
2024-10-11,2404,44898381,44898.381,23.55,190586698
2024-10-14,2404,44688396,44688.396,23.44,190586698
2024-10-15,2404,45447289,45447.289,23.84,190586698
2024-10-16,2404,45672160,45672.16,23.96,190586698
2024-10-17,2404,45479257,45479.257,23.86,190586698
2024-10-18,2404,45711257,45711.257,23.98,190586698
2024-10-21,2404,45905257,45905.257,24.08,190586698
2024-10-22,2404,46344257,46344.257,24.31,190586698
2024-10-23,2404,46493257,46493.257,24.39,190586698
2024-10-24,2404,46581470,46581.47,24.44,190586698
2024-10-25,2404,46634470,46634.47,24.46,190586698
2024-10-28,2404,46802942,46802.942,24.55,190586698
2024-10-29,2404,46781942,46781.942,24.54,190586698
2024-10-30,2404,46681114,46681.114,24.49,190586698
2024-11-01,2404,46802757,46802.757,24.55,190586698
