date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-13,8341,10966673,10966.673,8.43,130000000
2024-05-14,8341,10937673,10937.673,8.41,130000000
2024-05-15,8341,10924673,10924.673,8.4,130000000
2024-05-16,8341,10954673,10954.673,8.42,130000000
2024-05-17,8341,10942673,10942.673,8.41,130000000
2024-05-20,8341,10942658,10942.658,8.41,130000000
2024-05-21,8341,10926285,10926.285,8.4,130000000
2024-05-22,8341,11070285,11070.285,8.51,130000000
2024-05-23,8341,10992285,10992.285,8.45,130000000
2024-05-24,8341,10947921,10947.921,8.42,130000000
2024-05-27,8341,10934921,10934.921,8.41,130000000
2024-05-28,8341,10972921,10972.921,8.44,130000000
2024-05-29,8341,10971921,10971.921,8.43,130000000
2024-05-30,8341,10875921,10875.921,8.36,130000000
2024-05-31,8341,10841921,10841.921,8.33,130000000
2024-06-03,8341,10838921,10838.921,8.33,130000000
2024-06-04,8341,10878921,10878.921,8.36,130000000
2024-06-05,8341,10883921,10883.921,8.37,130000000
2024-06-06,8341,10863921,10863.921,8.35,130000000
2024-06-07,8341,10901931,10901.931,8.38,130000000
2024-06-11,8341,11066931,11066.931,8.51,130000000
2024-06-12,8341,11036931,11036.931,8.48,130000000
2024-06-13,8341,11009931,11009.931,8.46,130000000
2024-06-14,8341,10991931,10991.931,8.45,130000000
2024-06-17,8341,10953931,10953.931,8.42,130000000
2024-06-18,8341,11091931,11091.931,8.53,130000000
2024-06-19,8341,11105931,11105.931,8.54,130000000
2024-06-20,8341,11158931,11158.931,8.58,130000000
2024-06-21,8341,11176931,11176.931,8.59,130000000
2024-06-24,8341,10922931,10922.931,8.4,130000000
2024-06-25,8341,10934931,10934.931,8.41,130000000
2024-06-26,8341,11005931,11005.931,8.46,130000000
2024-06-27,8341,11019931,11019.931,8.47,130000000
2024-06-28,8341,10989931,10989.931,8.45,130000000
2024-07-01,8341,10919931,10919.931,8.39,130000000
2024-07-02,8341,10871931,10871.931,8.36,130000000
2024-07-03,8341,10967931,10967.931,8.43,130000000
2024-07-04,8341,11007931,11007.931,8.46,130000000
2024-07-05,8341,11015931,11015.931,8.47,130000000
2024-07-08,8341,11035931,11035.931,8.48,130000000
2024-07-09,8341,11047579,11047.579,8.49,130000000
2024-07-10,8341,11119753,11119.753,8.55,130000000
2024-07-11,8341,11129281,11129.281,8.56,130000000
2024-07-12,8341,11152722,11152.722,8.57,130000000
2024-07-15,8341,11150970,11150.97,8.57,130000000
2024-07-16,8341,11143302,11143.302,8.57,130000000
2024-07-17,8341,11144242,11144.242,8.57,130000000
2024-07-18,8341,11200242,11200.242,8.61,130000000
2024-07-19,8341,11623242,11623.242,8.94,130000000
2024-07-22,8341,11648242,11648.242,8.96,130000000
2024-07-23,8341,11619242,11619.242,8.93,130000000
2024-07-26,8341,11536242,11536.242,8.87,130000000
2024-07-29,8341,11586242,11586.242,8.91,130000000
2024-07-30,8341,11596242,11596.242,8.92,130000000
2024-07-31,8341,11552242,11552.242,8.88,130000000
2024-08-01,8341,11614242,11614.242,8.93,130000000
2024-08-02,8341,11560242,11560.242,8.89,130000000
2024-08-05,8341,11481042,11481.042,8.83,130000000
2024-08-06,8341,11449042,11449.042,8.8,130000000
2024-08-07,8341,11482042,11482.042,8.83,130000000
2024-08-08,8341,11404042,11404.042,8.77,130000000
2024-08-09,8341,11469042,11469.042,8.82,130000000
2024-08-12,8341,11508042,11508.042,8.85,130000000
2024-08-13,8341,11518724,11518.724,8.86,130000000
2024-08-14,8341,11487724,11487.724,8.83,130000000
2024-08-15,8341,11450724,11450.724,8.8,130000000
2024-08-16,8341,11439724,11439.724,8.79,130000000
2024-08-19,8341,11416724,11416.724,8.78,130000000
2024-08-20,8341,11372724,11372.724,8.74,130000000
2024-08-21,8341,11353724,11353.724,8.73,130000000
2024-08-22,8341,11341724,11341.724,8.72,130000000
2024-08-23,8341,11175724,11175.724,8.59,130000000
2024-08-26,8341,11225724,11225.724,8.63,130000000
2024-08-27,8341,11195724,11195.724,8.61,130000000
2024-08-28,8341,11160724,11160.724,8.58,130000000
2024-08-29,8341,11073665,11073.665,8.51,130000000
2024-08-30,8341,10990287,10990.287,8.45,130000000
2024-09-02,8341,10913287,10913.287,8.39,130000000
2024-09-03,8341,10915287,10915.287,8.39,130000000
2024-09-04,8341,10731287,10731.287,8.25,130000000
2024-09-05,8341,10621743,10621.743,8.17,130000000
2024-09-06,8341,10630743,10630.743,8.17,130000000
2024-09-09,8341,10478743,10478.743,8.06,130000000
2024-09-10,8341,10471743,10471.743,8.05,130000000
2024-09-11,8341,10448997,10448.997,8.03,130000000
2024-09-12,8341,10384997,10384.997,7.98,130000000
2024-09-13,8341,10388997,10388.997,7.99,130000000
2024-09-16,8341,10542997,10542.997,8.1,130000000
2024-09-18,8341,10463997,10463.997,8.04,130000000
2024-09-19,8341,10415997,10415.997,8.01,130000000
2024-09-20,8341,10403660,10403.66,8.0,130000000
2024-09-23,8341,10415660,10415.66,8.01,130000000
2024-09-24,8341,10368660,10368.66,7.97,130000000
2024-09-25,8341,10354908,10354.908,7.96,130000000
2024-09-26,8341,10379504,10379.504,7.98,130000000
2024-09-27,8341,10435504,10435.504,8.02,130000000
2024-09-30,8341,10374250,10374.25,7.98,130000000
2024-10-01,8341,10354121,10354.121,7.96,130000000
2024-10-04,8341,10328232,10328.232,7.94,130000000
2024-10-07,8341,10715332,10715.332,8.24,130000000
2024-10-08,8341,10602332,10602.332,8.15,130000000
2024-10-09,8341,10590332,10590.332,8.14,130000000
2024-10-11,8341,10533332,10533.332,8.1,130000000
2024-10-14,8341,10553332,10553.332,8.11,130000000
2024-10-15,8341,10559332,10559.332,8.12,130000000
2024-10-16,8341,10784396,10784.396,8.29,130000000
2024-10-17,8341,10772959,10772.959,8.28,130000000
2024-10-18,8341,11075109,11075.109,8.51,130000000
2024-10-21,8341,11196662,11196.662,8.61,130000000
2024-10-22,8341,11185718,11185.718,8.6,130000000
2024-10-23,8341,11154271,11154.271,8.58,130000000
2024-10-24,8341,11114855,11114.855,8.54,130000000
2024-10-25,8341,11065855,11065.855,8.51,130000000
2024-10-28,8341,11106408,11106.408,8.54,130000000
2024-10-29,8341,11073302,11073.302,8.51,130000000
2024-10-30,8341,11070302,11070.302,8.51,130000000
2024-11-01,8341,11119002,11119.002,8.55,130000000
2024-11-04,8341,11092002,11092.002,8.53,130000000
2024-11-05,8341,11083946,11083.946,8.52,130000000
2024-11-06,8341,11055370,11055.37,8.5,130000000
2024-11-07,8341,11333370,11333.37,8.71,130000000
2024-11-08,8341,11478771,11478.771,8.82,130000000
2024-11-11,8341,11618876,11618.876,8.93,130000000
2024-11-12,8341,11352876,11352.876,8.73,130000000
2024-11-13,8341,11102137,11102.137,8.54,130000000
2024-11-14,8341,11158137,11158.137,8.58,130000000
2024-11-15,8341,10991137,10991.137,8.45,130000000
2024-11-18,8341,10894137,10894.137,8.38,130000000
2024-11-19,8341,10836992,10836.992,8.33,130000000
2024-11-20,8341,10737823,10737.823,8.25,130000000
2024-11-21,8341,10715823,10715.823,8.24,130000000
2024-11-22,8341,10723823,10723.823,8.24,130000000
2024-11-25,8341,10764076,10764.076,8.28,130000000
2024-11-26,8341,10867547,10867.547,8.35,130000000
2024-11-27,8341,10696852,10696.852,8.22,130000000
2024-11-28,8341,10612858,10612.858,8.16,130000000
2024-11-29,8341,10046316,10046.316,7.72,130000000
2024-12-02,8341,9985266,9985.266,7.68,130000000
2024-12-03,8341,9877786,9877.786,7.59,130000000
2024-12-04,8341,9827157,9827.157,7.55,130000000
2024-12-05,8341,9759976,9759.976,7.5,130000000
2024-12-06,8341,9746097,9746.097,7.49,130000000
2024-12-09,8341,9766957,9766.957,7.51,130000000
2024-12-10,8341,9736019,9736.019,7.48,130000000
2024-12-11,8341,9709457,9709.457,7.46,130000000
2024-12-12,8341,9716540,9716.54,7.47,130000000
2024-12-13,8341,9488313,9488.313,7.29,130000000
2024-12-16,8341,9449095,9449.095,7.26,130000000
2024-12-17,8341,9384816,9384.816,7.21,130000000
2024-12-18,8341,9398773,9398.773,7.22,130000000
2024-12-19,8341,9185757,9185.757,7.06,130000000
2024-12-20,8341,9142063,9142.063,7.03,130000000
2024-12-23,8341,9140995,9140.995,7.03,130000000
2024-12-24,8341,9143995,9143.995,7.03,130000000
2024-12-25,8341,9130412,9130.412,7.02,130000000
2024-12-26,8341,9061412,9061.412,6.97,130000000
2024-12-27,8341,9059491,9059.491,6.96,130000000
2024-12-30,8341,8926491,8926.491,6.86,130000000
2024-12-31,8341,8900503,8900.503,6.84,130000000
2025-01-02,8341,8882713,8882.713,6.83,130000000
2025-01-03,8341,8776713,8776.713,6.75,130000000
2025-01-06,8341,8797183,8797.183,6.76,130000000
2025-01-07,8341,8751183,8751.183,6.73,130000000
2025-01-08,8341,8711214,8711.214,6.7,130000000
2025-01-09,8341,8639214,8639.214,6.64,130000000
2025-01-10,8341,8664214,8664.214,6.66,130000000
2025-01-13,8341,8700214,8700.214,6.69,130000000
2025-01-14,8341,8731223,8731.223,6.71,130000000
2025-01-15,8341,8729226,8729.226,6.71,130000000
2025-01-16,8341,8741859,8741.859,6.72,130000000
2025-01-17,8341,8741315,8741.315,6.72,130000000
2025-01-20,8341,8752315,8752.315,6.73,130000000
2025-01-21,8341,8757651,8757.651,6.73,130000000
2025-01-22,8341,8760902,8760.902,6.73,130000000
2025-01-23,8341,8760902,8760.902,6.73,130000000
2025-01-24,8341,8760902,8760.902,6.73,130000000
2025-02-03,8341,8758362,8758.362,6.73,130000000
2025-02-04,8341,8733362,8733.362,6.71,130000000
2025-02-05,8341,8722754,8722.754,6.7,130000000
2025-02-06,8341,8723111,8723.111,6.71,130000000
2025-02-07,8341,8708496,8708.496,6.69,130000000
2025-02-10,8341,8694496,8694.496,6.68,130000000
2025-02-11,8341,8678862,8678.862,6.67,130000000
2025-02-12,8341,8707436,8707.436,6.69,130000000
2025-02-13,8341,8801436,8801.436,6.77,130000000
2025-02-14,8341,8456436,8456.436,6.5,130000000
2025-02-17,8341,8462436,8462.436,6.5,130000000
2025-02-18,8341,8421436,8421.436,6.47,130000000
2025-02-19,8341,8434436,8434.436,6.48,130000000
2025-02-20,8341,8420436,8420.436,6.47,130000000
2025-02-21,8341,8411503,8411.503,6.47,130000000
2025-02-24,8341,8455503,8455.503,6.5,130000000
2025-02-25,8341,8432503,8432.503,6.48,130000000
2025-02-26,8341,8291503,8291.503,6.37,130000000
2025-02-27,8341,8279503,8279.503,6.36,130000000
2025-03-03,8341,8262503,8262.503,6.35,130000000
2025-03-04,8341,8236094,8236.094,6.33,130000000
2025-03-05,8341,8201094,8201.094,6.3,130000000
2025-03-06,8341,8201119,8201.119,6.3,130000000
2025-03-07,8341,8138119,8138.119,6.26,130000000
2025-03-10,8341,8160119,8160.119,6.27,130000000
2025-03-11,8341,8114119,8114.119,6.24,130000000
2025-03-12,8341,8090119,8090.119,6.22,130000000
2025-03-13,8341,8072119,8072.119,6.2,130000000
2025-03-14,8341,8009626,8009.626,6.16,130000000
2025-03-17,8341,8023626,8023.626,6.17,130000000
2025-03-18,8341,7954626,7954.626,6.11,130000000
2025-03-19,8341,7912626,7912.626,6.08,130000000
2025-03-20,8341,7899305,7899.305,6.07,130000000
2025-03-21,8341,7877341,7877.341,6.05,130000000
2025-03-24,8341,7882341,7882.341,6.06,130000000
2025-03-25,8341,7857341,7857.341,6.04,130000000
2025-03-26,8341,7942341,7942.341,6.1,130000000
2025-03-27,8341,7942341,7942.341,6.1,130000000
