date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-29,5234,4296913,4296.913,4.18,102715911
2024-05-30,5234,3930913,3930.913,3.82,102715911
2024-05-31,5234,3544913,3544.913,3.45,102715911
2024-06-03,5234,3426913,3426.913,3.33,102715911
2024-06-04,5234,3320913,3320.913,3.23,102715911
2024-06-05,5234,3250913,3250.913,3.16,102715911
2024-06-06,5234,3086913,3086.913,3.0,102715911
2024-06-07,5234,3046913,3046.913,2.96,102715911
2024-06-11,5234,3044913,3044.913,2.96,102715911
2024-06-12,5234,3078913,3078.913,2.99,102715911
2024-06-13,5234,3218913,3218.913,3.13,102715911
2024-06-14,5234,3101913,3101.913,3.01,102715911
2024-06-17,5234,3033913,3033.913,2.95,102715911
2024-06-18,5234,2858913,2858.913,2.78,102715911
2024-06-19,5234,2992913,2992.913,2.91,102715911
2024-06-20,5234,3093913,3093.913,3.01,102715911
2024-06-21,5234,3114913,3114.913,3.03,102715911
2024-06-24,5234,2589013,2589.013,2.52,102715911
2024-06-25,5234,3082013,3082.013,3.0,102715911
2024-06-26,5234,3011013,3011.013,2.93,102715911
2024-06-27,5234,2910013,2910.013,2.83,102715911
2024-06-28,5234,2989013,2989.013,2.9,102715911
2024-07-01,5234,2923013,2923.013,2.84,102715911
2024-07-02,5234,2589013,2589.013,2.52,102715911
2024-07-03,5234,2546979,2546.979,2.47,102715911
2024-07-04,5234,2379979,2379.979,2.31,102715911
2024-07-05,5234,2417993,2417.993,2.35,102715911
2024-07-08,5234,2243293,2243.293,2.18,102715911
2024-07-09,5234,2181293,2181.293,2.12,102715911
2024-07-10,5234,2293293,2293.293,2.23,102715911
2024-07-11,5234,2327293,2327.293,2.26,102715911
2024-07-12,5234,2493930,2493.93,2.42,102715911
2024-07-15,5234,2416930,2416.93,2.35,102715911
2024-07-16,5234,2335930,2335.93,2.27,102715911
2024-07-17,5234,3273780,3273.78,3.18,102715911
2024-07-18,5234,3578720,3578.72,3.48,102715911
2024-07-19,5234,3444720,3444.72,3.35,102715911
2024-07-22,5234,3143720,3143.72,3.06,102715911
2024-07-23,5234,3301570,3301.57,3.21,102715911
2024-07-26,5234,3091570,3091.57,3.0,102715911
2024-07-29,5234,2804570,2804.57,2.73,102715911
2024-07-30,5234,2913570,2913.57,2.83,102715911
2024-07-31,5234,2853570,2853.57,2.77,102715911
2024-08-01,5234,2901570,2901.57,2.82,102715911
2024-08-02,5234,2845570,2845.57,2.77,102715911
2024-08-05,5234,2710570,2710.57,2.63,102715911
2024-08-06,5234,3075570,3075.57,2.99,102715911
2024-08-07,5234,3809570,3809.57,3.7,102715911
2024-08-08,5234,3747570,3747.57,3.64,102715911
2024-08-09,5234,3515570,3515.57,3.42,102715911
2024-08-12,5234,3396570,3396.57,3.3,102715911
2024-08-13,5234,3476570,3476.57,3.38,102715911
2024-08-14,5234,3609570,3609.57,3.51,102715911
2024-08-15,5234,3930570,3930.57,3.82,102715911
2024-08-16,5234,4012570,4012.57,3.9,102715911
2024-08-19,5234,3992570,3992.57,3.88,102715911
2024-08-20,5234,4362570,4362.57,4.24,102715911
2024-08-21,5234,4185074,4185.074,4.07,102715911
2024-08-22,5234,4183074,4183.074,4.07,102715911
2024-08-23,5234,3966074,3966.074,3.86,102715911
2024-08-26,5234,4215074,4215.074,4.1,102715911
2024-08-27,5234,4355074,4355.074,4.23,102715911
2024-08-28,5234,4246074,4246.074,4.13,102715911
2024-08-29,5234,4628074,4628.074,4.5,102715911
2024-08-30,5234,4123074,4123.074,4.01,102715911
2024-09-02,5234,4551074,4551.074,4.43,102715911
2024-09-03,5234,5203074,5203.074,5.06,102715911
2024-09-04,5234,5710074,5710.074,5.55,102715911
2024-09-05,5234,5080074,5080.074,4.94,102715911
2024-09-06,5234,4702074,4702.074,4.57,102715911
2024-09-09,5234,4877074,4877.074,4.74,102715911
2024-09-10,5234,4532074,4532.074,4.41,102715911
2024-09-11,5234,4537074,4537.074,4.41,102715911
2024-09-12,5234,4588995,4588.995,4.46,102715911
2024-09-13,5234,5111917,5111.917,4.97,102715911
2024-09-16,5234,6445887,6445.887,6.27,102715911
2024-09-18,5234,7412514,7412.514,7.21,102715911
2024-09-19,5234,9616454,9616.454,9.36,102715911
2024-09-20,5234,9958454,9958.454,9.69,102715911
2024-09-23,5234,9952454,9952.454,9.68,102715911
2024-09-24,5234,9921513,9921.513,9.65,102715911
2024-09-25,5234,9841513,9841.513,9.58,102715911
2024-09-26,5234,9698913,9698.913,9.44,102715911
2024-09-27,5234,9688913,9688.913,9.43,102715911
2024-09-30,5234,9670814,9670.814,9.41,102715911
2024-10-01,5234,9430814,9430.814,9.18,102715911
2024-10-04,5234,9519014,9519.014,9.26,102715911
2024-10-07,5234,9808014,9808.014,9.54,102715911
2024-10-08,5234,9510044,9510.044,9.25,102715911
2024-10-09,5234,9624044,9624.044,9.36,102715911
2024-10-11,5234,9629044,9629.044,9.37,102715911
2024-10-14,5234,9909144,9909.144,9.64,102715911
2024-10-15,5234,9262444,9262.444,9.01,102715911
2024-10-16,5234,9872025,9872.025,9.61,102715911
2024-10-17,5234,9999025,9999.025,9.73,102715911
2024-10-18,5234,9829025,9829.025,9.56,102715911
2024-10-21,5234,10064025,10064.025,9.79,102715911
2024-10-22,5234,9614896,9614.896,9.36,102715911
2024-10-23,5234,8945796,8945.796,8.7,102715911
2024-10-24,5234,8063888,8063.888,7.85,102715911
2024-10-25,5234,8015888,8015.888,7.8,102715911
2024-10-28,5234,8308888,8308.888,8.08,102715911
2024-10-29,5234,7992788,7992.788,7.78,102715911
2024-10-30,5234,8080588,8080.588,7.86,102715911
2024-11-01,5234,7764588,7764.588,7.55,102715911
2024-11-04,5234,7826588,7826.588,7.61,102715911
2024-11-05,5234,7864588,7864.588,7.65,102715911
2024-11-06,5234,7979588,7979.588,7.76,102715911
