date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-20,2881,2474915160,2474915.16,19.01,13014973243
2024-05-21,2881,2473489373,2473489.373,19.0,13014973243
2024-05-22,2881,2466814058,2466814.058,18.95,13014973243
2024-05-23,2881,2467165959,2467165.959,18.95,13014973243
2024-05-24,2881,2473613230,2473613.23,19.0,13014973243
2024-05-27,2881,2473951259,2473951.259,19.0,13014973243
2024-05-28,2881,2478200567,2478200.567,19.04,13014973243
2024-05-29,2881,2472402539,2472402.539,18.99,13014973243
2024-05-30,2881,2469754682,2469754.682,18.97,13014973243
2024-05-31,2881,2476699468,2476699.468,19.02,13014973243
2024-06-03,2881,2476960762,2476960.762,19.03,13014973243
2024-06-04,2881,2472774841,2472774.841,18.99,13014973243
2024-06-05,2881,2472493782,2472493.782,18.99,13014973243
2024-06-06,2881,2477525837,2477525.837,19.03,13014973243
2024-06-07,2881,2478486413,2478486.413,19.04,13014973243
2024-06-11,2881,2487021764,2487021.764,19.1,13014973243
2024-06-12,2881,2465651589,2465651.589,18.94,13014973243
2024-06-13,2881,2469452999,2469452.999,18.97,13014973243
2024-06-14,2881,2475717199,2475717.199,19.02,13014973243
2024-06-17,2881,2474238663,2474238.663,19.01,13014973243
2024-06-18,2881,2480409999,2480409.999,19.05,13014973243
2024-06-19,2881,2489941146,2489941.146,19.13,13014973243
2024-06-20,2881,2491957280,2491957.28,19.14,13014973243
2024-06-21,2881,2502199532,2502199.532,19.22,13014973243
2024-06-24,2881,2509798265,2509798.265,19.28,13014973243
2024-06-25,2881,2517466024,2517466.024,19.34,13014973243
2024-06-26,2881,2516874936,2516874.936,19.33,13014973243
2024-06-27,2881,2513835594,2513835.594,19.31,13014973243
2024-06-28,2881,2523362077,2523362.077,19.38,13014973243
2024-07-01,2881,2526115773,2526115.773,19.4,13014973243
2024-07-02,2881,2525113826,2525113.826,19.4,13014973243
2024-07-03,2881,2540153260,2540153.26,19.51,13014973243
2024-07-04,2881,2540701529,2540701.529,19.52,13014973243
2024-07-05,2881,2543786940,2543786.94,19.54,13014973243
2024-07-08,2881,2542776000,2542776.0,19.53,13014973243
2024-07-09,2881,2544621556,2544621.556,19.55,13014973243
2024-07-10,2881,2547325700,2547325.7,19.57,13014973243
2024-07-11,2881,2559381779,2559381.779,19.66,13014973243
2024-07-12,2881,2561332508,2561332.508,19.67,13014973243
2024-07-15,2881,2575178707,2575178.707,19.78,13014973243
2024-07-16,2881,2573186405,2573186.405,19.77,13014973243
2024-07-17,2881,2562879019,2562879.019,19.69,13014973243
2024-07-18,2881,2566205579,2566205.579,19.71,13014973243
2024-07-19,2881,2574768563,2574768.563,19.78,13014973243
2024-07-22,2881,2597095799,2597095.799,19.95,13014973243
2024-07-23,2881,2599057732,2599057.732,19.96,13014973243
2024-07-26,2881,2594970843,2594970.843,19.93,13014973243
2024-07-29,2881,2596852246,2596852.246,19.95,13014973243
2024-07-30,2881,2592728722,2592728.722,19.92,13014973243
2024-07-31,2881,2597105284,2597105.284,19.95,13014973243
2024-08-01,2881,2599999049,2599999.049,19.97,13014973243
2024-08-02,2881,2602086793,2602086.793,19.99,13014973243
2024-08-05,2881,2608858870,2608858.87,20.04,13014973243
2024-08-06,2881,2612561434,2612561.434,20.07,13014973243
2024-08-07,2881,2609764932,2609764.932,20.05,13014973243
2024-08-08,2881,2611817889,2611817.889,20.06,13014973243
2024-08-09,2881,2615897638,2615897.638,20.09,13014973243
2024-08-12,2881,2612889809,2612889.809,20.07,13014973243
2024-08-13,2881,2610483453,2610483.453,20.05,13014973243
2024-08-14,2881,2620733018,2620733.018,20.13,13014973243
2024-08-15,2881,2622634194,2622634.194,20.15,13014973243
2024-08-16,2881,2648302542,2648302.542,20.34,13014973243
2024-08-19,2881,2641471872,2641471.872,20.29,13014973243
2024-08-20,2881,2641304228,2641304.228,20.29,13014973243
2024-08-21,2881,2643690093,2643690.093,20.31,13014973243
2024-08-22,2881,2642319260,2642319.26,20.3,13014973243
