date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-07-23,6756,2548374,2548.374,3.66,69561000
2024-07-26,6756,2575374,2575.374,3.7,69561000
2024-07-29,6756,2583374,2583.374,3.71,69561000
2024-07-30,6756,2593374,2593.374,3.72,69561000
2024-07-31,6756,2548374,2548.374,3.66,69561000
2024-08-01,6756,2577374,2577.374,3.7,69561000
2024-08-02,6756,2569374,2569.374,3.69,69561000
2024-08-05,6756,2534374,2534.374,3.64,69561000
2024-08-06,6756,2656374,2656.374,3.81,69561000
2024-08-07,6756,2832374,2832.374,4.07,69561000
2024-08-08,6756,2835374,2835.374,4.07,69561000
2024-08-09,6756,2802374,2802.374,4.02,69561000
2024-08-12,6756,2825374,2825.374,4.06,69561000
2024-08-13,6756,2843374,2843.374,4.08,69561000
2024-08-14,6756,2853374,2853.374,4.1,69561000
2024-08-15,6756,2841374,2841.374,4.08,69561000
2024-08-16,6756,2853374,2853.374,4.1,69561000
2024-08-19,6756,2844374,2844.374,4.08,69561000
2024-08-20,6756,2845374,2845.374,4.09,69561000
2024-08-21,6756,2865460,2865.46,4.11,69561000
2024-08-22,6756,2879460,2879.46,4.13,69561000
2024-08-23,6756,2879092,2879.092,4.13,69561000
2024-08-26,6756,2908092,2908.092,4.18,69561000
2024-08-27,6756,2901092,2901.092,4.17,69561000
2024-08-28,6756,2903092,2903.092,4.17,69561000
2024-08-29,6756,2942092,2942.092,4.22,69561000
2024-08-30,6756,2935458,2935.458,4.21,69561000
2024-09-02,6756,2972458,2972.458,4.27,69561000
2024-09-03,6756,2973460,2973.46,4.27,69561000
2024-09-04,6756,2950460,2950.46,4.24,69561000
2024-09-05,6756,2986460,2986.46,4.29,69561000
2024-09-06,6756,2984460,2984.46,4.29,69561000
2024-09-09,6756,3075460,3075.46,4.42,69561000
2024-09-10,6756,3179460,3179.46,4.57,69561000
2024-09-11,6756,3072460,3072.46,4.41,69561000
2024-09-12,6756,3071460,3071.46,4.41,69561000
2024-09-13,6756,3099460,3099.46,4.45,69561000
2024-09-16,6756,3178460,3178.46,4.56,69561000
2024-09-18,6756,3091460,3091.46,4.44,69561000
2024-09-19,6756,3065460,3065.46,4.4,69561000
2024-09-20,6756,3122460,3122.46,4.48,69561000
2024-09-23,6756,3128460,3128.46,4.49,69561000
2024-09-24,6756,3114459,3114.459,4.47,69561000
2024-09-25,6756,3171459,3171.459,4.55,69561000
2024-09-26,6756,2994559,2994.559,4.3,69561000
2024-09-27,6756,2999559,2999.559,4.31,69561000
2024-09-30,6756,3012559,3012.559,4.33,69561000
2024-10-01,6756,3073559,3073.559,4.41,69561000
2024-10-04,6756,3027559,3027.559,4.35,69561000
2024-10-07,6756,3033559,3033.559,4.36,69561000
2024-10-08,6756,3024559,3024.559,4.34,69561000
2024-10-09,6756,3044559,3044.559,4.37,69561000
2024-10-11,6756,3000559,3000.559,4.31,69561000
2024-10-14,6756,2955559,2955.559,4.24,69561000
2024-10-15,6756,2947559,2947.559,4.23,69561000
2024-10-16,6756,2922003,2922.003,4.2,69561000
2024-10-17,6756,2996003,2996.003,4.3,69561000
2024-10-18,6756,2964003,2964.003,4.26,69561000
2024-10-21,6756,3008003,3008.003,4.32,69561000
2024-10-22,6756,3006003,3006.003,4.32,69561000
2024-10-23,6756,3001003,3001.003,4.31,69561000
2024-10-24,6756,2957003,2957.003,4.25,69561000
2024-10-25,6756,2951003,2951.003,4.24,69561000
2024-10-28,6756,2963003,2963.003,4.25,69561000
2024-10-29,6756,2935003,2935.003,4.21,69561000
2024-10-30,6756,2942003,2942.003,4.22,69561000
2024-11-01,6756,2928003,2928.003,4.2,69561000
2024-11-04,6756,2915003,2915.003,4.19,69561000
2024-11-05,6756,2961003,2961.003,4.25,69561000
2024-11-06,6756,2970003,2970.003,4.26,69561000
2024-11-07,6756,2790003,2790.003,4.01,69561000
2024-11-08,6756,2821003,2821.003,4.05,69561000
2024-11-11,6756,2795500,2795.5,4.01,69561000
2024-11-12,6756,2629500,2629.5,3.78,69561000
2024-11-13,6756,2679500,2679.5,3.85,69561000
2024-11-14,6756,2671500,2671.5,3.84,69561000
2024-11-15,6756,2626500,2626.5,3.77,69561000
2024-11-18,6756,2632550,2632.55,3.78,69561000
2024-11-19,6756,2636082,2636.082,3.78,69561000
2024-11-20,6756,2613413,2613.413,3.75,69561000
2024-11-21,6756,2659542,2659.542,3.82,69561000
2024-11-22,6756,2630051,2630.051,3.78,69561000
2024-11-25,6756,2568888,2568.888,3.69,69561000
2024-11-26,6756,2558888,2558.888,3.67,69561000
2024-11-27,6756,2482180,2482.18,3.56,69561000
2024-11-28,6756,2490180,2490.18,3.57,69561000
2024-11-29,6756,2405472,2405.472,3.45,69561000
2024-12-02,6756,2427472,2427.472,3.48,69561000
2024-12-03,6756,2268764,2268.764,3.26,69561000
2024-12-04,6756,2278204,2278.204,3.27,69561000
2024-12-05,6756,2238496,2238.496,3.21,69561000
2024-12-06,6756,2260496,2260.496,3.24,69561000
2024-12-09,6756,2093496,2093.496,3.0,69561000
2024-12-10,6756,2163496,2163.496,3.11,69561000
2024-12-11,6756,2115496,2115.496,3.04,69561000
2024-12-12,6756,2080496,2080.496,2.99,69561000
