date,stock_id,foreign_shares,foreign_shares_lot,foreign_ratio,issued_shares
2024-05-08,3680,14209836,14209.836,15.06,94297504
2024-05-09,3680,14265856,14265.856,15.12,94297504
2024-05-10,3680,13954856,13954.856,14.79,94297504
2024-05-13,3680,14059856,14059.856,14.91,94297504
2024-05-14,3680,13942346,13942.346,14.78,94297504
2024-05-15,3680,13890246,13890.246,14.73,94297504
2024-05-16,3680,14346440,14346.44,15.21,94297504
2024-05-17,3680,14465798,14465.798,15.34,94297504
2024-05-20,3680,14519798,14519.798,15.39,94297504
2024-05-21,3680,14392624,14392.624,15.26,94297504
2024-05-22,3680,14381624,14381.624,15.25,94297504
2024-05-23,3680,14380624,14380.624,15.25,94297504
2024-05-24,3680,14195624,14195.624,15.05,94297504
2024-05-27,3680,14459518,14459.518,15.33,94297504
2024-05-28,3680,14604518,14604.518,15.48,94297504
2024-05-29,3680,14674518,14674.518,15.56,94297504
2024-05-30,3680,14624518,14624.518,15.5,94297504
2024-05-31,3680,14895680,14895.68,15.79,94297504
2024-06-03,3680,15006680,15006.68,15.91,94297504
2024-06-04,3680,15828236,15828.236,16.78,94297504
2024-06-05,3680,15418236,15418.236,16.35,94297504
2024-06-06,3680,15305236,15305.236,16.23,94297504
2024-06-07,3680,15386215,15386.215,16.31,94297504
2024-06-11,3680,15309227,15309.227,16.23,94297504
2024-06-12,3680,15321615,15321.615,16.24,94297504
2024-06-13,3680,15303615,15303.615,16.22,94297504
2024-06-14,3680,15149615,15149.615,16.06,94297504
2024-06-17,3680,15118615,15118.615,16.03,94297504
2024-06-18,3680,14875615,14875.615,15.77,94297504
2024-06-19,3680,14925615,14925.615,15.82,94297504
2024-06-20,3680,15076615,15076.615,15.98,94297504
2024-06-21,3680,14695468,14695.468,15.58,94297504
2024-06-24,3680,14560468,14560.468,15.44,94297504
2024-06-25,3680,15117468,15117.468,16.03,94297504
2024-06-26,3680,15575468,15575.468,16.51,94297504
2024-06-27,3680,15740468,15740.468,16.69,94297504
2024-06-28,3680,16390178,16390.178,17.38,94297504
2024-07-01,3680,15962184,15962.184,16.92,94297504
2024-07-02,3680,16037025,16037.025,17.0,94297504
2024-07-03,3680,16741835,16741.835,17.75,94297504
2024-07-04,3680,17124942,17124.942,18.16,94297504
2024-07-05,3680,18282902,18282.902,19.38,94297504
2024-07-08,3680,18694095,18694.095,19.82,94297504
2024-07-09,3680,19272095,19272.095,20.43,94297504
2024-07-10,3680,19493037,19493.037,20.67,94297504
2024-07-11,3680,20372180,20372.18,21.6,94297504
2024-07-12,3680,20482417,20482.417,21.72,94297504
2024-07-15,3680,20936579,20936.579,22.2,94297504
2024-07-16,3680,21183123,21183.123,22.46,94297504
2024-07-17,3680,21828123,21828.123,23.14,94297504
2024-07-18,3680,21590752,21590.752,22.89,94297504
2024-07-19,3680,21735802,21735.802,23.05,94297504
2024-07-22,3680,21749802,21749.802,23.06,94297504
2024-07-23,3680,21651802,21651.802,22.96,94297504
2024-07-26,3680,21805085,21805.085,23.12,94297504
2024-07-29,3680,21490050,21490.05,22.78,94297504
2024-07-30,3680,21525884,21525.884,22.82,94297504
2024-07-31,3680,21431368,21431.368,22.72,94297504
2024-08-01,3680,21958368,21958.368,23.28,94297504
2024-08-02,3680,22131368,22131.368,23.46,94297504
2024-08-05,3680,22451368,22451.368,23.8,94297504
2024-08-06,3680,22496768,22496.768,23.85,94297504
2024-08-07,3680,22702834,22702.834,24.07,94297504
2024-08-08,3680,22578834,22578.834,23.94,94297504
2024-08-09,3680,23191215,23191.215,24.59,94297504
2024-08-12,3680,23497519,23497.519,24.91,94297504
2024-08-13,3680,24310669,24310.669,25.78,94297504
2024-08-14,3680,24988369,24988.369,26.49,94297504
2024-08-15,3680,25256746,25256.746,26.78,94297504
2024-08-16,3680,25658630,25658.63,27.21,94297504
2024-08-19,3680,26157630,26157.63,27.73,94297504
2024-08-20,3680,26531864,26531.864,28.13,94297504
2024-08-21,3680,26627923,26627.923,28.23,94297504
2024-08-22,3680,26647943,26647.943,28.25,94297504
2024-08-23,3680,26817408,26817.408,28.43,94297504
2024-08-26,3680,26546224,26546.224,28.15,94297504
2024-08-27,3680,27399913,27399.913,29.05,94297504
2024-08-28,3680,27998749,27998.749,29.69,94297504
2024-08-29,3680,28228939,28228.939,29.93,94297504
2024-08-30,3680,27891037,27891.037,29.57,94297504
2024-09-02,3680,27934027,27934.027,29.62,94297504
2024-09-03,3680,28246566,28246.566,29.95,94297504
2024-09-04,3680,28893088,28893.088,30.64,94297504
2024-09-05,3680,28515802,28515.802,30.24,94297504
2024-09-06,3680,28288779,28288.779,29.99,94297504
2024-09-09,3680,28139779,28139.779,29.84,94297504
2024-09-10,3680,28085779,28085.779,29.78,94297504
2024-09-11,3680,27997779,27997.779,29.69,94297504
2024-09-12,3680,28476776,28476.776,30.19,94297504
2024-09-13,3680,28694619,28694.619,30.42,94297504
2024-09-16,3680,28760139,28760.139,30.49,94297504
2024-09-18,3680,28767279,28767.279,30.5,94297504
2024-09-19,3680,28867349,28867.349,30.61,94297504
2024-09-20,3680,28710277,28710.277,30.44,94297504
2024-09-23,3680,29047277,29047.277,30.8,94297504
2024-09-24,3680,28769930,28769.93,30.5,94297504
2024-09-25,3680,28613930,28613.93,30.34,94297504
2024-09-26,3680,28407930,28407.93,30.12,94297504
2024-09-27,3680,28401340,28401.34,30.11,94297504
2024-09-30,3680,28355987,28355.987,30.07,94297504
2024-10-01,3680,28790087,28790.087,30.53,94297504
2024-10-04,3680,28389087,28389.087,30.1,94297504
2024-10-07,3680,28804111,28804.111,30.54,94297504
2024-10-08,3680,28839101,28839.101,30.58,94297504
2024-10-09,3680,28687105,28687.105,30.42,94297504
2024-10-11,3680,28689075,28689.075,30.42,94297504
2024-10-14,3680,28678065,28678.065,30.41,94297504
2024-10-15,3680,28680065,28680.065,30.41,94297504
2024-10-16,3680,28676567,28676.567,30.41,94297504
2024-10-17,3680,28474017,28474.017,30.19,94297504
2024-10-18,3680,28479317,28479.317,30.2,94297504
2024-10-21,3680,28420297,28420.297,30.13,94297504
2024-10-22,3680,28404137,28404.137,30.12,94297504
2024-10-23,3680,28322143,28322.143,30.03,94297504
2024-10-24,3680,28126143,28126.143,29.82,94297504
2024-10-25,3680,27727787,27727.787,29.4,94297504
2024-10-28,3680,28071033,28071.033,29.76,94297504
2024-10-29,3680,28042920,28042.92,29.73,94297504
2024-10-30,3680,27916920,27916.92,29.6,94297504
2024-11-01,3680,28126670,28126.67,29.82,94297504
2024-11-04,3680,27990670,27990.67,29.68,94297504
2024-11-05,3680,27939670,27939.67,29.62,94297504
2024-11-06,3680,27869720,27869.72,29.55,94297504
2024-11-07,3680,27370780,27370.78,29.02,94297504
2024-11-08,3680,27239636,27239.636,28.88,94297504
2024-11-11,3680,27346434,27346.434,29.0,94297504
2024-11-12,3680,27520484,27520.484,29.18,94297504
2024-11-13,3680,27466927,27466.927,29.12,94297504
2024-11-14,3680,27454427,27454.427,29.11,94297504
2024-11-15,3680,27351427,27351.427,29.0,94297504
2024-11-18,3680,27347427,27347.427,29.0,94297504
2024-11-19,3680,27238062,27238.062,28.88,94297504
2024-11-20,3680,27277062,27277.062,28.92,94297504
2024-11-21,3680,27150357,27150.357,28.79,94297504
2024-11-22,3680,27113757,27113.757,28.75,94297504
2024-11-25,3680,27159027,27159.027,28.8,94297504
2024-11-26,3680,27194127,27194.127,28.83,94297504
2024-11-27,3680,27206277,27206.277,28.85,94297504
2024-11-28,3680,27296643,27296.643,28.94,94297504
2024-11-29,3680,27289546,27289.546,28.93,94297504
2024-12-02,3680,27313547,27313.547,28.96,94297504
2024-12-03,3680,27368071,27368.071,29.02,94297504
2024-12-04,3680,27676052,27676.052,29.34,94297504
2024-12-05,3680,27940530,27940.53,29.63,94297504
2024-12-06,3680,27900531,27900.531,29.58,94297504
2024-12-09,3680,27897532,27897.532,29.58,94297504
2024-12-10,3680,28010554,28010.554,29.7,94297504
2024-12-11,3680,28343555,28343.555,30.05,94297504
2024-12-12,3680,28606604,28606.604,30.33,94297504
2024-12-13,3680,28467902,28467.902,30.18,94297504
2024-12-16,3680,28344710,28344.71,30.05,94297504
2024-12-17,3680,27954529,27954.529,29.64,94297504
2024-12-18,3680,27787631,27787.631,29.46,94297504
2024-12-19,3680,27679431,27679.431,29.35,94297504
2024-12-20,3680,27553410,27553.41,29.21,94297504
2024-12-23,3680,27527513,27527.513,29.19,94297504
2024-12-24,3680,27525113,27525.113,29.18,94297504
2024-12-25,3680,27540743,27540.743,29.2,94297504
2024-12-26,3680,27418743,27418.743,29.07,94297504
2024-12-27,3680,27440743,27440.743,29.1,94297504
2024-12-30,3680,27451863,27451.863,29.11,94297504
2024-12-31,3680,27389363,27389.363,29.04,94297504
2025-01-02,3680,27352609,27352.609,29.0,94297504
2025-01-03,3680,27775609,27775.609,29.45,94297504
2025-01-06,3680,27982609,27982.609,29.67,94297504
2025-01-07,3680,28072909,28072.909,29.77,94297504
2025-01-08,3680,28002909,28002.909,29.69,94297504
2025-01-09,3680,27994818,27994.818,29.68,94297504
2025-01-10,3680,27990853,27990.853,29.68,94297504
2025-01-13,3680,27732070,27732.07,29.4,94297504
