date,open,high,low,close,volume,raw_open,raw_high,raw_low,raw_close,raw_volume,adjustment_factor
2024-01-02,19.5,19.5,19.35,19.4,611303.0,19.5,19.5,19.35,19.4,611303.0,1
2024-01-03,19.35,19.5,19.35,19.35,738359.0,19.35,19.5,19.35,19.35,738359.0,1
2024-01-04,19.35,19.45,19.3,19.3,545133.0,19.35,19.45,19.3,19.3,545133.0,1
2024-01-05,19.35,19.4,19.25,19.4,750671.0,19.35,19.4,19.25,19.4,750671.0,1
2024-01-08,19.4,19.4,19.3,19.3,494754.0,19.4,19.4,19.3,19.3,494754.0,1
2024-01-09,19.3,19.35,19.1,19.1,1198882.0,19.3,19.35,19.1,19.1,1198882.0,1
2024-01-10,19.1,19.15,19.0,19.05,1465500.0,19.1,19.15,19.0,19.05,1465500.0,1
2024-01-11,19.05,19.1,18.95,19.0,1035278.0,19.05,19.1,18.95,19.0,1035278.0,1
2024-01-12,19.0,19.05,18.95,18.95,1044306.0,19.0,19.05,18.95,18.95,1044306.0,1
2024-01-15,18.95,19.05,18.9,18.9,937229.0,18.95,19.05,18.9,18.9,937229.0,1
2024-01-16,18.9,18.9,18.55,18.6,2802125.0,18.9,18.9,18.55,18.6,2802125.0,1
2024-01-17,18.5,18.55,18.3,18.3,2583196.0,18.5,18.55,18.3,18.3,2583196.0,1
2024-01-18,18.3,18.4,18.1,18.2,1273812.0,18.3,18.4,18.1,18.2,1273812.0,1
2024-01-19,18.2,18.35,18.2,18.25,1160795.0,18.2,18.35,18.2,18.25,1160795.0,1
2024-01-22,18.3,18.35,18.15,18.2,1674912.0,18.3,18.35,18.15,18.2,1674912.0,1
2024-01-23,18.25,18.45,18.2,18.25,1084134.0,18.25,18.45,18.2,18.25,1084134.0,1
2024-01-24,18.25,18.55,18.25,18.35,1566812.0,18.25,18.55,18.25,18.35,1566812.0,1
2024-01-25,18.4,18.5,18.25,18.25,968992.0,18.4,18.5,18.25,18.25,968992.0,1
2024-01-26,18.3,18.5,18.25,18.35,1295198.0,18.3,18.5,18.25,18.35,1295198.0,1
2024-01-29,18.35,18.5,18.35,18.45,685167.0,18.35,18.5,18.35,18.45,685167.0,1
2024-01-30,18.45,18.5,18.25,18.25,867414.0,18.45,18.5,18.25,18.25,867414.0,1
2024-01-31,18.35,18.8,18.2,18.8,1843288.0,18.35,18.8,18.2,18.8,1843288.0,1
2024-02-01,18.6,18.8,18.55,18.7,1718183.0,18.6,18.8,18.55,18.7,1718183.0,1
2024-02-02,18.8,18.8,18.4,18.45,1208669.0,18.8,18.8,18.4,18.45,1208669.0,1
2024-02-05,18.4,18.45,18.25,18.3,1052812.0,18.4,18.45,18.25,18.3,1052812.0,1
2024-02-15,18.3,18.4,18.15,18.35,1468475.0,18.3,18.4,18.15,18.35,1468475.0,1
2024-02-16,18.35,18.5,18.3,18.4,1244274.0,18.35,18.5,18.3,18.4,1244274.0,1
2024-02-19,18.4,18.7,18.4,18.7,1158676.0,18.4,18.7,18.4,18.7,1158676.0,1
2024-02-20,18.7,18.75,18.4,18.45,939798.0,18.7,18.75,18.4,18.45,939798.0,1
2024-02-21,18.5,18.5,18.35,18.4,990693.0,18.5,18.5,18.35,18.4,990693.0,1
2024-02-22,18.35,18.4,18.25,18.3,1439030.0,18.35,18.4,18.25,18.3,1439030.0,1
2024-02-23,18.3,18.35,18.25,18.25,1322189.0,18.3,18.35,18.25,18.25,1322189.0,1
2024-02-26,18.25,18.3,18.2,18.25,1063094.0,18.25,18.3,18.2,18.25,1063094.0,1
2024-02-27,18.2,18.25,18.1,18.2,1729841.0,18.2,18.25,18.1,18.2,1729841.0,1
2024-02-29,18.2,18.2,18.1,18.2,1751505.0,18.2,18.2,18.1,18.2,1751505.0,1
2024-03-01,18.2,18.2,18.05,18.15,1374590.0,18.2,18.2,18.05,18.15,1374590.0,1
2024-03-04,18.05,18.05,17.9,17.95,2413263.0,18.05,18.05,17.9,17.95,2413263.0,1
2024-03-05,17.95,18.1,17.8,17.85,1739195.0,17.95,18.1,17.8,17.85,1739195.0,1
2024-03-06,17.8,17.8,17.45,17.6,4399022.0,17.8,17.8,17.45,17.6,4399022.0,1
2024-03-07,17.55,17.8,17.4,17.75,3411670.0,17.55,17.8,17.4,17.75,3411670.0,1
2024-03-08,17.6,17.75,17.5,17.6,1628332.0,17.6,17.75,17.5,17.6,1628332.0,1
2024-03-11,17.6,17.65,17.5,17.6,1834314.0,17.6,17.65,17.5,17.6,1834314.0,1
2024-03-12,17.55,17.65,17.55,17.6,3346469.0,17.55,17.65,17.55,17.6,3346469.0,1
2024-03-13,17.6,17.8,17.6,17.65,1779875.0,17.6,17.8,17.6,17.65,1779875.0,1
2024-03-14,17.65,17.8,17.6,17.6,1226406.0,17.65,17.8,17.6,17.6,1226406.0,1
2024-03-15,17.6,17.65,17.35,17.35,2257153.0,17.6,17.65,17.35,17.35,2257153.0,1
2024-03-18,17.3,17.35,16.95,17.15,3790513.0,17.3,17.35,16.95,17.15,3790513.0,1
2024-03-19,17.05,17.25,17.05,17.1,1483369.0,17.05,17.25,17.05,17.1,1483369.0,1
2024-03-20,17.05,17.1,16.75,16.85,3130700.0,17.05,17.1,16.75,16.85,3130700.0,1
2024-03-21,16.85,17.05,16.85,17.0,1538399.0,16.85,17.05,16.85,17.0,1538399.0,1
2024-03-22,17.05,17.1,16.95,17.0,949709.0,17.05,17.1,16.95,17.0,949709.0,1
2024-03-25,17.0,17.1,17.0,17.05,587600.0,17.0,17.1,17.0,17.05,587600.0,1
2024-03-26,17.1,17.3,17.1,17.1,1358591.0,17.1,17.3,17.1,17.1,1358591.0,1
2024-03-27,17.15,17.35,17.15,17.35,1510836.0,17.15,17.35,17.15,17.35,1510836.0,1
2024-03-28,17.45,17.45,17.2,17.3,1383839.0,17.45,17.45,17.2,17.3,1383839.0,1
2024-03-29,17.3,17.3,17.1,17.25,1386630.0,17.3,17.3,17.1,17.25,1386630.0,1
2024-04-01,17.2,17.3,17.15,17.3,502285.0,17.2,17.3,17.15,17.3,502285.0,1
2024-04-02,17.3,17.35,17.2,17.25,773073.0,17.3,17.35,17.2,17.25,773073.0,1
2024-04-03,17.25,17.25,17.1,17.15,730916.0,17.25,17.25,17.1,17.15,730916.0,1
2024-04-08,17.1,17.15,17.0,17.15,1097907.0,17.1,17.15,17.0,17.15,1097907.0,1
2024-04-09,17.15,17.6,17.15,17.5,2111557.0,17.15,17.6,17.15,17.5,2111557.0,1
2024-04-10,17.6,17.65,17.5,17.6,1091694.0,17.6,17.65,17.5,17.6,1091694.0,1
2024-04-11,17.6,17.6,17.3,17.3,725070.0,17.6,17.6,17.3,17.3,725070.0,1
2024-04-12,17.3,17.65,17.15,17.55,2062756.0,17.3,17.65,17.15,17.55,2062756.0,1
2024-04-15,17.55,17.65,17.4,17.4,1064710.0,17.55,17.65,17.4,17.4,1064710.0,1
2024-04-16,17.35,17.35,17.0,17.05,1552495.0,17.35,17.35,17.0,17.05,1552495.0,1
2024-04-17,17.05,17.2,17.05,17.15,1643146.0,17.05,17.2,17.05,17.15,1643146.0,1
2024-04-18,17.1,17.55,17.05,17.5,1395940.0,17.1,17.55,17.05,17.5,1395940.0,1
2024-04-19,17.45,17.55,17.05,17.15,1854496.0,17.45,17.55,17.05,17.15,1854496.0,1
2024-04-22,17.15,17.65,17.15,17.6,1842992.0,17.15,17.65,17.15,17.6,1842992.0,1
2024-04-23,17.5,17.7,17.5,17.6,1040369.0,17.5,17.7,17.5,17.6,1040369.0,1
2024-04-24,17.6,17.65,17.5,17.55,647737.0,17.6,17.65,17.5,17.55,647737.0,1
2024-04-25,17.5,17.8,17.45,17.8,1683189.0,17.5,17.8,17.45,17.8,1683189.0,1
2024-04-26,17.8,17.85,17.55,17.55,1385395.0,17.8,17.85,17.55,17.55,1385395.0,1
2024-04-29,17.55,18.0,17.55,18.0,2236303.0,17.55,18.0,17.55,18.0,2236303.0,1
2024-04-30,18.0,18.4,17.95,17.95,3560207.0,18.0,18.4,17.95,17.95,3560207.0,1
2024-05-02,17.95,17.95,17.7,17.85,1589702.0,17.95,17.95,17.7,17.85,1589702.0,1
2024-05-03,17.9,18.1,17.75,17.75,1262187.0,17.9,18.1,17.75,17.75,1262187.0,1
2024-05-06,17.85,17.9,17.75,17.75,1139751.0,17.85,17.9,17.75,17.75,1139751.0,1
2024-05-07,17.8,18.0,17.65,17.95,1724736.0,17.8,18.0,17.65,17.95,1724736.0,1
2024-05-08,18.0,18.0,17.85,17.85,590966.0,18.0,18.0,17.85,17.85,590966.0,1
2024-05-09,17.85,17.95,17.7,17.7,594956.0,17.85,17.95,17.7,17.7,594956.0,1
