date,open,high,low,close,volume,raw_open,raw_high,raw_low,raw_close,raw_volume,adjustment_factor
2024-01-02,64.5250591236206,64.80682794075432,63.39798385508574,63.60931046793603,8552945.0,45.8,46.0,45.0,45.15,8552945.0,1.408844085668572
2024-01-03,63.67975267221946,66.07478761785603,63.468426059369165,65.72257659643888,21190541.0,45.2,46.9,45.05,46.65,21190541.0,1.408844085668572
2024-01-04,65.72257659643888,66.07478761785603,64.31373251077031,64.38417471505375,12858334.0,46.65,46.9,45.65,45.7,12858334.0,1.408844085668572
2024-01-05,64.38417471505375,65.37036557502174,63.60931046793603,63.75019487650288,9642548.0,45.7,46.4,45.15,45.25,9642548.0,1.408844085668572
2024-01-08,63.96152148935317,64.38417471505375,63.116215037952024,63.116215037952024,8044774.0,45.4,45.7,44.8,44.8,8044774.0,1.408844085668572
2024-01-09,62.97533062938517,63.0457728336686,57.41039649099431,58.6079139638126,49649136.0,44.7,44.75,40.75,41.6,49649136.0,1.408844085668572
2024-01-10,58.6079139638126,61.0733911137326,58.396587350962314,60.86206450088231,21128787.0,41.6,43.35,41.45,43.2,21128787.0,1.408844085668572
2024-01-11,61.00294890944917,61.5664865437166,60.08720025376459,61.49604433943317,15714726.0,43.3,43.7,42.65,43.65,15714726.0,1.408844085668572
2024-01-12,60.79162229659888,61.14383331801602,59.94631584519774,59.94631584519774,9249122.0,43.15,43.4,42.55,42.55,9249122.0,1.408844085668572
2024-01-15,60.228084662331455,60.932506705165736,59.80543143663088,59.87587364091431,7638736.0,42.75,43.25,42.45,42.5,7638736.0,1.408844085668572
2024-01-16,59.66454702806403,59.73498923234745,58.6079139638126,58.67835616809602,9741044.0,42.35,42.4,41.6,41.65,9741044.0,1.408844085668572
2024-01-17,58.748798372379454,60.65073788803202,57.692165308128025,59.523662619497166,17580339.0,41.7,43.05,40.95,42.25,17580339.0,1.408844085668572
2024-01-18,59.45322041521374,59.80543143663088,58.04437632954517,58.18526073811202,10012195.0,42.2,42.45,41.2,41.3,10012195.0,1.408844085668572
2024-01-19,58.67835616809602,59.73498923234745,58.396587350962314,59.523662619497166,10120105.0,41.65,42.4,41.45,42.25,10120105.0,1.408844085668572
2024-01-22,59.59410482378059,63.39798385508574,59.59410482378059,62.20046638226745,29781728.0,42.3,45.0,42.3,44.15,29781728.0,1.408844085668572
2024-01-23,61.989139769417164,63.0457728336686,61.14383331801602,61.777813156566886,15242483.0,44.0,44.75,43.4,43.85,15242483.0,1.408844085668572
2024-01-24,62.20046638226745,62.48223519940117,61.0733911137326,61.0733911137326,8675562.0,44.15,44.35,43.35,43.35,8675562.0,1.408844085668572
2024-01-25,61.28471772658288,61.777813156566886,60.36896907089831,60.79162229659888,7586044.0,43.5,43.85,42.85,43.15,7586044.0,1.408844085668572
2024-01-26,60.79162229659888,61.42560213514974,59.382778210930304,59.382778210930304,6630033.0,43.15,43.6,42.15,42.15,6630033.0,1.408844085668572
2024-01-29,59.31233600664688,59.73498923234745,58.67835616809602,59.59410482378059,5545034.0,42.1,42.4,41.65,42.3,5545034.0,1.408844085668572
2024-01-30,59.80543143663088,59.80543143663088,58.88968278094631,58.96012498522974,5889619.0,42.45,42.45,41.8,41.85,5889619.0,1.408844085668572
2024-01-31,58.96012498522974,59.382778210930304,58.326145146678876,58.326145146678876,6676924.0,41.85,42.15,41.4,41.4,6676924.0,1.408844085668572
2024-02-01,58.18526073811202,60.29852686661488,57.90349192097831,60.15764245804803,13043990.0,41.3,42.8,41.1,42.7,13043990.0,1.408844085668572
2024-02-02,60.580295683748595,61.14383331801602,58.67835616809602,58.748798372379454,12141958.0,43.0,43.4,41.65,41.7,12141958.0,1.408844085668572
2024-02-05,58.67835616809602,59.1010093937966,57.55128089956117,57.55128089956117,10994019.0,41.65,41.95,40.85,40.85,10994019.0,1.408844085668572
2024-02-15,58.6079139638126,61.91869756513374,58.18526073811202,61.5664865437166,23933315.0,41.6,43.95,41.3,43.7,23933315.0,1.408844085668572
2024-02-16,62.20046638226745,64.5250591236206,61.70737095228345,63.32754165080232,37765474.0,44.15,45.8,43.8,44.95,37765474.0,1.408844085668572
2024-02-19,63.39798385508574,63.39798385508574,62.130024177984026,62.411792995117736,11666056.0,45.0,45.0,44.1,44.3,11666056.0,1.408844085668572
2024-02-20,62.48223519940117,63.820637080786305,61.28471772658288,61.28471772658288,14848073.0,44.35,45.3,43.5,43.5,14848073.0,1.408844085668572
2024-02-21,61.35515993086631,62.69356181225145,61.14383331801602,61.989139769417164,9668144.0,43.55,44.5,43.4,44.0,9668144.0,1.408844085668572
2024-02-22,62.834446220818315,63.186657242235455,61.989139769417164,61.989139769417164,9691068.0,44.6,44.85,44.0,44.0,9691068.0,1.408844085668572
2024-02-23,62.69356181225145,62.69356181225145,60.15764245804803,60.15764245804803,13043259.0,44.5,44.5,42.7,42.7,13043259.0,1.408844085668572
2024-02-26,60.36896907089831,65.08859675788803,60.36896907089831,64.59550132790403,47261239.0,42.85,46.2,42.85,45.85,47261239.0,1.408844085668572
2024-02-27,65.37036557502174,67.90628492922518,61.5664865437166,61.70737095228345,98685385.0,46.4,48.2,43.7,43.8,98685385.0,1.408844085668572
2024-02-29,61.636928748000024,61.70737095228345,60.580295683748595,60.65073788803202,15928184.0,43.75,43.8,43.0,43.05,15928184.0,1.408844085668572
2024-03-01,61.35515993086631,63.39798385508574,60.72118009231546,61.42560213514974,21071616.0,43.55,45.0,43.1,43.6,21071616.0,1.408844085668572
2024-03-04,62.130024177984026,63.96152148935317,61.0733911137326,61.0733911137326,21304995.0,44.1,45.4,43.35,43.35,21304995.0,1.408844085668572
2024-03-05,61.28471772658288,61.989139769417164,60.86206450088231,61.42560213514974,9361697.0,43.5,44.0,43.2,43.6,9361697.0,1.408844085668572
2024-03-06,61.35515993086631,61.49604433943317,60.43941127518174,60.580295683748595,9122865.0,43.55,43.65,42.9,43.0,9122865.0,1.408844085668572
2024-03-07,60.65073788803202,61.21427552229946,58.67835616809602,58.67835616809602,16044531.0,43.05,43.45,41.65,41.65,16044531.0,1.408844085668572
