date,open,high,low,close,volume
2025-03-03,87.21,83.2,60.0,71.3,749061.0
2025-03-04,72.0,78.8,66.3,77.3,328067.0
2025-03-10,69.68,72.1,69.8,71.6,226303.0
2025-03-11,70.87,71.5,66.5,68.7,161257.0
2025-03-14,67.84,66.9,61.7,63.2,172579.0
2025-03-17,63.44,63.3,61.7,62.7,164693.0
2025-03-18,62.75,77.0,62.9,72.8,323468.0
2026-05-07,65.8,70.2,64.9,70.2,1436499.0
2026-05-08,70.0,74.2,68.5,72.0,1292842.0
2026-05-11,74.3,74.9,70.0,71.4,726758.0
2026-05-12,72.1,74.5,70.3,71.0,524463.0
2026-05-13,70.5,70.5,67.6,67.8,424346.0
2026-05-14,68.3,68.4,66.0,66.1,232210.0
2026-05-15,66.0,67.5,64.6,65.2,267831.0
2026-05-18,64.5,64.5,61.2,62.7,182619.0
2026-05-19,62.9,63.0,58.8,60.1,393643.0
2026-05-20,60.6,62.1,60.2,60.9,116783.0
2026-05-21,62.0,63.3,61.5,62.0,137947.0
2026-05-22,62.1,64.3,61.9,63.8,281880.0
2026-05-25,66.2,67.9,64.8,66.7,282323.0
2026-05-26,67.2,73.3,67.1,73.3,1268582.0
2026-05-27,76.0,80.6,75.9,77.5,2148627.0
2026-05-28,77.0,78.5,74.1,74.1,852947.0
2026-05-29,75.5,76.8,74.0,74.7,312013.0
2026-06-01,76.6,76.6,71.2,71.6,469263.0
2026-06-02,71.7,71.9,69.6,70.7,242762.0
2026-06-03,70.9,73.1,70.0,71.3,281325.0
2026-06-04,71.5,72.2,68.3,68.7,397022.0
2026-06-05,68.7,68.7,66.0,66.5,305211.0
2026-06-08,59.9,64.7,59.9,64.3,206691.0
2026-06-09,64.5,69.0,64.5,68.3,131598.0
2026-06-10,66.8,67.7,63.3,63.4,178068.0
2026-06-11,62.9,65.5,61.6,64.8,172582.0
2026-06-12,66.1,67.2,65.1,65.1,150131.0
2026-06-15,66.4,67.6,65.1,66.3,183400.0
