date,open,high,low,close,volume,raw_open,raw_high,raw_low,raw_close,raw_volume,adjustment_factor
2024-01-02,57.15197027346593,58.309253160623335,56.97392675236478,57.775122597319914,5854086.0,64.2,65.5,64.0,64.9,5854086.0,0.8902176055056997
2024-01-03,57.68610083676934,58.042187878971625,57.330013794567066,57.41903555511763,3526950.0,64.8,65.2,64.4,64.5,3526950.0,0.8902176055056997
2024-01-04,57.68610083676934,57.68610083676934,56.61783971016251,56.79588323126364,2880223.0,64.8,64.8,63.6,63.8,2880223.0,0.8902176055056997
2024-01-05,56.79588323126364,57.15197027346593,56.70686147071307,56.70686147071307,1689366.0,63.8,64.2,63.7,63.7,1689366.0,0.8902176055056997
2024-01-08,56.70686147071307,57.24099203401649,56.17273090740965,56.261752667960224,2948827.0,63.7,64.3,63.1,63.2,2948827.0,0.8902176055056997
2024-01-09,56.61783971016251,56.70686147071307,55.90566562575794,56.083709146859086,1735564.0,63.6,63.7,62.8,63.0,1735564.0,0.8902176055056997
2024-01-10,56.261752667960224,56.528817949611934,55.90566562575794,55.99468738630851,1376201.0,63.2,63.5,62.8,62.9,1376201.0,0.8902176055056997
2024-01-11,56.083709146859086,56.17273090740965,55.46055682300509,55.7276221046568,2182094.0,63.0,63.1,62.3,62.6,2182094.0,0.8902176055056997
2024-01-12,55.7276221046568,55.7276221046568,55.19349154135338,55.19349154135338,2153056.0,62.6,62.6,62.0,62.0,2153056.0,0.8902176055056997
2024-01-15,55.63860034410623,55.7276221046568,55.282513301903954,55.37153506245453,1291358.0,62.5,62.6,62.1,62.2,1291358.0,0.8902176055056997
2024-01-16,55.19349154135338,55.19349154135338,54.39229569639826,54.39229569639826,3943195.0,62.0,62.0,61.1,61.1,3943195.0,0.8902176055056997
2024-01-17,54.303273935847685,54.74838273860053,53.50207809089255,53.50207809089255,4049710.0,61.0,61.5,60.1,60.1,4049710.0,0.8902176055056997
2024-01-18,53.591099851443126,53.9471868936454,53.324034569791415,53.68012161199369,1792437.0,60.2,60.6,59.9,60.3,1792437.0,0.8902176055056997
2024-01-19,53.68012161199369,53.9471868936454,53.50207809089255,53.68012161199369,1508208.0,60.3,60.6,60.1,60.3,1508208.0,0.8902176055056997
2024-01-22,53.9471868936454,53.9471868936454,53.50207809089255,53.50207809089255,1608873.0,60.6,60.6,60.1,60.1,1608873.0,0.8902176055056997
2024-01-23,53.858165133094836,53.858165133094836,53.41305633034198,53.591099851443126,1405596.0,60.5,60.5,60.0,60.2,1405596.0,0.8902176055056997
2024-01-24,53.68012161199369,54.303273935847685,53.591099851443126,53.858165133094836,1454506.0,60.3,61.0,60.2,60.5,1454506.0,0.8902176055056997
2024-01-25,53.858165133094836,54.036208654195974,53.68012161199369,53.769143372544264,1060633.0,60.5,60.7,60.3,60.4,1060633.0,0.8902176055056997
2024-01-26,53.9471868936454,54.48131745694882,53.9471868936454,54.39229569639826,1312914.0,60.6,61.2,60.6,61.1,1312914.0,0.8902176055056997
2024-01-29,54.39229569639826,54.74838273860053,54.303273935847685,54.57033921749939,1158178.0,61.1,61.5,61.0,61.3,1158178.0,0.8902176055056997
2024-01-30,54.57033921749939,54.65936097804996,53.769143372544264,53.769143372544264,1525293.0,61.3,61.4,60.4,60.4,1525293.0,0.8902176055056997
2024-01-31,53.769143372544264,53.858165133094836,53.41305633034198,53.50207809089255,1826531.0,60.4,60.5,60.0,60.1,1826531.0,0.8902176055056997
2024-02-01,53.9471868936454,54.21425217529711,53.68012161199369,54.21425217529711,1239240.0,60.6,60.9,60.3,60.9,1239240.0,0.8902176055056997
2024-02-02,54.21425217529711,54.303273935847685,53.68012161199369,53.858165133094836,1171590.0,60.9,61.0,60.3,60.5,1171590.0,0.8902176055056997
2024-02-05,53.769143372544264,53.769143372544264,53.50207809089255,53.769143372544264,1239640.0,60.4,60.4,60.1,60.4,1239640.0,0.8902176055056997
