date,open,high,low,close,volume
2025-03-03,23.5,23.5,23.0,23.15,213635.0
2025-03-04,23.15,23.15,22.6,23.0,188245.0
2025-03-10,24.0,24.0,23.2,23.7,513830.0
2025-03-11,23.4,24.0,23.25,23.9,564356.0
2025-03-14,23.8,23.85,23.45,23.8,202167.0
2025-03-17,23.65,24.35,23.65,23.8,909551.0
2025-03-18,23.9,24.05,23.55,23.55,1035518.0
2026-05-07,16.85,16.85,16.7,16.8,49978.0
2026-05-08,16.6,17.2,16.6,16.85,112206.0
2026-05-11,17.05,17.3,16.85,16.85,75450.0
2026-05-12,16.9,16.9,16.65,16.75,101726.0
2026-05-13,16.8,17.1,16.8,16.85,93829.0
2026-05-14,17.15,17.4,16.9,16.9,68389.0
2026-05-15,16.85,17.0,16.8,16.8,54604.0
2026-05-18,17.2,17.8,17.05,17.1,208087.0
2026-05-19,17.2,17.25,17.0,17.0,66032.0
2026-05-20,17.05,17.1,17.0,17.05,30746.0
2026-05-21,17.05,17.15,16.95,17.0,91715.0
2026-05-22,17.15,17.15,16.8,16.9,94702.0
2026-05-25,17.05,17.05,16.8,16.85,92358.0
2026-05-26,16.9,16.9,16.75,16.75,122773.0
2026-05-27,17.0,17.05,16.7,16.7,42473.0
2026-05-28,16.7,16.8,16.6,16.65,77969.0
2026-05-29,16.65,16.9,16.65,16.9,127187.0
2026-06-01,16.95,17.1,16.75,16.9,77309.0
2026-06-02,16.85,16.85,16.75,16.8,79064.0
2026-06-03,16.9,16.95,16.8,16.95,146419.0
