date,open,high,low,close,volume
2025-03-03,66.5,66.5,64.9,64.9,95386.0
2025-03-04,64.5,65.2,63.1,65.2,55131.0
2025-03-10,63.7,64.8,63.5,64.0,56661.0
2025-03-11,62.1,63.3,61.8,63.0,80095.0
2025-03-14,72.7,77.6,72.0,77.6,4716997.0
2025-03-17,81.4,85.2,81.0,83.7,7718110.0
2025-03-18,84.0,88.7,83.5,87.2,5376993.0
2026-05-07,60.1,60.1,58.6,58.8,133240.0
2026-05-08,58.8,59.9,57.7,58.0,182524.0
2026-05-11,57.9,57.9,57.0,57.0,201797.0
2026-05-12,57.0,57.0,56.0,56.3,210862.0
2026-05-13,56.0,56.2,55.2,56.2,110714.0
2026-05-14,56.5,58.6,56.5,57.5,239360.0
2026-05-15,58.2,62.4,58.1,60.0,1178630.0
2026-05-18,59.7,62.0,58.3,61.8,372125.0
2026-05-19,62.3,63.6,60.2,60.4,746886.0
2026-05-20,60.4,63.0,60.4,60.5,529730.0
2026-05-21,61.0,62.8,61.0,61.8,313869.0
2026-05-22,62.0,63.0,61.1,62.3,539720.0
2026-05-25,63.1,64.0,61.7,61.8,509196.0
2026-05-26,62.0,62.4,60.5,60.8,351410.0
2026-05-27,61.2,61.2,59.0,59.1,282267.0
2026-05-28,59.0,59.9,57.3,57.6,290735.0
2026-05-29,57.8,59.8,57.8,59.0,107164.0
2026-06-01,59.6,61.4,58.0,60.5,296028.0
2026-06-02,60.6,60.8,59.2,60.0,147610.0
2026-06-03,60.9,62.5,60.6,61.4,416635.0
2026-06-04,61.6,63.8,60.8,63.0,583555.0
