date,open,high,low,close,volume,raw_open,raw_high,raw_low,raw_close,raw_volume,adjustment_factor
2024-01-02,51.7,52.0,50.3,51.0,784036.0,51.7,52.0,50.3,51.0,784036.0,1.0
2024-01-03,51.0,51.1,50.1,50.6,491854.0,51.0,51.1,50.1,50.6,491854.0,1.0
2024-01-04,50.6,51.0,48.9,49.0,899120.0,50.6,51.0,48.9,49.0,899120.0,1.0
2024-01-05,49.0,49.9,48.3,48.3,575721.0,49.0,49.9,48.3,48.3,575721.0,1.0
2024-01-08,48.3,48.75,47.0,47.8,687956.0,48.3,48.75,47.0,47.8,687956.0,1.0
2024-01-09,48.25,48.25,46.9,47.0,560857.0,48.25,48.25,46.9,47.0,560857.0,1.0
2024-01-10,47.15,47.5,45.6,45.6,533250.0,47.15,47.5,45.6,45.6,533250.0,1.0
2024-01-11,46.4,49.1,45.9,48.1,1299062.0,46.4,49.1,45.9,48.1,1299062.0,1.0
2024-01-12,48.2,50.7,48.2,48.6,1199871.0,48.2,50.7,48.2,48.6,1199871.0,1.0
2024-01-15,50.2,50.2,48.75,48.95,452377.0,50.2,50.2,48.75,48.95,452377.0,1.0
2024-01-16,49.0,49.0,47.45,48.05,320641.0,49.0,49.0,47.45,48.05,320641.0,1.0
2024-01-17,48.05,48.2,47.1,48.0,342180.0,48.05,48.2,47.1,48.0,342180.0,1.0
2024-01-18,48.05,48.5,47.35,47.9,242287.0,48.05,48.5,47.35,47.9,242287.0,1.0
2024-01-19,48.25,48.6,47.55,47.55,203013.0,48.25,48.6,47.55,47.55,203013.0,1.0
2024-01-22,47.6,49.45,47.6,48.8,423109.0,47.6,49.45,47.6,48.8,423109.0,1.0
2024-01-23,48.9,50.0,48.9,49.6,494713.0,48.9,50.0,48.9,49.6,494713.0,1.0
2024-01-24,49.6,49.6,48.15,48.3,298270.0,49.6,49.6,48.15,48.3,298270.0,1.0
2024-01-25,48.3,48.55,47.85,48.15,137137.0,48.3,48.55,47.85,48.15,137137.0,1.0
2024-01-26,48.15,49.5,48.0,48.15,274733.0,48.15,49.5,48.0,48.15,274733.0,1.0
2024-01-29,48.35,49.5,48.35,49.5,379187.0,48.35,49.5,48.35,49.5,379187.0,1.0
2024-01-30,50.0,50.6,49.35,49.95,531313.0,50.0,50.6,49.35,49.95,531313.0,1.0
2024-01-31,49.9,51.0,49.7,50.2,573697.0,49.9,51.0,49.7,50.2,573697.0,1.0
2024-02-01,50.6,51.1,50.2,50.7,311468.0,50.6,51.1,50.2,50.7,311468.0,1.0
2024-02-02,50.8,51.7,50.8,51.5,433970.0,50.8,51.7,50.8,51.5,433970.0,1.0
2024-02-05,52.2,54.0,51.8,53.1,1604059.0,52.2,54.0,51.8,53.1,1604059.0,1.0
2024-02-15,55.0,58.2,54.5,56.3,2201233.0,55.0,58.2,54.5,56.3,2201233.0,1.0
2024-02-16,56.3,58.6,54.6,57.8,1954264.0,56.3,58.6,54.6,57.8,1954264.0,1.0
2024-02-19,57.8,58.2,57.0,57.4,1010267.0,57.8,58.2,57.0,57.4,1010267.0,1.0
2024-02-20,57.4,59.2,57.4,58.0,808287.0,57.4,59.2,57.4,58.0,808287.0,1.0
2024-02-21,58.0,58.8,57.4,58.3,762462.0,58.0,58.8,57.4,58.3,762462.0,1.0
2024-02-22,58.8,59.3,58.0,58.1,697361.0,58.8,59.3,58.0,58.1,697361.0,1.0
2024-02-23,58.1,58.8,58.1,58.2,618346.0,58.1,58.8,58.1,58.2,618346.0,1.0
2024-02-26,58.6,59.9,58.4,58.7,663894.0,58.6,59.9,58.4,58.7,663894.0,1.0
2024-02-27,58.7,59.7,58.3,59.1,669844.0,58.7,59.7,58.3,59.1,669844.0,1.0
