date,open,high,low,close,volume
2025-03-03,145.5,146.0,144.5,144.5,40203.0
2025-03-04,144.5,145.0,144.0,144.5,25403.0
2025-03-10,144.5,144.5,144.0,144.5,13285.0
2025-03-11,143.0,144.0,143.0,144.0,45625.0
2025-03-14,144.0,144.0,143.5,143.5,10071.0
2025-03-17,144.5,144.5,143.0,144.0,11641.0
2025-03-18,144.0,144.0,143.0,143.5,10564.0
2026-05-07,135.0,135.0,134.5,135.0,65919.0
2026-05-08,135.0,135.5,134.5,135.5,17749.0
2026-05-11,135.5,135.5,134.5,135.0,47616.0
2026-05-12,135.5,135.5,135.0,135.0,20121.0
2026-05-13,135.0,135.0,134.5,135.0,67691.0
2026-05-14,134.5,135.5,134.5,135.5,42200.0
2026-05-15,136.0,136.0,135.0,135.5,28196.0
2026-05-18,135.0,135.5,134.5,135.5,33651.0
2026-05-19,135.5,135.5,135.5,135.5,12856.0
2026-05-20,135.0,135.5,135.0,135.5,15055.0
2026-05-21,135.5,135.5,135.5,135.5,21113.0
2026-05-22,136.0,136.0,135.0,135.5,32177.0
2026-05-25,135.0,135.0,134.5,134.5,107577.0
2026-05-26,135.0,135.0,134.5,135.0,47821.0
2026-05-27,135.0,135.0,134.5,134.5,69147.0
2026-05-28,134.5,134.5,133.5,134.0,91058.0
2026-05-29,134.0,134.5,133.5,134.5,41321.0
2026-06-01,134.0,134.0,133.5,134.0,106532.0
2026-06-02,134.5,134.5,134.0,134.0,58511.0
2026-06-03,134.5,135.0,133.0,134.5,100516.0
2026-06-04,135.0,135.5,134.0,134.0,38861.0
2026-06-05,134.0,135.0,134.0,135.0,50146.0
2026-06-08,134.0,134.5,133.0,134.0,37234.0
2026-06-09,134.0,135.0,134.0,134.5,19891.0
2026-06-10,135.0,135.0,134.5,135.0,44198.0
2026-06-11,135.0,135.0,134.0,135.0,23461.0
2026-06-12,135.0,136.0,134.5,135.5,51414.0
2026-06-15,136.0,136.0,135.5,136.0,120772.0
2026-06-16,130.0,131.0,129.0,130.5,135545.0
2026-06-17,131.0,131.0,130.0,131.0,72586.0
2026-06-18,0.0,0.0,0.0,0.0,0.0
2026-06-22,134.0,134.5,130.5,131.0,113114.0
2026-06-23,131.0,131.0,130.0,130.0,38153.0
2026-06-24,130.0,130.5,130.0,130.5,13293.0
2026-06-25,130.5,130.5,130.0,130.5,19120.0
2026-06-26,130.0,130.5,129.5,130.0,76981.0
2026-06-29,130.0,131.0,130.0,130.5,33938.0
2026-06-30,130.5,130.5,130.0,130.0,30069.0
2026-07-01,130.0,130.0,129.5,130.0,29724.0
2026-07-02,130.0,130.0,129.0,129.5,28390.0
2026-07-03,129.5,130.0,129.0,130.0,38817.0
2026-07-06,130.0,130.0,129.5,130.0,21771.0
2026-07-07,130.0,130.0,129.0,130.0,26546.0
2026-07-08,129.5,129.5,129.0,129.5,26640.0
2026-07-09,129.5,129.5,129.0,129.5,21943.0
2026-07-13,129.5,129.5,129.0,129.5,45882.0
2026-07-14,129.5,129.5,129.0,129.5,28241.0
2026-07-15,129.5,130.0,129.5,130.0,12470.0
2026-07-16,130.0,130.0,129.5,129.5,14449.0
2026-07-17,129.5,130.0,129.5,129.5,42674.0
2026-07-20,129.5,130.0,129.5,130.0,32780.0
2026-07-21,130.0,131.0,130.0,130.5,49930.0
2026-07-22,130.5,130.5,130.0,130.0,29182.0
2026-07-23,130.0,130.5,130.0,130.0,18674.0
2026-07-24,130.0,130.0,129.5,129.5,21282.0
2026-07-27,130.0,130.5,129.5,130.5,21850.0
2026-07-28,130.0,130.0,129.5,130.0,27730.0
2026-07-29,129.5,130.5,129.0,129.5,41078.0
2026-07-30,129.5,130.0,129.0,129.5,38348.0
2026-07-31,130.0,130.0,129.5,130.0,12182.0
2026-08-03,130.0,130.5,129.5,130.0,28300.0
2026-08-04,130.0,130.5,130.0,130.0,5585.0
2026-08-05,130.0,130.5,130.0,130.5,20625.0
2026-08-06,130.5,131.0,129.5,130.0,24991.0
2026-08-07,130.5,130.5,130.0,130.5,28677.0
2026-08-10,130.5,130.5,130.0,130.5,15259.0
2026-08-11,130.0,130.5,129.5,130.5,15490.0
2026-08-12,129.5,130.0,129.5,130.0,34345.0
2026-08-13,130.5,131.0,130.0,131.0,28921.0
