date,open,high,low,close,volume,raw_open,raw_high,raw_low,raw_close,raw_volume,adjustment_factor
2024-01-02,63.14733376876385,63.291505763669704,62.85898977895215,63.291505763669704,99762.0,87.6,87.8,87.2,87.8,99762.0,0.7208599745292678
2024-01-03,63.14733376876385,63.14733376876385,62.714817784046296,63.07524777131093,177086.0,87.6,87.6,87.0,87.5,177086.0,0.7208599745292678
2024-01-04,63.07524777131093,63.21941976621678,62.78690378149922,62.93107577640507,113870.0,87.5,87.7,87.1,87.3,113870.0,0.7208599745292678
2024-01-05,62.93107577640507,62.93107577640507,62.714817784046296,62.85898977895215,91499.0,87.3,87.3,87.0,87.2,91499.0,0.7208599745292678
2024-01-08,62.85898977895215,63.07524777131093,62.85898977895215,63.003161773858004,72136.0,87.2,87.5,87.2,87.4,72136.0,0.7208599745292678
2024-01-09,63.07524777131093,63.07524777131093,62.64273178659337,62.78690378149922,100358.0,87.5,87.5,86.9,87.1,100358.0,0.7208599745292678
2024-01-10,62.78690378149922,62.78690378149922,62.57064578914044,62.64273178659337,86156.0,87.1,87.1,86.8,86.9,86156.0,0.7208599745292678
2024-01-11,62.64273178659337,63.21941976621678,62.64273178659337,63.07524777131093,80695.0,86.9,87.7,86.9,87.5,80695.0,0.7208599745292678
2024-01-12,63.21941976621678,63.36359176112264,63.07524777131093,63.07524777131093,73337.0,87.7,87.9,87.5,87.5,73337.0,0.7208599745292678
2024-01-15,63.07524777131093,63.21941976621678,63.003161773858004,63.07524777131093,77285.0,87.5,87.7,87.4,87.5,77285.0,0.7208599745292678
2024-01-16,62.714817784046296,62.78690378149922,62.42647379423458,62.57064578914044,168369.0,87.0,87.1,86.6,86.8,168369.0,0.7208599745292678
2024-01-17,62.35438779678166,62.42647379423458,61.489355827346536,61.70561381970531,519753.0,86.5,86.6,85.3,85.6,519753.0,0.7208599745292678
2024-01-18,61.70561381970531,61.70561381970531,60.91266784772313,61.34518383244068,289821.0,85.6,85.6,84.5,85.1,289821.0,0.7208599745292678
2024-01-19,61.27309783498776,61.849785814611174,61.27309783498776,61.70561381970531,113530.0,85.0,85.8,85.0,85.6,113530.0,0.7208599745292678
2024-01-22,61.99395780951703,62.282301799328735,61.63352782225239,62.282301799328735,90388.0,86.0,86.4,85.5,86.4,90388.0,0.7208599745292678
2024-01-23,62.282301799328735,62.282301799328735,62.06604380696995,62.13812980442288,63709.0,86.4,86.4,86.1,86.2,63709.0,0.7208599745292678
2024-01-24,61.56144182479947,62.13812980442288,61.56144182479947,62.06604380696995,93613.0,85.4,86.2,85.4,86.1,93613.0,0.7208599745292678
2024-01-25,62.13812980442288,62.210215801875805,61.70561381970531,61.849785814611174,158882.0,86.2,86.3,85.6,85.8,158882.0,0.7208599745292678
2024-01-26,61.849785814611174,62.57064578914044,61.849785814611174,62.35438779678166,80889.0,85.8,86.8,85.8,86.5,80889.0,0.7208599745292678
2024-01-29,61.921871812064104,62.714817784046296,61.921871812064104,62.714817784046296,76750.0,85.9,87.0,85.9,87.0,76750.0,0.7208599745292678
2024-01-30,62.714817784046296,62.714817784046296,62.57064578914044,62.57064578914044,67280.0,87.0,87.0,86.8,86.8,67280.0,0.7208599745292678
2024-01-31,62.57064578914044,62.78690378149922,62.282301799328735,62.57064578914044,161465.0,86.8,87.1,86.4,86.8,161465.0,0.7208599745292678
2024-02-01,62.57064578914044,63.003161773858004,62.42647379423458,63.003161773858004,45741.0,86.8,87.4,86.6,87.4,45741.0,0.7208599745292678
2024-02-02,63.003161773858004,63.14733376876385,62.57064578914044,63.14733376876385,102721.0,87.4,87.6,86.8,87.6,102721.0,0.7208599745292678
2024-02-05,63.14733376876385,63.291505763669704,62.85898977895215,63.291505763669704,111967.0,87.6,87.8,87.2,87.8,111967.0,0.7208599745292678
2024-02-15,63.291505763669704,63.291505763669704,62.714817784046296,62.93107577640507,211495.0,87.8,87.8,87.0,87.3,211495.0,0.7208599745292678
2024-02-16,62.93107577640507,63.14733376876385,62.714817784046296,63.003161773858004,146981.0,87.3,87.6,87.0,87.4,146981.0,0.7208599745292678
2024-02-19,63.003161773858004,63.21941976621678,63.003161773858004,63.14733376876385,104488.0,87.4,87.7,87.4,87.6,104488.0,0.7208599745292678
2024-02-20,63.291505763669704,63.435677758575565,63.07524777131093,63.07524777131093,163649.0,87.8,88.0,87.5,87.5,163649.0,0.7208599745292678
2024-02-21,63.07524777131093,63.36359176112264,62.85898977895215,63.003161773858004,132113.0,87.5,87.9,87.2,87.4,132113.0,0.7208599745292678
2024-02-22,63.003161773858004,63.003161773858004,62.714817784046296,62.85898977895215,151010.0,87.4,87.4,87.0,87.2,151010.0,0.7208599745292678
2024-02-23,62.714817784046296,62.85898977895215,62.714817784046296,62.714817784046296,113150.0,87.0,87.2,87.0,87.0,113150.0,0.7208599745292678
2024-02-26,62.714817784046296,63.07524777131093,62.282301799328735,62.85898977895215,285698.0,87.0,87.5,86.4,87.2,285698.0,0.7208599745292678
2024-02-27,62.85898977895215,62.85898977895215,62.49855979168752,62.85898977895215,186088.0,87.2,87.2,86.7,87.2,186088.0,0.7208599745292678
2024-02-29,62.64273178659337,63.07524777131093,62.64273178659337,62.64273178659337,129239.0,86.9,87.5,86.9,86.9,129239.0,0.7208599745292678
2024-03-01,62.64273178659337,62.714817784046296,62.35438779678166,62.64273178659337,162449.0,86.9,87.0,86.5,86.9,162449.0,0.7208599745292678
2024-03-04,62.49855979168752,62.714817784046296,62.42647379423458,62.64273178659337,191613.0,86.7,87.0,86.6,86.9,191613.0,0.7208599745292678
2024-03-05,62.49855979168752,63.14733376876385,62.49855979168752,62.93107577640507,168442.0,86.7,87.6,86.7,87.3,168442.0,0.7208599745292678
2024-03-06,62.93107577640507,63.57984975348142,62.93107577640507,63.57984975348142,203520.0,87.3,88.2,87.3,88.2,203520.0,0.7208599745292678
2024-03-07,63.435677758575565,63.57984975348142,63.21941976621678,63.435677758575565,138637.0,88.0,88.2,87.7,88.0,138637.0,0.7208599745292678
2024-03-08,63.36359176112264,63.36359176112264,63.07524777131093,63.21941976621678,223527.0,87.9,87.9,87.5,87.7,223527.0,0.7208599745292678
2024-03-11,67.0399776312219,67.40040761848654,65.81451567452214,66.46328965159849,1388430.0,93.0,93.5,91.3,92.2,1388430.0,0.7208599745292678
2024-03-12,66.53537564905142,68.48169758028044,66.53537564905142,68.1212675930158,712418.0,92.3,95.0,92.3,94.5,712418.0,0.7208599745292678
2024-03-13,67.61666561084532,68.84212756754508,67.61666561084532,68.62586957518629,466644.0,93.8,95.5,93.8,95.2,466644.0,0.7208599745292678
2024-03-14,68.48169758028044,69.27464355226263,68.1212675930158,68.84212756754508,399599.0,95.0,96.1,94.5,95.5,399599.0,0.7208599745292678
2024-03-15,68.77004157009215,69.63507353952726,68.77004157009215,68.914213564998,389491.0,95.4,96.6,95.4,95.6,389491.0,0.7208599745292678
2024-03-18,69.34672954971556,69.56298754207434,68.77004157009215,69.49090154462142,283771.0,96.2,96.5,95.4,96.4,283771.0,0.7208599745292678
2024-03-19,69.63507353952726,70.93262149367995,69.63507353952726,70.57219150641532,468228.0,96.6,98.4,96.6,97.9,468228.0,0.7208599745292678
2024-03-20,70.64427750386824,70.64427750386824,68.48169758028044,69.92341752933898,494786.0,98.0,98.0,95.0,97.0,494786.0,0.7208599745292678
2024-03-21,69.92341752933898,70.35593351405653,69.63507353952726,69.63507353952726,173859.0,97.0,97.6,96.6,96.6,173859.0,0.7208599745292678
2024-03-22,69.63507353952726,69.77924553443312,68.33752558537458,68.40961158282751,444749.0,96.6,96.8,94.8,94.9,444749.0,0.7208599745292678
2024-03-25,68.40961158282751,68.77004157009215,68.04918159556289,68.77004157009215,181650.0,94.9,95.4,94.4,95.4,181650.0,0.7208599745292678
2024-03-26,68.62586957518629,68.77004157009215,68.04918159556289,68.26543958792166,261641.0,95.2,95.4,94.4,94.7,261641.0,0.7208599745292678
2024-03-27,68.33752558537458,69.2025575548097,68.33752558537458,69.2025575548097,165073.0,94.8,96.0,94.8,96.0,165073.0,0.7208599745292678
2024-03-28,69.27464355226263,70.2838475166036,69.27464355226263,70.13967552169775,273190.0,96.1,97.5,96.1,97.3,273190.0,0.7208599745292678
2024-03-29,70.50010550896238,70.50010550896238,69.7071595369802,69.77924553443312,130225.0,97.8,97.8,96.7,96.8,130225.0,0.7208599745292678
2024-04-01,69.77924553443312,71.36513747839751,69.56298754207434,71.22096548349165,368196.0,96.8,99.0,96.5,98.8,368196.0,0.7208599745292678
2024-04-02,71.36513747839751,71.65348146820922,70.7884494987741,70.93262149367995,292675.0,99.0,99.4,98.2,98.4,292675.0,0.7208599745292678
2024-04-03,70.93262149367995,70.93262149367995,69.92341752933898,70.2838475166036,176108.0,98.4,98.4,97.0,97.5,176108.0,0.7208599745292678
2024-04-08,70.2838475166036,71.29305148094458,70.06758952424482,71.00470749113288,151871.0,97.5,98.9,97.2,98.5,151871.0,0.7208599745292678
2024-04-09,71.00470749113288,71.29305148094458,70.64427750386824,70.7884494987741,218728.0,98.5,98.9,98.0,98.2,218728.0,0.7208599745292678
2024-04-10,70.7884494987741,71.00470749113288,70.50010550896238,70.50010550896238,128178.0,98.2,98.5,97.8,97.8,128178.0,0.7208599745292678
2024-04-11,70.35593351405653,70.35593351405653,69.92341752933898,69.92341752933898,177808.0,97.6,97.6,97.0,97.0,177808.0,0.7208599745292678
2024-04-12,69.92341752933898,69.92341752933898,69.2025575548097,69.7071595369802,251224.0,97.0,97.0,96.0,96.7,251224.0,0.7208599745292678
2024-04-15,69.7071595369802,70.64427750386824,69.7071595369802,69.77924553443312,112471.0,96.7,98.0,96.7,96.8,112471.0,0.7208599745292678
2024-04-16,69.92341752933898,69.92341752933898,68.48169758028044,68.84212756754508,348453.0,97.0,97.0,95.0,95.5,348453.0,0.7208599745292678
2024-04-17,68.84212756754508,69.27464355226263,68.62586957518629,68.84212756754508,152377.0,95.5,96.1,95.2,95.5,152377.0,0.7208599745292678
2024-04-18,68.84212756754508,70.35593351405653,68.69795557263922,70.35593351405653,183571.0,95.5,97.6,95.3,97.6,183571.0,0.7208599745292678
2024-04-19,70.35593351405653,70.35593351405653,68.26543958792166,69.05838555990385,589475.0,97.6,97.6,94.7,95.8,589475.0,0.7208599745292678
2024-04-22,69.05838555990385,70.50010550896238,68.98629956245092,70.21176151915068,252992.0,95.8,97.8,95.7,97.4,252992.0,0.7208599745292678
