date,open,high,low,close,volume
2025-03-03,102.5,104.5,102.5,104.0,87421.0
2025-03-04,105.0,106.0,100.5,103.0,102229.0
2025-03-10,109.0,112.0,107.0,107.0,181335.0
2025-03-11,106.5,106.5,102.0,104.0,89963.0
2025-03-14,97.2,101.0,97.2,101.0,88458.0
2025-03-17,102.5,102.5,99.2,100.0,54473.0
2025-03-18,102.5,102.5,99.2,100.0,41868.0
2026-05-07,471.0,482.0,467.0,482.0,1510128.0
2026-05-08,485.0,510.0,466.5,468.0,3579551.0
2026-05-11,468.0,488.0,455.0,471.5,1962544.0
2026-05-12,510.0,518.0,509.0,518.0,2174578.0
2026-05-13,503.0,536.0,488.0,489.5,3542412.0
2026-05-14,495.0,517.0,488.0,509.0,2203451.0
2026-05-15,505.0,509.0,458.5,462.5,2444682.0
2026-05-18,453.5,494.0,453.5,494.0,1945016.0
2026-05-19,482.0,487.0,466.5,472.0,1172916.0
2026-05-20,472.0,480.0,460.0,463.0,1036793.0
2026-05-21,472.0,498.0,472.0,492.0,1453147.0
2026-05-22,520.0,541.0,513.0,541.0,3071548.0
2026-05-25,553.0,568.0,529.0,534.0,2720436.0
2026-05-26,549.0,587.0,526.0,587.0,2532528.0
2026-05-27,645.0,645.0,625.0,645.0,1947345.0
2026-05-28,650.0,697.0,621.0,654.0,7232308.0
2026-05-29,695.0,718.0,666.0,679.0,3369043.0
2026-06-01,662.0,666.0,647.0,648.0,678939.0
2026-06-02,650.0,657.0,591.0,620.0,671435.0
2026-06-03,629.0,650.0,614.0,615.0,384088.0
2026-06-04,603.0,603.0,588.0,590.0,512798.0
2026-06-05,603.0,606.0,568.0,606.0,326281.0
2026-06-08,546.0,576.0,546.0,566.0,405632.0
2026-06-09,550.0,568.0,543.0,558.0,528879.0
2026-06-10,547.0,558.0,503.0,503.0,620787.0
2026-06-11,487.0,505.0,457.0,495.0,512061.0
2026-06-12,517.0,544.0,517.0,536.0,649773.0
2026-06-15,537.0,587.0,531.0,556.0,1561071.0
2026-06-16,565.0,585.0,543.0,544.0,1457052.0
2026-06-17,544.0,545.0,512.0,515.0,844470.0
2026-06-18,517.0,553.0,511.0,548.0,929637.0
2026-06-22,557.0,598.0,557.0,591.0,1413964.0
2026-06-23,598.0,598.0,535.0,543.0,1340495.0
2026-06-24,527.0,575.0,520.0,563.0,950349.0
2026-06-25,581.0,603.0,570.0,594.0,1664328.0
2026-06-26,604.0,653.0,602.0,653.0,2142651.0
2026-06-29,630.0,637.0,588.0,588.0,2230190.0
2026-06-30,615.0,615.0,539.0,575.0,2791179.0
2026-07-01,580.0,585.0,535.0,535.0,1399571.0
2026-07-02,528.0,547.0,526.0,526.0,798088.0
2026-07-03,518.0,551.0,518.0,534.0,677356.0
2026-07-06,545.0,545.0,518.0,518.0,505654.0
2026-07-07,526.0,544.0,472.0,475.5,1153901.0
2026-07-08,476.0,483.5,446.0,452.5,1045365.0
2026-07-09,454.0,473.5,445.5,463.5,867975.0
2026-07-13,470.0,478.0,446.0,453.5,542080.0
2026-07-14,450.0,455.5,408.5,428.0,825841.0
2026-07-15,440.5,440.5,425.0,426.0,446887.0
2026-07-16,418.0,425.0,407.0,412.5,371489.0
2026-07-17,392.0,398.5,372.0,373.5,578113.0
2026-07-20,380.5,380.5,340.0,355.0,1034006.0
2026-07-21,357.0,368.0,348.0,359.5,754735.0
2026-07-22,379.0,385.0,370.0,378.0,570846.0
2026-07-23,385.0,398.0,372.0,374.5,596895.0
2026-07-24,370.5,401.5,364.0,372.0,828112.0
2026-07-27,369.5,373.0,353.5,371.0,443708.0
2026-07-28,353.5,357.0,334.5,336.0,607445.0
2026-07-29,325.0,336.5,302.5,315.0,860475.0
2026-07-30,313.5,321.5,295.0,298.0,460485.0
2026-07-31,327.5,327.5,318.5,324.0,399256.0
2026-08-03,313.0,342.5,313.0,333.5,563538.0
2026-08-04,342.5,366.5,338.0,366.5,471114.0
2026-08-05,388.0,394.0,375.0,380.0,1251578.0
2026-08-06,372.0,387.0,363.5,383.0,467081.0
2026-08-07,383.5,385.5,371.0,372.5,409848.0
2026-08-10,379.0,388.0,375.5,383.5,426299.0
2026-08-11,378.0,380.0,356.5,366.0,538769.0
2026-08-12,366.5,402.5,366.5,402.5,818720.0
2026-08-13,418.0,418.0,387.0,387.0,1112044.0
