date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-04-22,2345,2231,63,96,32,4,4
2024-04-23,2345,2183,71,119,42,6,16
2024-04-24,2345,2239,120,64,40,3,1
2024-04-25,2345,2260,52,31,40,3,3
2024-04-26,2345,2236,151,160,57,1,18
2024-04-29,2345,2275,260,221,72,9,24
2024-04-30,2345,1811,95,559,90,7,25
2024-05-02,2345,1735,86,162,107,2,19
2024-05-03,2345,1866,271,140,73,46,14
2024-05-06,2345,1619,23,270,93,2,22
2024-05-07,2345,1714,124,29,77,19,3
2024-05-08,2345,1951,267,30,83,2,8
2024-05-09,2345,1918,43,75,87,2,6
2024-05-10,2345,1790,112,237,97,2,12
2024-05-13,2345,1816,63,37,81,16,0
2024-05-14,2345,1680,42,178,100,2,21
2024-05-15,2345,1638,27,69,103,7,10
2024-05-16,2345,1669,334,303,109,4,10
2024-05-17,2345,1480,127,316,122,2,15
2024-05-20,2345,1333,67,214,132,3,13
2024-05-21,2345,1346,67,54,132,2,2
2024-05-22,2345,1343,72,75,129,6,3
2024-05-23,2345,1309,74,108,135,3,9
2024-05-24,2345,1338,139,110,135,3,3
2024-05-27,2345,1352,98,84,136,1,2
2024-05-28,2345,1377,95,70,129,7,0
2024-05-29,2345,1898,756,234,141,5,17
2024-05-30,2345,1648,123,373,143,2,4
2024-05-31,2345,1880,279,45,134,16,7
2024-06-03,2345,1922,235,193,146,4,16
2024-06-04,2345,2403,607,126,157,0,11
2024-06-05,2345,2451,349,301,164,2,9
2024-06-06,2345,1513,167,1105,175,2,13
2024-06-07,2345,1574,147,82,156,23,4
2024-06-11,2345,1605,113,82,157,1,2
2024-06-12,2345,1579,101,126,166,2,11
2024-06-13,2345,1538,52,93,172,1,7
2024-06-14,2345,1362,93,269,169,3,0
2024-06-17,2345,1510,207,59,164,5,0
2024-06-18,2345,1517,36,29,162,3,1
2024-06-19,2345,1501,46,60,163,0,1
2024-06-20,2345,1511,44,34,164,0,1
2024-06-21,2345,1432,29,108,175,0,11
2024-06-24,2345,1446,55,37,168,8,1
2024-06-25,2345,1439,96,103,157,15,4
2024-06-26,2345,1412,12,39,154,3,0
2024-06-27,2345,1424,16,3,154,0,1
2024-06-28,2345,1370,64,118,148,19,13
2024-07-01,2345,1367,32,35,142,8,2
2024-07-02,2345,1323,40,84,141,2,1
2024-07-03,2345,1402,106,27,133,9,1
2024-07-04,2345,1281,68,189,156,2,25
2024-07-05,2345,1385,122,18,134,22,0
2024-07-08,2345,1409,78,54,144,0,10
2024-07-09,2345,1395,56,70,144,3,3
2024-07-10,2345,1285,26,136,144,6,6
2024-07-11,2345,1330,92,47,143,1,0
2024-07-12,2345,1333,68,65,137,8,2
2024-07-15,2345,1410,150,73,107,33,3
2024-07-16,2345,1428,39,21,109,0,2
2024-07-17,2345,1446,78,59,96,13,0
2024-07-18,2345,1563,156,39,68,28,0
2024-07-19,2345,1577,97,81,47,24,7
2024-07-22,2345,1606,106,67,27,11,1
2024-07-23,2345,1620,91,72,24,3,0
2024-07-26,2345,1574,59,105,1,23,0
2024-07-29,2345,1546,95,123,0,0,0
2024-07-30,2345,1591,64,19,0,0,0
2024-07-31,2345,1575,40,56,5,0,5
2024-08-01,2345,1493,51,133,13,1,9
2024-08-02,2345,1494,55,54,5,9,1
2024-08-05,2345,1517,131,107,10,2,7
2024-08-06,2345,1495,51,71,14,7,11
2024-08-07,2345,1426,49,117,30,1,17
2024-08-08,2345,1489,82,19,26,4,0
2024-08-09,2345,1604,181,65,30,1,5
2024-08-12,2345,1483,40,161,38,0,8
