date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-06-03,5483,8203,189,263,79,11,6
2024-06-04,5483,8218,131,116,76,0,3
2024-06-05,5483,8139,52,131,79,4,1
2024-06-06,5483,7886,165,416,71,8,16
2024-06-07,5483,7996,350,240,58,3,16
2024-06-11,5483,7883,70,182,66,11,3
2024-06-12,5483,7714,57,225,66,1,1
2024-06-13,5483,7831,206,88,115,49,0
2024-06-14,5483,7766,27,92,108,1,8
2024-06-17,5483,7679,49,136,107,3,4
2024-06-18,5483,7652,111,138,100,0,7
2024-06-19,5483,7725,331,258,94,1,7
2024-06-20,5483,7692,192,224,98,4,0
2024-06-21,5483,7575,69,153,95,0,3
2024-06-24,5483,7446,62,191,94,0,1
2024-06-25,5483,7742,627,331,103,9,0
2024-06-26,5483,8025,581,298,108,11,6
2024-06-27,5483,7809,293,508,98,2,12
2024-06-28,5483,7839,122,92,97,0,1
2024-07-01,5483,7749,141,231,94,2,5
2024-07-02,5483,7990,544,302,46,4,52
2024-07-03,5483,7964,175,200,40,2,1
2024-07-04,5483,7581,82,462,44,5,1
2024-07-05,5483,7547,106,140,41,1,4
2024-07-08,5483,7394,111,261,41,2,2
2024-07-09,5483,7377,110,127,61,22,2
2024-07-10,5483,7010,66,433,90,29,0
2024-07-11,5483,6907,71,172,66,3,27
2024-07-12,5483,6642,160,424,52,4,18
2024-07-15,5483,6095,53,600,51,1,2
2024-07-16,5483,5657,154,592,38,1,13
2024-07-17,5483,5618,156,195,33,1,6
2024-07-18,5483,5548,160,230,25,1,8
2024-07-19,5483,5543,93,96,0,0,23
2024-07-22,5483,5601,200,140,0,0,0
2024-07-23,5483,5646,97,52,0,0,0
2024-07-26,5483,5834,241,51,2,2,0
2024-07-29,5483,5962,182,53,3,2,1
2024-07-30,5483,5963,47,45,22,20,1
2024-07-31,5483,6016,81,28,22,2,2
2024-08-01,5483,6037,91,70,22,0,0
2024-08-02,5483,6151,150,34,34,14,2
2024-08-05,5483,6058,198,287,76,43,1
2024-08-06,5483,5973,150,54,67,7,16
2024-08-07,5483,5517,124,576,57,7,17
2024-08-08,5483,5517,62,61,59,4,2
2024-08-09,5483,5528,53,42,74,18,3
2024-08-12,5483,5569,94,50,80,9,3
2024-08-13,5483,5521,35,83,81,2,1
2024-08-14,5483,5559,130,89,67,6,20
2024-08-15,5483,5579,51,28,67,0,0
2024-08-16,5483,5512,35,101,67,0,0
2024-08-19,5483,5537,63,35,130,63,0
2024-08-20,5483,5533,26,30,108,1,23
2024-08-21,5483,5455,17,95,108,2,2
2024-08-22,5483,5359,41,135,78,12,3
2024-08-23,5483,5408,79,26,67,1,12
2024-08-26,5483,5405,52,54,66,1,2
2024-08-27,5483,5433,48,20,76,13,3
2024-08-28,5483,5372,56,117,78,11,9
2024-08-29,5483,5361,33,42,80,4,2
2024-08-30,5483,5327,19,53,80,2,2
2024-09-02,5483,5352,57,32,77,0,3
2024-09-03,5483,5326,29,55,77,1,1
2024-09-04,5483,5292,48,82,70,6,13
2024-09-05,5483,5303,44,33,86,17,1
2024-09-06,5483,5341,50,12,166,87,7
2024-09-09,5483,5371,58,28,188,24,2
2024-09-10,5483,5335,45,81,253,73,8
2024-09-11,5483,5574,253,14,405,162,10
2024-09-12,5483,5535,39,77,428,71,48
2024-09-13,5483,5552,46,29,425,4,7
2024-09-16,5483,5492,34,91,449,28,4
2024-09-18,5483,5519,39,12,624,210,35
2024-09-19,5483,5637,133,14,563,0,61
2024-09-20,5483,5803,187,21,549,16,30
2024-09-23,5483,6115,375,61,515,7,41
2024-09-24,5483,6332,250,28,510,26,31
2024-09-25,5483,6751,602,181,564,70,16
2024-09-26,5483,6867,273,155,542,0,22
2024-09-27,5483,6895,204,176,529,2,15
2024-09-30,5483,7100,304,83,489,8,4
2024-10-01,5483,7196,188,51,467,4,6
2024-10-04,5483,7370,214,38,462,9,14
2024-10-07,5483,7475,190,85,530,99,31
2024-10-08,5483,7574,151,52,561,75,14
2024-10-09,5483,7690,198,82,464,0,8
2024-10-11,5483,8021,350,17,454,0,0
2024-10-14,5483,7975,113,159,173,3,22
2024-10-15,5483,7956,186,201,170,0,3
2024-10-16,5483,8007,110,58,149,31,30
2024-10-17,5483,8060,109,56,75,1,0
2024-10-18,5483,8184,232,103,102,30,3
2024-10-21,5483,8242,113,50,102,1,1
2024-10-22,5483,8428,206,20,104,2,0
2024-10-23,5483,8363,64,129,108,4,0
2024-10-24,5483,8383,78,58,45,1,64
