date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-06,2606,7950,602,318,50,0,1
2024-05-07,2606,9640,2902,1212,128,2,80
2024-05-08,2606,12014,5220,2833,102,72,46
2024-05-09,2606,10886,1536,2664,146,19,63
2024-05-10,2606,11521,3053,2418,284,51,189
2024-05-13,2606,12551,3489,2459,237,74,27
2024-05-14,2606,11331,1180,2400,298,52,113
2024-05-15,2606,11478,1163,1016,160,169,31
2024-05-16,2606,10002,649,2125,258,42,142
2024-05-17,2606,10750,1470,722,88,187,17
2024-05-20,2606,10726,360,382,99,21,32
2024-05-21,2606,10644,278,360,74,28,3
2024-05-22,2606,10571,375,447,85,8,19
2024-05-23,2606,10354,376,593,168,20,103
2024-05-24,2606,10192,197,357,165,7,4
2024-05-27,2606,10105,554,633,219,1,55
2024-05-28,2606,10527,1695,1273,278,5,64
2024-05-29,2606,9646,895,1776,312,30,64
2024-05-30,2606,9682,480,444,279,75,42
2024-05-31,2606,9398,405,689,313,62,96
2024-06-03,2606,9529,587,456,224,98,9
2024-06-04,2606,9199,203,496,212,12,0
2024-06-05,2606,9026,497,670,227,1,16
2024-06-06,2606,9221,763,568,231,4,8
2024-06-07,2606,8205,496,1512,258,1,28
2024-06-11,2606,8474,1255,986,238,38,18
2024-06-12,2606,8985,1403,890,76,210,48
2024-06-13,2606,9162,534,344,41,40,5
2024-06-14,2606,9463,833,532,43,10,12
2024-06-17,2606,9382,225,295,48,4,9
2024-06-18,2606,9261,105,226,58,4,14
2024-06-19,2606,9238,241,262,40,26,8
2024-06-20,2606,9088,101,249,16,24,0
2024-06-21,2606,9071,292,307,0,16,0
2024-06-24,2606,8765,92,358,0,0,0
2024-06-25,2606,8088,276,953,0,0,0
2024-06-26,2606,8004,206,290,0,0,0
2024-06-27,2606,8569,657,92,48,0,48
2024-06-28,2606,8687,255,137,39,13,4
2024-07-01,2606,8337,147,497,46,4,11
2024-07-02,2606,8019,726,1042,186,4,144
2024-07-03,2606,7848,578,746,1976,10,1800
2024-07-04,2606,8012,755,591,1842,136,2
2024-07-05,2606,8518,762,255,1783,63,4
2024-07-08,2606,8456,405,459,1781,19,17
2024-07-09,2606,8532,327,246,1791,4,14
2024-07-10,2606,8559,305,278,1694,41,4
2024-07-11,2606,8415,205,337,1688,13,7
2024-07-12,2606,8656,366,121,1681,7,0
2024-07-15,2606,8928,385,106,1684,0,3
2024-07-16,2606,8972,204,123,1684,0,0
2024-07-17,2606,9057,144,59,1706,0,22
2024-07-18,2606,8990,89,156,1701,11,6
2024-07-19,2606,8956,519,547,877,27,3
2024-07-22,2606,8792,127,289,38,3,22
2024-07-23,2606,8764,95,123,36,3,1
2024-07-26,2606,8652,48,160,16,20,0
2024-07-29,2606,8603,62,84,17,2,3
2024-07-30,2606,8535,38,106,20,2,5
2024-07-31,2606,8531,113,115,19,1,0
2024-08-01,2606,8157,65,437,52,0,33
2024-08-02,2606,8175,139,121,71,3,22
2024-08-05,2606,7353,506,1325,33,50,12
2024-08-06,2606,7224,93,218,33,7,7
2024-08-07,2606,7189,183,217,42,12,21
2024-08-08,2606,7207,89,69,43,4,5
2024-08-09,2606,6821,69,453,57,2,16
2024-08-12,2606,6846,177,145,52,10,5
2024-08-13,2606,6821,80,104,47,5,0
2024-08-14,2606,6647,25,199,52,1,6
2024-08-15,2606,6662,70,55,52,3,3
2024-08-16,2606,6569,33,126,60,0,8
2024-08-19,2606,6585,46,27,63,1,4
2024-08-20,2606,6541,46,67,63,0,0
2024-08-21,2606,6578,61,23,55,8,0
2024-08-22,2606,6585,58,51,58,0,3
2024-08-23,2606,6567,52,69,60,0,2
2024-08-26,2606,6534,243,275,85,2,27
2024-08-27,2606,6663,168,39,62,23,0
2024-08-28,2606,6686,55,32,62,0,0
2024-08-29,2606,6640,29,71,67,0,5
2024-08-30,2606,6696,167,110,66,1,0
2024-09-02,2606,6668,81,107,69,0,3
2024-09-03,2606,6702,76,36,69,2,2
2024-09-04,2606,6649,39,92,49,22,2
2024-09-05,2606,6557,24,116,51,1,3
2024-09-06,2606,6489,19,82,51,3,3
2024-09-09,2606,6529,95,51,39,12,0
2024-09-10,2606,6488,72,113,33,10,4
2024-09-11,2606,6517,55,26,36,0,3
2024-09-12,2606,6564,57,10,28,9,1
2024-09-13,2606,6531,14,47,51,0,23
2024-09-16,2606,6462,7,76,61,3,13
2024-09-18,2606,6445,23,40,62,0,1
2024-09-19,2606,6409,17,53,66,0,4
2024-09-20,2606,6456,79,31,54,13,1
2024-09-23,2606,6440,21,37,53,3,2
2024-09-24,2606,7494,1142,88,53,1,1
2024-09-25,2606,7328,205,371,69,0,16
2024-09-26,2606,7481,344,191,66,3,0
2024-09-27,2606,8053,1027,455,136,2,72
2024-09-30,2606,8124,997,921,178,4,46
2024-10-01,2606,8070,432,486,211,5,38
2024-10-04,2606,7668,293,695,318,30,137
2024-10-07,2606,7613,159,209,307,16,5
2024-10-08,2606,7741,298,170,236,74,3
2024-10-09,2606,7575,117,273,118,125,7
2024-10-11,2606,7495,30,100,138,11,31
2024-10-14,2606,7483,48,60,145,3,10
2024-10-15,2606,7434,22,71,165,0,20
2024-10-16,2606,7420,25,39,174,1,10
2024-10-17,2606,7463,74,31,170,4,0
2024-10-18,2606,7515,161,109,108,64,2
2024-10-21,2606,7415,43,143,121,3,16
2024-10-22,2606,7423,31,23,129,0,8
2024-10-23,2606,7474,99,48,94,35,0
2024-10-24,2606,7443,69,98,102,1,9
2024-10-25,2606,7520,203,126,113,2,13
2024-10-28,2606,7548,71,33,115,4,6
2024-10-29,2606,7479,24,93,107,8,0
2024-10-30,2606,7351,93,220,111,1,5
2024-11-01,2606,7416,212,147,103,11,3
2024-11-04,2606,7298,105,223,104,0,1
2024-11-05,2606,7336,210,172,118,0,14
2024-11-06,2606,7114,76,298,132,0,14
2024-11-07,2606,7200,150,64,136,2,6
2024-11-08,2606,6975,117,342,147,1,12
2024-11-11,2606,7278,686,383,188,0,41
2024-11-12,2606,7352,345,260,189,4,5
2024-11-13,2606,7356,336,327,187,9,9
2024-11-14,2606,7184,224,396,194,10,17
2024-11-15,2606,6877,247,554,186,16,8
2024-11-18,2606,6958,200,119,186,3,3
2024-11-19,2606,6889,184,253,186,7,7
2024-11-20,2606,6792,250,347,189,3,6
2024-11-21,2606,6864,248,176,212,0,23
2024-11-22,2606,6667,175,372,213,3,4
2024-11-25,2606,6375,51,343,229,2,18
2024-11-26,2606,6382,101,93,233,3,7
2024-11-27,2606,6155,137,364,226,36,29
2024-11-28,2606,5958,64,231,218,13,5
2024-11-29,2606,5957,137,138,218,2,2
2024-12-02,2606,6081,226,102,196,24,2
2024-12-03,2606,5960,31,152,196,13,13
2024-12-04,2606,5937,166,189,164,36,4
2024-12-05,2606,5850,67,154,162,4,2
2024-12-06,2606,5792,47,104,160,5,3
2024-12-09,2606,5697,85,180,171,5,16
2024-12-10,2606,5666,89,120,157,17,3
2024-12-11,2606,5796,349,219,162,6,11
2024-12-12,2606,5532,65,328,161,10,9
2024-12-13,2606,5466,151,217,195,5,39
2024-12-16,2606,5313,164,317,195,11,11
2024-12-17,2606,5494,245,64,151,46,2
2024-12-18,2606,5432,99,161,124,30,3
2024-12-19,2606,5359,367,440,113,13,2
2024-12-20,2606,5306,132,185,102,15,4
2024-12-23,2606,5158,49,196,99,3,0
2024-12-24,2606,4978,90,270,94,7,2
2024-12-25,2606,4953,112,137,122,0,28
2024-12-26,2606,4747,53,259,146,19,43
2024-12-27,2606,4444,88,391,104,55,13
2024-12-30,2606,4298,335,481,127,8,31
2024-12-31,2606,4211,81,168,141,5,19
2025-01-02,2606,3928,198,481,112,54,25
2025-01-03,2606,3888,95,134,103,13,4
2025-01-06,2606,3852,157,193,112,4,13
2025-01-07,2606,3961,239,105,145,2,35
2025-01-08,2606,3918,24,67,145,1,1
2025-01-09,2606,3582,192,528,130,35,20
2025-01-10,2606,3546,165,201,203,3,76
2025-01-13,2606,3372,115,289,201,32,30
2025-01-14,2606,3489,167,50,233,32,64
2025-01-15,2606,3657,254,86,191,55,13
2025-01-16,2606,3672,104,89,206,14,29
2025-01-17,2606,3307,118,483,286,5,85
2025-01-20,2606,3365,108,50,300,47,61
2025-01-21,2606,3407,110,68,593,33,326
2025-01-22,2606,3354,20,73,745,22,174
2025-02-03,2606,3319,42,50,747,8,10
2025-02-04,2606,3317,69,71,752,5,10
2025-02-05,2606,3285,19,51,785,14,47
2025-02-06,2606,3253,36,64,801,2,18
2025-02-07,2606,3255,61,59,809,2,10
2025-02-10,2606,3240,38,53,794,15,0
2025-02-11,2606,3253,39,24,806,14,26
2025-02-12,2606,3988,1518,783,836,39,69
2025-02-13,2606,8684,5491,795,1283,11,458
2025-02-14,2606,10440,5333,3577,910,123,83
2025-02-17,2606,10974,3465,2931,1394,79,565
2025-02-18,2606,10131,2040,2882,1269,172,47
2025-02-19,2606,9741,1942,2332,1163,166,60
2025-02-20,2606,11454,4086,2373,1085,128,51
2025-02-21,2606,9488,905,2871,983,124,22
2025-02-24,2606,11996,5426,2917,1681,26,724
2025-02-25,2606,10639,3183,4540,1544,270,133
2025-02-26,2606,10854,2055,1840,1473,97,26
2025-02-27,2606,9930,2667,3591,1746,100,375
2025-03-03,2606,10305,1479,1104,1613,196,63
2025-03-04,2606,10887,1827,1244,1726,232,345
2025-03-05,2606,12700,3628,1813,1756,134,164
2025-03-06,2606,11400,960,2260,1707,101,52
2025-03-07,2606,10995,1142,1547,1643,172,108
2025-03-10,2606,10257,723,1461,1800,27,184
2025-03-11,2606,10185,717,789,1791,248,240
2025-03-12,2606,10922,2077,1339,1369,479,57
2025-03-13,2606,10544,509,887,1175,280,91
2025-03-14,2606,8380,1040,3204,1783,153,761
2025-03-17,2606,9268,1677,789,1323,469,9
2025-03-18,2606,8862,414,820,1054,110,43
2025-03-19,2606,9602,1205,465,902,155,9
2025-03-20,2606,9278,897,1221,527,427,52
2025-03-21,2606,9015,240,503,1,524,0
2025-03-24,2606,8768,277,524,0,0,0
2025-03-25,2606,8636,294,424,0,0,0
2025-03-26,2606,8499,151,288,0,0,0
2025-03-27,2606,8396,366,468,447,0,447
2025-03-28,2606,7338,147,1203,812,29,394
2025-03-31,2606,6916,367,779,905,39,139
2025-04-01,2606,6922,188,180,849,67,11
2025-04-02,2606,6962,164,124,850,4,5
2025-04-07,2606,6672,16,187,850,2,2
2025-04-08,2606,4764,286,2126,1224,18,392
2025-04-09,2606,4014,383,1078,1294,8,78
2025-04-10,2606,4463,849,389,1260,41,7
2025-04-11,2606,5125,1135,380,854,411,5
2025-04-14,2606,4458,460,1091,1179,10,335
2025-04-15,2606,4528,309,236,1180,4,5
2025-04-16,2606,4611,260,162,1031,146,7
2025-04-17,2606,4534,83,156,1104,3,76
2025-04-18,2606,4717,321,137,1092,18,16
2025-04-21,2606,4815,376,263,1099,3,10
2025-04-22,2606,4703,78,188,1096,6,30
2025-04-23,2606,4727,274,250,1054,47,5
2025-04-24,2606,4651,215,286,818,23,1
2025-04-25,2606,4505,349,495,649,181,12
2025-04-28,2606,4699,305,110,643,9,3
2025-04-29,2606,4873,282,89,620,23,0
2025-04-30,2606,4874,258,238,633,0,13
2025-05-02,2606,4927,709,656,662,21,50
2025-05-05,2606,4571,594,947,670,47,56
2025-05-06,2606,5076,729,223,611,55,1
2025-05-07,2606,5135,432,373,610,7,6
2025-05-08,2606,5397,541,278,637,1,28
2025-05-09,2606,5371,229,254,641,1,5
2025-05-12,2606,5838,1324,852,634,16,9
2025-05-13,2606,6108,1262,987,653,1,20
2025-05-14,2606,5957,575,726,671,5,23
2025-05-15,2606,6209,861,609,665,7,1
2025-05-16,2606,6830,1946,1325,1255,26,616
2025-05-19,2606,8040,2864,1654,1226,50,21
2025-05-20,2606,8431,972,580,890,17,209
2025-05-21,2606,7788,597,1240,681,232,26
2025-05-22,2606,7451,444,780,646,32,15
2025-05-23,2606,6655,241,1037,688,11,94
2025-05-26,2606,6984,547,215,799,13,124
2025-05-27,2606,6922,153,215,819,4,24
2025-05-28,2606,6662,295,555,872,9,62
2025-05-29,2606,6640,221,243,835,52,15
2025-06-02,2606,6661,143,122,832,12,9
2025-06-03,2606,6407,93,337,587,15,32
2025-06-04,2606,6214,98,291,559,38,20
2025-06-05,2606,6441,321,90,833,40,400
2025-06-06,2606,6400,160,201,770,156,93
2025-06-09,2606,6069,44,375,533,248,11
2025-06-10,2606,5908,54,207,345,184,3
2025-06-11,2606,5706,89,291,104,97,1
2025-06-12,2606,5711,174,169,11,29,0
2025-06-13,2606,5534,258,434,0,1,0
2025-06-16,2606,5498,241,277,0,0,0
2025-06-17,2606,5360,370,507,0,0,0
2025-06-18,2606,5932,717,145,70,0,70
2025-06-19,2606,6003,180,109,130,7,67
2025-06-20,2606,5895,150,256,135,20,25
2025-06-23,2606,6080,249,63,129,14,8
2025-06-24,2606,5828,120,372,92,43,7
2025-06-25,2606,5965,209,70,73,20,1
2025-06-26,2606,6053,186,96,100,1,28
2025-06-27,2606,6544,543,50,381,24,305
2025-06-30,2606,6713,333,164,479,3,101
2025-07-01,2606,6723,183,173,425,67,13
2025-07-02,2606,6673,47,93,420,23,18
2025-07-03,2606,6395,85,354,384,75,39
2025-07-04,2606,6397,86,73,370,20,6
2025-07-07,2606,6389,43,47,367,11,8
2025-07-08,2606,6366,40,63,346,31,10
2025-07-09,2606,6363,18,20,329,18,1
2025-07-10,2606,6411,94,43,300,46,17
2025-07-11,2606,6329,53,134,322,20,42
2025-07-14,2606,6207,453,575,389,16,83
2025-07-15,2606,6374,496,329,342,50,3
2025-07-16,2606,6277,283,369,347,9,14
2025-07-17,2606,6319,242,192,288,60,1
2025-07-18,2606,6482,459,294,316,35,63
2025-07-21,2606,6427,58,109,302,14,0
2025-07-22,2606,5966,93,523,222,102,22
2025-07-23,2606,5847,320,439,303,50,131
2025-07-24,2606,6976,1699,558,561,1,259
2025-07-25,2606,7471,1372,863,569,7,15
2025-07-28,2606,6226,370,1615,454,122,7
2025-07-29,2606,6279,315,255,234,220,0
2025-07-30,2606,6592,386,67,224,22,12
2025-07-31,2606,6585,273,279,214,14,4
2025-08-01,2606,6633,226,176,194,20,0
2025-08-04,2606,6674,136,95,199,2,7
2025-08-05,2606,6842,268,98,208,12,21
2025-08-06,2606,6901,144,85,186,23,1
2025-08-07,2606,6828,105,176,164,26,4
2025-08-08,2606,7056,813,585,245,0,81
2025-08-11,2606,7173,470,353,189,59,3
2025-08-12,2606,7474,527,226,109,0,0
2025-08-13,2606,7708,854,609,101,10,2
2025-08-14,2606,7708,264,264,106,4,9
2025-08-15,2606,7937,566,333,148,1,43
2025-08-18,2606,7856,953,1007,166,18,36
2025-08-19,2606,7747,1179,1283,188,8,30
2025-08-20,2606,7935,833,640,170,28,10
2025-08-21,2606,7649,282,508,163,9,2
2025-08-22,2606,7549,173,272,144,24,5
2025-08-25,2606,7709,603,362,139,26,21
2025-08-26,2606,7763,264,210,130,13,4
2025-08-27,2606,7755,316,224,135,3,8
2025-08-28,2606,7810,333,278,138,0,3
2025-08-29,2606,8062,592,334,106,40,8
2025-09-01,2606,7566,115,590,87,21,2
2025-09-02,2606,7362,73,277,91,1,5
2025-09-03,2606,6051,130,279,99,5,13
2025-09-04,2606,5991,93,153,135,0,36
2025-09-05,2606,6160,221,52,141,24,30
2025-09-08,2606,6130,70,94,130,12,1
2025-09-09,2606,6142,73,61,145,0,15
2025-09-10,2606,5920,242,424,144,12,11
2025-09-11,2606,5914,162,168,144,4,4
2025-09-12,2606,5967,131,78,155,1,12
2025-09-15,2606,6017,108,56,130,28,3
2025-09-16,2606,6109,306,214,135,1,6
2025-09-17,2606,6135,145,119,127,19,11
2025-09-18,2606,5865,150,420,138,25,36
2025-09-19,2606,5656,168,375,126,14,3
2025-09-22,2606,5744,326,230,96,43,13
2025-09-23,2606,5762,205,182,93,19,16
2025-09-24,2606,5681,31,112,79,21,7
2025-09-25,2606,5509,141,313,127,7,55
2025-09-26,2606,5291,124,142,97,54,24
2025-09-30,2606,5341,74,24,152,2,57
2025-10-01,2606,5399,128,44,149,9,6
2025-10-02,2606,5287,128,240,138,38,27
2025-10-03,2606,5289,222,219,267,32,161
2025-10-07,2606,5378,165,55,94,175,2
2025-10-08,2606,5398,55,34,85,13,4
2025-10-09,2606,5382,227,243,95,21,31
2025-10-13,2606,5794,555,143,74,23,2
2025-10-14,2606,7954,3218,1058,212,15,153
2025-10-15,2606,8000,1214,1168,115,136,39
2025-10-16,2606,7935,193,258,91,32,8
2025-10-17,2606,8560,1029,404,78,15,2
2025-10-20,2606,8698,312,174,75,4,1
2025-10-21,2606,8790,194,96,80,5,11
