date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-28,4952,3850,2234,1867,159,3,33
2024-05-29,4952,3399,1410,1861,131,33,5
2024-05-30,4952,3171,376,604,118,17,4
2024-05-31,4952,2886,291,576,99,25,6
2024-06-03,4952,3023,461,323,80,19,0
2024-06-04,4952,2958,157,222,97,7,24
2024-06-05,4952,2859,113,212,116,3,22
2024-06-06,4952,3156,633,336,85,41,10
2024-06-07,4952,2864,116,408,51,37,3
2024-06-11,4952,2878,200,186,50,4,3
2024-06-12,4952,3540,1236,574,83,1,34
2024-06-13,4952,3559,507,488,56,27,0
2024-06-14,4952,3517,303,344,49,8,2
2024-06-17,4952,3474,136,179,25,24,0
2024-06-18,4952,3349,157,282,21,8,4
2024-06-19,4952,3194,94,248,1,19,0
2024-06-20,4952,3114,73,151,0,0,0
2024-06-21,4952,3084,82,112,0,0,0
2024-06-24,4952,3023,134,195,0,0,0
2024-06-25,4952,3032,73,64,7,0,7
2024-06-26,4952,2956,62,136,7,1,1
2024-06-27,4952,2783,46,219,7,0,0
2024-06-28,4952,2847,128,63,8,0,1
2024-07-01,4952,2858,64,53,7,1,0
2024-07-02,4952,2776,32,114,9,0,2
2024-07-03,4952,2857,169,87,8,1,0
2024-07-04,4952,2883,90,64,8,0,0
2024-07-05,4952,2940,320,263,21,0,13
2024-07-08,4952,2976,108,76,21,1,1
2024-07-09,4952,2945,122,149,14,7,0
2024-07-10,4952,2964,165,142,11,4,1
2024-07-11,4952,2893,132,203,16,0,5
2024-07-12,4952,2651,153,350,19,0,3
2024-07-15,4952,2819,348,180,19,0,0
2024-07-16,4952,2704,107,222,20,0,1
2024-07-17,4952,2731,110,83,19,1,0
2024-07-18,4952,2687,117,161,15,4,0
2024-07-19,4952,2633,123,177,7,11,3
2024-07-22,4952,2564,37,106,3,4,0
2024-07-23,4952,2572,33,25,4,0,1
2024-07-26,4952,2554,74,92,6,1,3
2024-07-29,4952,2383,57,228,7,0,1
2024-07-30,4952,2393,41,26,5,2,0
2024-07-31,4952,2406,24,11,3,2,0
2024-08-01,4952,2367,35,74,10,0,7
2024-08-02,4952,2393,47,19,10,0,0
2024-08-05,4952,2143,88,329,11,1,2
2024-08-06,4952,2025,51,156,11,2,2
2024-08-07,4952,2020,28,30,3,9,1
2024-08-08,4952,2026,29,23,4,0,1
2024-08-09,4952,2026,22,22,4,1,1
2024-08-12,4952,2011,28,43,4,1,1
2024-08-13,4952,2017,15,9,5,0,1
2024-08-14,4952,1971,13,59,4,1,0
2024-08-15,4952,1976,104,99,5,0,1
2024-08-16,4952,1997,119,98,4,1,0
2024-08-19,4952,2008,126,113,4,0,0
2024-08-20,4952,1911,58,155,4,0,0
2024-08-21,4952,1904,40,47,4,0,0
2024-08-22,4952,1890,11,23,4,0,0
2024-08-23,4952,1899,44,35,5,0,1
2024-08-26,4952,1878,9,30,5,0,0
2024-08-27,4952,1861,9,26,4,0,0
2024-08-28,4952,1868,10,3,2,2,0
2024-08-29,4952,1874,9,2,2,0,0
2024-08-30,4952,1856,2,20,2,0,0
2024-09-02,4952,1868,13,1,2,0,0
2024-09-03,4952,1869,3,2,2,0,0
2024-09-04,4952,1852,18,35,2,0,0
2024-09-05,4952,1843,10,18,2,0,0
2024-09-06,4952,1841,3,5,2,0,0
2024-09-09,4952,1841,2,2,3,0,1
2024-09-10,4952,1669,27,197,4,0,1
2024-09-11,4952,1668,9,10,2,2,0
2024-09-12,4952,1658,1,11,2,0,0
2024-09-13,4952,1658,1,1,2,0,0
2024-09-16,4952,1657,2,2,2,0,0
2024-09-18,4952,1665,13,5,2,0,0
2024-09-19,4952,1661,3,7,4,0,2
2024-09-20,4952,1654,4,10,4,0,0
2024-09-23,4952,1679,44,19,5,0,1
2024-09-24,4952,1678,5,6,5,0,0
2024-09-25,4952,1824,192,40,6,0,1
2024-09-26,4952,2344,718,198,11,0,5
2024-09-27,4952,2123,527,748,28,0,17
2024-09-30,4952,2114,65,74,25,16,13
2024-10-01,4952,2207,194,101,28,0,3
2024-10-04,4952,2125,45,127,30,0,2
2024-10-07,4952,2132,43,35,35,2,7
2024-10-08,4952,2105,20,46,32,6,3
2024-10-09,4952,2080,66,91,18,14,0
2024-10-11,4952,2097,55,38,9,9,0
2024-10-14,4952,2088,16,25,9,0,0
2024-10-15,4952,2098,24,14,9,0,0
2024-10-16,4952,2100,16,14,9,0,0
2024-10-17,4952,2102,9,7,9,0,0
2024-10-18,4952,2102,20,20,12,0,3
2024-10-21,4952,2073,9,38,13,0,1
2024-10-22,4952,2071,3,5,13,0,0
2024-10-23,4952,2076,25,20,16,0,3
2024-10-24,4952,2439,611,244,35,1,20
2024-10-25,4952,2283,455,611,34,4,3
2024-10-28,4952,2285,79,77,34,9,9
2024-10-29,4952,2286,32,31,35,0,1
2024-10-30,4952,2299,43,30,35,0,0
2024-11-01,4952,2284,12,27,28,7,0
2024-11-04,4952,2305,40,19,25,4,1
2024-11-05,4952,2292,20,33,25,0,0
2024-11-06,4952,2271,6,26,24,1,0
2024-11-07,4952,2214,10,67,24,1,1
2024-11-08,4952,2230,27,11,24,0,0
2024-11-11,4952,2232,16,14,18,8,2
2024-11-12,4952,2233,22,21,20,2,4
2024-11-13,4952,2237,13,8,18,2,0
2024-11-14,4952,2240,31,28,19,0,1
2024-11-15,4952,2247,14,7,19,0,0
2024-11-18,4952,2263,20,4,19,0,0
2024-11-19,4952,2267,8,4,19,0,0
2024-11-20,4952,2298,35,4,19,0,0
2024-11-21,4952,2317,24,5,17,3,1
2024-11-22,4952,2318,10,8,17,0,0
2024-11-25,4952,2321,9,6,18,0,1
2024-11-26,4952,2326,6,1,18,0,0
2024-11-27,4952,2344,26,8,18,0,0
2024-11-28,4952,2302,9,51,18,1,1
2024-11-29,4952,2295,2,9,22,0,4
2024-12-02,4952,2287,3,11,22,0,0
2024-12-03,4952,2285,4,6,22,0,0
2024-12-04,4952,2299,22,6,22,0,0
2024-12-05,4952,2491,284,92,21,2,1
2024-12-06,4952,2405,239,325,40,4,23
2024-12-09,4952,2394,35,46,47,0,7
2024-12-10,4952,2468,123,49,43,5,1
2024-12-11,4952,2519,84,33,46,2,5
2024-12-12,4952,2569,70,20,52,0,6
2024-12-13,4952,2624,81,26,52,0,0
2024-12-16,4952,2644,47,27,52,2,2
2024-12-17,4952,2665,49,28,56,0,4
2024-12-18,4952,2979,731,417,270,1,215
2024-12-19,4952,2919,165,225,159,118,7
2024-12-20,4952,2853,380,446,182,13,36
2024-12-23,4952,3040,300,113,179,6,3
2024-12-24,4952,2974,134,200,187,4,12
2024-12-25,4952,2976,135,133,179,19,11
2024-12-26,4952,3028,148,96,177,9,7
2024-12-27,4952,3021,41,48,143,34,0
2024-12-30,4952,3024,28,25,141,12,10
2024-12-31,4952,3040,31,10,138,6,3
2025-01-02,4952,3012,23,47,121,22,5
2025-01-03,4952,2953,29,88,93,35,7
2025-01-06,4952,2962,19,10,98,0,5
2025-01-07,4952,2967,13,8,93,6,1
2025-01-08,4952,2949,2,20,86,7,0
2025-01-09,4952,2956,205,198,94,0,8
2025-01-10,4952,2816,74,213,100,2,8
2025-01-13,4952,2731,21,99,73,27,0
2025-01-14,4952,2769,46,8,74,0,1
2025-01-15,4952,2765,7,11,73,1,0
2025-01-16,4952,2765,9,9,77,0,4
2025-01-17,4952,2738,1,28,73,5,1
2025-01-20,4952,2728,5,15,72,1,0
2025-01-21,4952,2724,12,16,72,0,0
2025-01-22,4952,2711,4,17,71,1,0
2025-02-03,4952,2722,17,6,67,4,0
2025-02-04,4952,2706,12,28,67,0,0
2025-02-05,4952,2697,6,15,60,8,1
2025-02-06,4952,2692,5,10,61,1,2
2025-02-07,4952,2687,9,14,63,0,2
