date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-15,5864,14147,211,79,215,0,0
2024-05-16,5864,14173,108,82,216,3,2
2024-05-17,5864,13711,100,552,213,0,3
2024-05-20,5864,13669,224,266,179,6,40
2024-05-21,5864,13660,417,426,174,2,7
2024-05-22,5864,13757,138,41,173,0,1
2024-05-23,5864,13639,258,376,188,15,0
2024-05-24,5864,13673,59,25,190,2,0
2024-05-27,5864,13691,83,65,190,2,2
2024-05-28,5864,13539,135,287,179,3,14
2024-05-29,5864,13685,235,89,179,0,0
2024-05-30,5864,13767,209,127,179,0,0
2024-05-31,5864,13385,174,495,228,50,1
2024-06-03,5864,13403,79,61,238,10,0
2024-06-04,5864,13459,116,60,238,7,7
2024-06-05,5864,13503,98,54,242,4,0
2024-06-06,5864,13454,36,84,246,4,0
2024-06-07,5864,13803,816,467,226,0,20
2024-06-11,5864,13603,158,350,228,4,2
2024-06-12,5864,13626,64,41,224,0,4
2024-06-13,5864,13672,101,54,199,0,25
2024-06-14,5864,13848,279,103,173,0,26
2024-06-17,5864,14189,614,273,22,0,108
2024-06-18,5864,14032,334,491,16,0,6
2024-06-19,5864,14155,278,155,3,0,13
2024-06-20,5864,13610,221,766,0,0,0
2024-06-21,5864,13580,289,319,0,0,0
2024-06-24,5864,13028,138,690,0,0,0
2024-06-25,5864,12958,191,261,14,14,0
2024-06-26,5864,12696,142,404,16,2,0
2024-06-27,5864,12753,113,56,16,0,0
2024-06-28,5864,12774,43,22,16,0,0
2024-07-01,5864,12915,264,123,16,0,0
2024-07-02,5864,12901,76,80,16,0,0
2024-07-03,5864,13170,329,60,16,0,0
2024-07-04,5864,13115,138,193,16,0,0
2024-07-05,5864,12018,192,1282,23,7,0
2024-07-08,5864,11737,113,409,22,0,1
2024-07-09,5864,11634,140,228,16,0,6
2024-07-10,5864,11871,357,120,16,0,0
2024-07-11,5864,11764,159,264,15,0,1
2024-07-12,5864,11909,303,158,17,2,0
2024-07-15,5864,12042,172,39,14,0,3
2024-07-16,5864,11881,35,196,19,5,0
2024-07-17,5864,11854,33,60,19,0,0
2024-07-18,5864,11828,25,51,19,0,0
2024-07-19,5864,11766,100,162,13,0,6
2024-07-22,5864,11766,79,79,7,4,10
2024-07-23,5864,12025,302,43,10,5,2
2024-07-26,5864,11998,78,105,9,0,1
2024-07-29,5864,11874,55,178,3,1,6
2024-07-30,5864,11979,278,173,3,0,0
2024-07-31,5864,11986,88,74,3,0,0
2024-08-01,5864,11749,19,256,3,0,0
2024-08-02,5864,11781,117,85,15,12,0
2024-08-05,5864,11580,209,408,5,1,11
2024-08-06,5864,11506,104,178,4,2,3
2024-08-07,5864,11479,26,53,9,5,0
2024-08-08,5864,11541,96,32,7,0,2
2024-08-09,5864,11303,35,164,8,1,0
2024-08-12,5864,11274,31,60,8,0,0
2024-08-13,5864,11260,14,28,28,21,1
2024-08-14,5864,11199,74,135,58,30,0
2024-08-15,5864,11215,17,1,58,0,0
2024-08-16,5864,11219,108,104,57,1,2
2024-08-19,5864,11255,92,55,57,0,0
2024-08-20,5864,11327,117,45,57,0,0
2024-08-21,5864,11342,20,4,58,1,0
2024-08-22,5864,11302,52,92,58,0,0
2024-08-23,5864,11172,42,172,58,0,0
2024-08-26,5864,11151,46,67,58,0,0
2024-08-27,5864,11110,5,46,58,0,0
2024-08-28,5864,10960,3,153,58,0,0
2024-08-29,5864,10944,0,16,59,1,0
2024-08-30,5864,10940,9,13,59,0,0
2024-09-02,5864,10937,1,4,59,0,0
2024-09-03,5864,10935,14,16,59,0,0
2024-09-04,5864,10974,81,42,54,0,5
2024-09-05,5864,11006,48,16,53,0,1
2024-09-06,5864,11013,19,12,54,1,0
2024-09-09,5864,10997,17,33,56,3,1
2024-09-10,5864,10983,25,39,56,0,0
2024-09-11,5864,10956,5,32,56,0,0
2024-09-12,5864,10964,9,1,55,0,1
2024-09-13,5864,10946,5,23,55,0,0
2024-09-16,5864,10918,14,42,55,0,0
2024-09-18,5864,10942,56,32,65,10,0
2024-09-19,5864,10978,40,4,65,0,0
2024-09-20,5864,9517,51,2,65,0,0
2024-09-23,5864,9532,24,9,66,1,0
2024-09-24,5864,9528,12,5,34,0,32
2024-09-25,5864,9509,24,43,17,3,20
2024-09-26,5864,9516,11,4,18,1,0
2024-09-27,5864,9546,76,46,4,1,15
2024-09-30,5864,9529,6,23,1,1,4
2024-10-01,5864,9566,63,26,0,0,1
2024-10-04,5864,9546,162,182,0,0,0
2024-10-07,5864,9584,114,76,204,204,0
2024-10-08,5864,9604,61,41,278,104,30
2024-10-09,5864,9800,198,2,700,422,0
2024-10-11,5864,9755,28,73,752,62,10
2024-10-14,5864,9755,14,14,660,28,120
2024-10-15,5864,9773,22,4,642,46,64
2024-10-16,5864,9785,14,2,577,10,75
2024-10-17,5864,9795,10,0,601,26,2
2024-10-18,5864,9780,5,20,626,25,0
2024-10-21,5864,9781,2,1,631,5,0
2024-10-22,5864,9795,14,0,636,5,0
2024-10-23,5864,9839,53,9,646,10,0
2024-10-24,5864,9747,103,195,657,16,5
2024-10-25,5864,9734,73,86,733,81,5
2024-10-28,5864,9705,28,57,775,52,10
2024-10-29,5864,9638,36,103,777,7,5
2024-10-30,5864,9575,6,69,802,25,0
2024-11-01,5864,9520,23,78,773,3,32
2024-11-04,5864,9565,49,4,801,30,2
2024-11-05,5864,9485,17,97,811,10,0
2024-11-06,5864,9552,76,8,811,0,0
2024-11-07,5864,9507,20,65,792,2,21
2024-11-08,5864,9499,19,27,791,20,21
2024-11-11,5864,9474,5,30,803,32,20
2024-11-12,5864,9553,102,23,803,0,0
2024-11-13,5864,9575,33,10,813,10,0
2024-11-14,5864,9618,66,15,817,4,0
2024-11-15,5864,9614,26,30,907,90,0
2024-11-18,5864,9701,111,24,979,72,0
2024-11-19,5864,9167,62,11,995,16,0
2024-11-20,5864,9423,263,5,1044,49,0
2024-11-21,5864,9610,187,0,1087,43,0
2024-11-22,5864,9686,79,3,1509,470,48
2024-11-25,5864,9820,199,65,1805,297,1
2024-11-26,5864,9906,91,5,1928,123,0
2024-11-27,5864,10069,167,4,2175,255,8
2024-11-28,5864,10242,179,6,2464,301,12
2024-11-29,5864,10277,53,13,2696,248,16
2024-12-02,5864,10629,478,71,951,0,1208
2024-12-03,5864,10975,432,83,586,120,166
2024-12-04,5864,11240,445,180,538,14,59
2024-12-05,5864,11832,609,17,576,45,7
2024-12-06,5864,12102,306,31,490,56,2
2024-12-09,5864,12367,287,22,201,0,287
2024-12-10,5864,12360,29,36,60,0,139
2024-12-11,5864,12328,32,64,10,0,48
2024-12-12,5864,12311,18,35,10,0,0
2024-12-13,5864,12265,90,135,10,0,0
2024-12-16,5864,12243,38,60,10,0,0
2024-12-17,5864,12238,12,17,14,4,0
2024-12-18,5864,12236,24,26,14,0,0
2024-12-19,5864,12160,49,125,15,2,1
2024-12-20,5864,12158,30,32,15,0,0
2024-12-23,5864,12035,30,153,13,0,2
2024-12-24,5864,11989,42,88,13,0,0
2024-12-25,5864,12022,53,20,13,0,0
2024-12-26,5864,12033,60,19,13,0,0
2024-12-27,5864,12039,62,56,13,0,0
2024-12-30,5864,12001,19,57,13,0,0
2024-12-31,5864,12026,50,25,13,0,0
2025-01-02,5864,11857,2,71,13,0,0
2025-01-03,5864,11825,102,104,13,0,0
2025-01-06,5864,11833,142,25,11,0,2
2025-01-07,5864,11849,24,8,11,0,0
2025-01-08,5864,11937,162,74,53,42,0
2025-01-09,5864,11903,71,102,51,0,2
2025-01-10,5864,11966,83,19,47,0,4
2025-01-13,5864,11449,77,185,47,0,0
2025-01-14,5864,11439,2,10,47,0,0
2025-01-15,5864,11470,40,9,48,1,0
2025-01-16,5864,11457,43,56,48,0,0
2025-01-17,5864,11448,3,12,48,0,0
2025-01-20,5864,11414,2,36,48,0,0
2025-01-21,5864,11244,10,180,46,0,2
2025-01-22,5864,11210,62,96,46,0,0
2025-02-03,5864,11108,10,112,46,0,0
2025-02-04,5864,11129,21,0,67,22,1
2025-02-05,5864,11139,56,46,67,0,0
2025-02-06,5864,11169,53,23,46,1,22
2025-02-07,5864,11207,55,3,46,0,0
2025-02-10,5864,11245,59,21,6,0,40
2025-02-11,5864,11191,56,110,6,0,0
2025-02-12,5864,11205,49,35,6,0,0
2025-02-13,5864,11165,13,53,6,0,0
2025-02-14,5864,11159,23,28,6,0,0
2025-02-17,5864,11154,27,31,6,0,0
2025-02-18,5864,11234,139,59,6,0,0
2025-02-19,5864,11293,99,40,6,0,0
2025-02-20,5864,11235,22,80,6,0,0
2025-02-21,5864,11210,61,86,7,1,0
2025-02-24,5864,11243,91,58,3,0,4
2025-02-25,5864,9751,39,31,3,0,0
2025-02-26,5864,9768,41,23,4,1,0
2025-02-27,5864,9732,18,54,4,0,0
2025-03-03,5864,9770,49,11,2,0,2
2025-03-04,5864,9772,22,20,3,1,0
2025-03-05,5864,9792,22,2,3,0,0
2025-03-06,5864,9802,28,18,2,0,1
2025-03-07,5864,9928,126,0,0,0,2
2025-03-10,5864,9901,12,39,0,0,0
2025-03-11,5864,9937,70,34,0,0,0
2025-03-12,5864,9657,26,9,0,0,0
2025-03-13,5864,9625,0,32,16,16,0
2025-03-14,5864,9676,62,11,25,9,0
2025-03-17,5864,9795,120,1,0,0,25
2025-03-18,5864,9771,8,32,0,0,0
2025-03-19,5864,9678,2,95,0,0,0
2025-03-20,5864,9678,2,2,0,0,0
2025-03-21,5864,9716,60,22,0,0,0
2025-03-24,5864,9722,6,0,0,0,0
2025-03-25,5864,9726,4,0,1,1,0
2025-03-26,5864,9721,5,10,2,1,0
2025-03-27,5864,9684,44,81,1,0,1
2025-03-28,5864,9646,89,127,1,0,0
2025-03-31,5864,9637,29,38,1,0,0
2025-04-01,5864,9640,3,0,75,74,0
2025-04-02,5864,9615,1,26,282,207,0
2025-04-07,5864,8723,4,83,292,10,0
2025-04-08,5864,7567,448,1543,157,0,135
2025-04-09,5864,7209,95,453,157,0,0
2025-04-10,5864,7133,71,147,152,0,5
2025-04-11,5864,7103,26,55,152,0,0
2025-04-14,5864,6995,21,7,152,0,0
2025-04-15,5864,7034,54,15,152,0,0
2025-04-16,5864,7021,37,50,156,4,0
2025-04-17,5864,7059,55,17,152,0,4
2025-04-18,5864,7057,23,25,164,12,0
2025-04-21,5864,7111,88,34,184,20,0
2025-04-22,5864,7236,149,24,216,32,0
2025-04-23,5864,7241,39,24,226,14,4
2025-04-24,5864,7245,26,22,242,16,0
2025-04-25,5864,4901,100,28,252,10,0
2025-04-28,5864,4902,1,0,252,0,0
2025-04-29,5864,4926,35,11,252,0,0
2025-04-30,5864,4918,32,40,268,16,0
2025-05-02,5864,4933,18,3,278,10,0
2025-05-05,5864,4983,55,5,278,0,0
2025-05-06,5864,4977,0,6,278,0,0
2025-05-07,5864,5061,117,31,231,0,47
2025-05-08,5864,5053,120,128,225,1,7
2025-05-09,5864,5054,8,7,225,0,0
2025-05-12,5864,5072,20,2,166,0,59
2025-05-13,5864,5067,13,18,11,0,155
2025-05-14,5864,5089,28,5,11,0,0
2025-05-15,5864,5087,0,2,11,0,0
2025-05-16,5864,5211,132,8,11,0,0
2025-05-19,5864,5368,170,13,10,0,1
2025-05-20,5864,5471,118,15,11,1,0
2025-05-21,5864,5468,28,31,10,0,1
2025-05-22,5864,5475,19,12,10,0,0
2025-05-23,5864,5472,46,41,0,0,10
2025-05-26,5864,5414,22,80,0,0,0
2025-05-27,5864,5425,67,52,0,0,0
2025-05-28,5864,5418,12,19,0,0,0
2025-05-29,5864,5483,70,5,0,0,0
2025-06-02,5864,5474,41,50,1,1,0
2025-06-03,5864,5468,12,18,4,3,0
2025-06-04,5864,5595,212,85,3,0,1
2025-06-05,5864,5629,59,25,3,0,0
2025-06-06,5864,5624,24,29,3,0,0
2025-06-09,5864,5685,87,26,3,0,0
2025-06-10,5864,5687,20,18,3,0,0
2025-06-11,5864,5702,47,32,3,0,0
2025-06-12,5864,5711,14,5,0,0,3
2025-06-13,5864,5895,247,57,0,0,0
2025-06-16,5864,5921,33,7,0,0,0
2025-06-17,5864,5939,23,5,0,0,0
2025-06-18,5864,5945,11,5,0,0,0
2025-06-19,5864,5948,8,5,0,0,0
2025-06-20,5864,5900,44,92,0,0,0
2025-06-23,5864,5923,23,0,0,0,0
2025-06-24,5864,5949,26,0,0,0,0
2025-06-25,5864,5931,11,29,0,0,0
2025-06-26,5864,5928,2,5,0,0,0
2025-06-27,5864,5930,20,18,0,0,0
2025-06-30,5864,5933,13,10,0,0,0
2025-07-01,5864,5895,39,77,0,0,0
2025-07-02,5864,5792,40,143,0,0,0
2025-07-03,5864,5462,59,389,0,0,0
2025-07-04,5864,5532,143,73,0,0,0
2025-07-07,5864,5703,198,27,3,3,0
2025-07-08,5864,5567,61,197,5,2,0
2025-07-09,5864,5404,54,217,5,0,0
2025-07-10,5864,5413,9,0,6,1,0
2025-07-11,5864,5319,65,159,6,0,0
2025-07-14,5864,5269,80,130,6,0,0
2025-07-15,5864,5266,21,24,6,0,0
2025-07-16,5864,5268,25,23,7,1,0
2025-07-17,5864,5262,3,9,7,0,0
2025-07-18,5864,5216,48,92,2,1,6
2025-07-21,5864,5234,24,6,2,0,0
2025-07-22,5864,5268,39,5,2,0,0
2025-07-23,5864,5265,7,10,3,1,0
2025-07-24,5864,5301,41,5,3,0,0
2025-07-25,5864,5289,0,12,3,0,0
2025-07-28,5864,5280,2,11,3,0,0
2025-07-29,5864,5235,11,56,3,0,0
2025-07-30,5864,5058,6,30,3,0,0
2025-07-31,5864,5262,204,0,3,0,0
2025-08-01,5864,5288,26,0,3,0,0
2025-08-04,5864,5293,152,145,4,1,0
2025-08-05,5864,5263,93,123,5,1,0
2025-08-06,5864,5167,52,98,6,1,0
2025-08-07,5864,4983,64,248,6,0,0
2025-08-08,5864,4895,85,173,4,0,2
2025-08-11,5864,4912,18,1,5,1,0
2025-08-12,5864,4703,101,310,4,0,1
2025-08-13,5864,4778,107,0,4,0,0
2025-08-14,5864,4807,29,0,4,0,0
2025-08-15,5864,4855,65,0,4,0,0
2025-08-18,5864,4851,44,48,5,1,0
2025-08-19,5864,4888,49,12,5,0,0
2025-08-20,5864,4933,97,52,5,0,0
2025-08-21,5864,4782,40,191,7,2,0
2025-08-22,5864,4782,31,15,7,0,0
2025-08-25,5864,4719,56,119,7,0,0
2025-08-26,5864,4704,23,38,7,0,0
2025-08-27,5864,4950,375,129,14,7,0
2025-08-28,5864,5180,242,12,10,0,4
2025-08-29,5864,5221,67,26,10,0,0
2025-09-01,5864,5219,51,53,11,1,0
2025-09-02,5864,5296,77,0,11,0,0
2025-09-03,5864,5289,40,46,10,1,2
2025-09-04,5864,5322,34,1,11,1,0
2025-09-05,5864,5734,479,67,11,0,0
2025-09-08,5864,5891,258,101,11,0,0
2025-09-09,5864,5992,127,26,11,0,0
2025-09-10,5864,5858,12,58,12,1,0
2025-09-11,5864,5680,14,192,12,0,0
2025-09-12,5864,5652,26,54,12,0,0
2025-09-15,5864,5640,66,78,12,0,0
2025-09-16,5864,5610,53,81,10,0,2
2025-09-17,5864,5378,4,236,11,3,2
2025-09-18,5864,5387,27,18,14,5,2
2025-09-19,5864,5429,55,13,13,0,1
2025-09-22,5864,5542,115,2,13,0,0
2025-09-23,5864,5642,118,18,14,1,0
2025-09-24,5864,5658,52,36,14,0,0
2025-09-25,5864,5788,169,39,14,0,0
2025-09-26,5864,5743,112,157,12,0,2
2025-09-30,5864,5666,50,127,12,0,0
2025-10-01,5864,5666,79,79,15,3,0
2025-10-02,5864,5445,76,297,11,0,4
2025-10-03,5864,5361,51,134,13,2,0
2025-10-07,5864,5247,162,276,12,1,2
2025-10-08,5864,5259,62,50,14,2,0
2025-10-09,5864,5316,95,38,10,0,4
2025-10-13,5864,5358,95,53,11,2,1
2025-10-14,5864,5363,63,33,10,0,1
2025-10-15,5864,5400,83,46,9,0,1
2025-10-16,5864,5429,30,1,9,0,0
2025-10-17,5864,5426,11,14,9,0,0
2025-10-20,5864,5597,247,16,10,1,0
2025-10-21,5864,5685,193,105,10,0,0
2025-10-22,5864,5720,107,71,9,1,2
2025-10-23,5864,5798,92,11,10,1,0
2025-10-27,5864,6149,376,25,11,1,0
2025-10-28,5864,6147,107,109,9,0,2
2025-10-29,5864,6362,250,32,9,0,0
2025-10-30,5864,6308,300,196,11,2,0
2025-10-31,5864,6489,255,74,15,4,0
2025-11-03,5864,6562,107,34,22,7,0
2025-11-04,5864,6684,140,18,22,0,0
2025-11-05,5864,6882,269,21,34,12,0
2025-11-06,5864,6030,190,1042,34,0,0
2025-11-07,5864,6238,274,66,35,1,0
2025-11-10,5864,6267,151,98,33,0,2
2025-11-11,5864,6256,109,120,45,12,0
2025-11-12,5864,6167,86,175,54,9,0
2025-11-13,5864,6042,75,135,52,1,3
2025-11-14,5864,6037,29,34,50,0,2
2025-11-17,5864,6200,167,4,50,0,0
2025-11-18,5864,6175,232,257,46,0,4
2025-11-19,5864,6232,60,3,46,0,0
2025-11-20,5864,6218,8,22,46,0,0
2025-11-21,5864,6294,114,38,45,0,1
2025-11-24,5864,6244,19,14,45,0,0
2025-11-25,5864,6249,71,54,45,0,0
2025-11-26,5864,6136,73,186,65,20,0
2025-11-27,5864,6063,24,92,65,0,0
2025-11-28,5864,6078,56,41,75,10,0
2025-12-01,5864,6092,89,75,120,45,0
2025-12-02,5864,6051,33,73,120,0,0
2025-12-03,5864,6010,3,38,121,1,0
2025-12-04,5864,6001,40,49,119,0,2
2025-12-05,5864,6079,94,16,153,35,1
2025-12-08,5864,6157,332,254,139,0,14
2025-12-09,5864,5827,42,372,129,0,10
2025-12-10,5864,5860,33,0,89,0,40
2025-12-11,5864,5901,52,11,89,0,0
2025-12-12,5864,5901,4,4,29,0,60
2025-12-15,5864,5938,39,1,29,0,0
2025-12-16,5864,5955,17,0,29,0,0
2025-12-17,5864,5963,22,14,29,0,0
2025-12-18,5864,5959,6,0,29,0,0
2025-12-19,5864,5961,35,33,29,0,0
2025-12-22,5864,6058,107,10,29,0,0
2025-12-23,5864,6100,47,5,29,0,0
2025-12-24,5864,6124,35,11,29,0,0
2025-12-26,5864,6167,70,27,29,0,0
2025-12-29,5864,6296,145,16,29,0,0
2025-12-30,5864,6419,131,8,29,0,0
2025-12-31,5864,6601,193,11,30,1,0
2026-01-02,5864,6714,126,13,30,0,0
2026-01-05,5864,7035,496,145,31,1,0
2026-01-06,5864,7104,182,113,30,0,1
2026-01-07,5864,6939,470,635,29,0,1
2026-01-08,5864,7218,514,235,6,1,24
2026-01-09,5864,6928,120,410,11,5,0
2026-01-12,5864,6933,104,99,7,1,5
2026-01-13,5864,7766,1216,383,8,2,1
2026-01-14,5864,8318,653,101,8,0,0
2026-01-15,5864,7573,207,952,4,0,4
2026-01-16,5864,8139,1114,548,4,0,0
2026-01-19,5864,8864,1068,343,5,1,0
2026-01-20,5864,11849,3996,1011,24,19,0
2026-01-21,5864,11760,558,634,30,6,0
2026-01-22,5864,12468,893,185,37,13,6
2026-01-23,5864,12967,911,412,44,7,0
2026-01-26,5864,14146,1763,584,55,11,0
2026-01-27,5864,14383,600,363,54,0,1
2026-01-28,5864,14781,1177,779,63,9,0
2026-01-29,5864,14640,662,803,72,9,0
2026-01-30,5864,15571,1496,565,70,4,6
2026-02-02,5864,16592,1750,729,91,23,2
2026-02-03,5864,16601,783,774,75,5,21
2026-02-04,5864,16412,217,404,75,0,0
2026-02-05,5864,17179,969,202,73,3,0
2026-02-06,5864,16618,2159,2719,62,7,18
2026-02-09,5864,15066,699,2251,62,4,4
2026-02-10,5864,14563,195,698,62,4,4
2026-02-11,5864,13339,310,1534,62,1,1
2026-02-23,5864,12253,1060,2146,67,6,1
2026-02-24,5864,12236,884,901,79,17,5
2026-02-25,5864,11995,1666,1907,54,16,41
2026-02-26,5864,11661,985,1319,44,0,10
2026-03-02,5864,10675,841,1827,43,0,1
2026-03-03,5864,10489,678,864,47,16,12
2026-03-04,5864,10289,786,945,7,2,42
2026-03-05,5864,10434,605,460,5,1,3
2026-03-06,5864,10066,801,919,0,0,5
2026-03-09,5864,9168,356,1254,0,0,0
2026-03-10,5864,9025,265,408,0,0,0
2026-03-11,5864,8930,609,697,0,0,0
2026-03-12,5864,9041,270,159,7,7,0
2026-03-13,5864,8728,69,382,23,17,1
2026-03-16,5864,8906,402,222,24,1,0
2026-03-17,5864,9237,708,377,24,0,0
2026-03-18,5864,9650,818,405,24,0,0
2026-03-19,5864,10047,547,150,30,6,0
2026-03-20,5864,10458,851,440,35,10,5
2026-03-23,5864,10308,100,230,116,81,0
2026-03-24,5864,10181,62,188,115,0,1
2026-03-25,5864,10329,264,116,117,4,2
2026-03-26,5864,10328,125,126,97,0,20
2026-03-27,5864,9547,256,1037,42,2,57
2026-03-30,5864,9231,125,279,82,40,0
2026-03-31,5864,9060,187,358,83,1,0
2026-04-01,5864,9034,24,50,118,37,2
2026-04-02,5864,9085,100,48,161,44,1
2026-04-07,5864,8953,24,155,131,4,34
2026-04-08,5864,8982,399,370,127,0,4
2026-04-09,5864,9251,295,64,127,0,0
2026-04-10,5864,8928,106,184,118,3,12
2026-04-13,5864,8973,103,58,117,0,1
2026-04-14,5864,9265,512,220,99,1,19
2026-04-15,5864,9476,387,176,16,0,83
2026-04-16,5864,9561,195,110,15,0,1
2026-04-17,5864,9092,394,863,13,0,2
2026-04-20,5864,9002,52,142,13,0,0
2026-04-21,5864,9105,146,43,13,0,0
2026-04-22,5864,9115,168,158,4,0,9
2026-04-23,5864,8682,260,693,10,6,0
2026-04-24,5864,8553,366,495,18,8,0
2026-04-27,5864,8418,584,719,21,3,0
2026-04-28,5864,8353,230,295,21,2,0
2026-04-29,5864,8494,364,80,21,0,0
2026-04-30,5864,8448,304,350,22,1,0
2026-05-04,5864,9054,910,289,28,6,0
2026-05-05,5864,9155,352,250,33,5,0
2026-05-06,5864,9121,526,556,30,2,5
2026-05-07,5864,9895,1613,839,38,8,0
2026-05-08,5864,9895,1024,1024,43,5,0
2026-05-11,5864,10109,669,455,45,2,0
2026-05-12,5864,9539,1160,1730,42,4,7
2026-05-13,5864,9830,538,247,47,13,8
2026-05-14,5864,10056,636,410,46,2,3
2026-05-15,5864,10101,358,312,43,1,4
2026-05-18,5864,10658,797,145,42,3,4
2026-05-19,5864,10413,209,454,32,2,12
2026-05-20,5864,10537,305,141,35,3,0
2026-05-21,5864,10976,684,241,38,5,2
2026-05-22,5864,9709,596,388,41,3,0
2026-05-25,5864,9507,677,879,40,1,2
2026-05-26,5864,9365,723,748,45,12,7
2026-05-27,5864,8499,757,1618,88,53,10
2026-05-28,5864,8354,1059,1204,83,6,11
2026-05-29,5864,9435,1393,312,129,50,4
