date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-04-18,3105,9608,29,133,106,36,9
2024-04-19,3105,9536,267,331,76,9,39
2024-04-22,3105,9399,60,177,84,13,5
2024-04-23,3105,9390,39,46,97,19,6
2024-04-24,3105,9343,60,107,103,18,12
2024-04-25,3105,9404,79,18,90,2,15
2024-04-26,3105,9607,259,56,89,2,3
2024-04-29,3105,9986,520,140,96,12,5
2024-04-30,3105,10027,292,250,131,36,1
2024-05-02,3105,10059,93,59,132,1,0
2024-05-03,3105,10061,77,55,129,5,8
2024-05-06,3105,9972,72,158,118,0,11
2024-05-07,3105,9930,194,220,109,3,12
2024-05-08,3105,9883,73,105,105,1,5
2024-05-09,3105,9874,48,45,106,2,1
2024-05-10,3105,9895,71,39,105,4,5
2024-05-13,3105,9885,35,45,106,3,2
2024-05-14,3105,9895,100,86,103,1,4
2024-05-15,3105,9934,93,43,101,0,2
2024-05-16,3105,9984,197,147,104,5,2
2024-05-17,3105,10104,158,38,99,0,5
2024-05-20,3105,10202,177,79,105,6,0
2024-05-21,3105,10264,121,59,101,1,5
2024-05-22,3105,9691,77,647,92,15,24
2024-05-23,3105,9774,146,63,82,1,11
2024-05-24,3105,9759,46,54,88,8,2
2024-05-27,3105,9717,39,79,90,3,1
2024-05-28,3105,9731,211,185,86,10,14
2024-05-29,3105,9800,182,112,89,4,1
2024-05-30,3105,9825,82,50,93,13,9
2024-05-31,3105,9885,168,108,84,0,9
2024-06-03,3105,9890,65,48,87,5,2
2024-06-04,3105,9976,133,47,90,6,3
2024-06-05,3105,10001,96,68,64,3,29
2024-06-06,3105,10084,186,83,63,10,11
2024-06-07,3105,10145,129,66,64,3,2
2024-06-11,3105,10027,87,82,64,3,3
2024-06-12,3105,9938,126,203,89,27,2
2024-06-13,3105,10801,1980,1117,210,127,6
2024-06-14,3105,10095,1202,1907,186,17,41
2024-06-17,3105,10073,818,839,198,17,5
2024-06-18,3105,9863,406,616,188,10,19
2024-06-19,3105,10155,1219,922,211,34,11
2024-06-20,3105,9818,593,930,258,63,16
2024-06-21,3105,9716,570,669,284,36,10
2024-06-24,3105,10240,877,351,216,5,73
2024-06-25,3105,10201,307,346,189,12,39
2024-06-26,3105,10007,262,455,183,3,9
2024-06-27,3105,10091,459,374,202,24,5
2024-06-28,3105,9051,1235,2273,377,182,7
2024-07-01,3105,9425,1625,1251,368,16,25
2024-07-02,3105,9726,748,446,301,12,79
2024-07-03,3105,9783,452,393,324,30,7
2024-07-04,3105,9861,599,520,326,14,12
2024-07-05,3105,9895,1136,1091,383,67,10
2024-07-08,3105,9554,357,706,376,16,23
2024-07-09,3105,9302,343,581,372,24,28
2024-07-10,3105,9527,685,460,372,27,27
2024-07-11,3105,9706,547,367,378,12,6
2024-07-12,3105,9217,705,1194,270,4,112
2024-07-15,3105,8809,254,662,236,10,44
2024-07-16,3105,8729,226,306,237,10,9
2024-07-17,3105,8582,804,947,358,129,8
2024-07-18,3105,8742,650,490,330,45,73
2024-07-19,3105,8553,678,852,206,16,140
2024-07-22,3105,8641,625,527,147,25,84
2024-07-23,3105,8343,107,386,169,29,6
2024-07-26,3105,8594,431,142,139,7,37
2024-07-29,3105,8751,416,248,132,17,24
2024-07-30,3105,9259,910,365,135,51,46
2024-07-31,3105,9751,1647,1131,126,63,72
2024-08-01,3105,9462,277,563,78,11,59
2024-08-02,3105,9126,518,845,282,221,17
2024-08-05,3105,8360,925,1627,148,76,210
2024-08-06,3105,8452,571,346,175,65,38
2024-08-07,3105,8463,243,225,175,41,41
2024-08-08,3105,8458,87,91,166,43,52
2024-08-09,3105,8615,383,140,161,14,19
2024-08-12,3105,8553,237,297,169,31,23
2024-08-13,3105,8508,129,172,185,18,1
2024-08-14,3105,8448,361,420,192,18,11
