date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-13,2338,8114,82,218,39,11,5
2024-05-14,2338,7920,89,283,36,3,0
2024-05-15,2338,7951,114,83,36,1,1
2024-05-16,2338,7945,91,95,38,0,2
2024-05-17,2338,8115,260,90,39,3,4
2024-05-20,2338,7921,155,349,49,3,13
2024-05-21,2338,7933,240,228,52,2,5
2024-05-22,2338,8123,264,72,55,0,3
2024-05-23,2338,8109,137,145,54,1,0
2024-05-24,2338,8101,37,45,55,2,3
2024-05-27,2338,8514,754,341,60,0,5
2024-05-28,2338,8843,1169,839,61,0,1
2024-05-29,2338,8372,151,622,65,1,5
2024-05-30,2338,8447,173,94,66,1,2
2024-05-31,2338,8367,100,180,61,6,1
2024-06-03,2338,8194,97,267,56,5,0
2024-06-04,2338,8113,147,227,55,2,1
2024-06-05,2338,8087,52,73,54,1,0
2024-06-06,2338,8059,57,84,56,1,3
2024-06-07,2338,7760,80,377,65,0,9
2024-06-11,2338,7691,115,184,66,0,1
2024-06-12,2338,7609,116,175,69,0,3
2024-06-13,2338,7481,265,392,76,1,8
2024-06-14,2338,7567,201,114,71,8,3
2024-06-17,2338,7836,652,383,75,3,7
2024-06-18,2338,7837,115,114,71,6,2
2024-06-19,2338,7603,102,336,71,2,2
2024-06-20,2338,12020,5299,880,174,2,105
2024-06-21,2338,10722,2004,3299,179,21,26
2024-06-24,2338,9482,866,2106,185,11,17
2024-06-25,2338,7909,434,2007,170,36,21
2024-06-26,2338,7875,343,377,148,22,0
2024-06-27,2338,7799,180,253,124,26,2
2024-06-28,2338,7788,120,130,124,9,9
2024-07-01,2338,7871,260,177,126,0,2
2024-07-02,2338,7877,97,90,132,0,6
2024-07-03,2338,7870,246,253,142,0,10
2024-07-04,2338,8006,647,511,167,2,27
2024-07-05,2338,8272,663,397,181,2,16
2024-07-08,2338,7758,225,736,185,16,20
2024-07-09,2338,7618,198,338,168,23,6
2024-07-10,2338,7662,166,122,163,5,0
2024-07-11,2338,9061,2498,1096,195,2,34
2024-07-12,2338,9241,721,541,194,12,31
2024-07-15,2338,9361,321,199,217,5,28
2024-07-16,2338,9505,555,406,237,3,23
2024-07-17,2338,9613,517,409,222,15,0
2024-07-18,2338,9493,286,406,221,9,8
2024-07-19,2338,9694,784,583,182,43,4
2024-07-22,2338,9838,532,388,178,7,3
2024-07-23,2338,9623,87,302,170,11,3
2024-07-26,2338,9492,136,264,144,53,27
2024-07-29,2338,9313,83,246,143,2,3
2024-07-30,2338,9171,93,235,127,18,2
2024-07-31,2338,9149,46,68,127,2,2
2024-08-01,2338,9120,83,104,129,0,2
2024-08-02,2338,8956,151,304,85,49,7
2024-08-05,2338,8797,630,774,83,26,24
2024-08-06,2338,7750,452,1393,53,30,0
2024-08-07,2338,7566,176,357,75,6,31
2024-08-08,2338,7536,184,214,103,1,29
2024-08-09,2338,7506,151,176,85,20,2
2024-08-12,2338,8120,794,176,86,2,3
2024-08-13,2338,8092,23,46,86,1,1
2024-08-14,2338,7985,72,163,65,1,1
2024-08-15,2338,8142,254,56,65,1,1
2024-08-16,2338,8125,74,88,60,6,1
2024-08-19,2338,8100,25,50,58,2,0
2024-08-20,2338,8131,96,65,58,1,1
2024-08-21,2338,8096,22,56,65,8,15
2024-08-22,2338,8111,46,10,57,8,0
2024-08-23,2338,8099,42,37,48,5,2
2024-08-26,2338,8043,26,72,25,23,0
2024-08-27,2338,8054,36,25,0,25,0
2024-08-28,2338,8060,25,18,0,0,0
2024-08-29,2338,8020,26,65,0,0,0
2024-08-30,2338,8042,120,98,0,0,0
2024-09-02,2338,8181,223,84,28,0,28
2024-09-03,2338,8178,48,48,28,0,0
2024-09-04,2338,7966,124,335,55,7,34
2024-09-05,2338,8022,104,47,59,0,4
2024-09-06,2338,7968,44,97,63,1,5
2024-09-09,2338,7875,25,112,64,4,5
2024-09-10,2338,7807,109,172,88,0,24
2024-09-11,2338,7771,67,96,108,5,25
2024-09-12,2338,7722,16,63,92,21,5
2024-09-13,2338,7737,59,41,68,22,4
2024-09-16,2338,7701,17,26,71,1,6
2024-09-18,2338,7714,35,22,72,2,3
2024-09-19,2338,7745,54,13,69,4,1
2024-09-20,2338,7733,34,40,61,5,2
2024-09-23,2338,7744,76,64,55,6,0
2024-09-24,2338,7781,66,28,53,3,1
2024-09-25,2338,7835,164,108,55,0,2
2024-09-26,2338,7944,202,92,56,0,1
2024-09-27,2338,7986,231,165,25,36,5
2024-09-30,2338,7982,38,38,23,2,0
2024-10-01,2338,8007,80,23,24,0,1
2024-10-04,2338,7982,20,12,28,0,4
2024-10-07,2338,7996,86,60,31,1,4
2024-10-08,2338,7988,59,64,31,2,2
2024-10-09,2338,7996,70,56,45,2,16
2024-10-11,2338,7978,34,48,40,5,0
2024-10-14,2338,8011,61,18,38,2,0
2024-10-15,2338,8026,41,25,39,0,1
2024-10-16,2338,8178,242,84,29,10,0
2024-10-17,2338,8117,19,75,28,1,0
2024-10-18,2338,8213,135,26,28,0,0
2024-10-21,2338,8099,18,132,29,0,1
2024-10-22,2338,8118,37,12,28,1,0
2024-10-23,2338,8179,96,32,28,0,0
2024-10-24,2338,8185,79,70,22,8,2
2024-10-25,2338,8315,160,27,22,0,0
2024-10-28,2338,8286,23,50,30,0,8
2024-10-29,2338,8304,88,68,54,7,31
2024-10-30,2338,8327,34,11,59,2,7
2024-11-01,2338,8414,130,43,62,3,10
2024-11-04,2338,8393,124,143,118,3,59
2024-11-05,2338,8372,61,81,176,4,62
2024-11-06,2338,8307,42,105,446,7,277
2024-11-07,2338,8260,176,220,19,428,1
2024-11-08,2338,8295,77,38,17,2,0
2024-11-11,2338,8313,62,44,18,0,1
2024-11-12,2338,8144,77,223,21,0,3
2024-11-13,2338,8147,52,19,29,3,11
2024-11-14,2338,8136,15,16,29,3,3
2024-11-15,2338,8045,42,94,37,1,9
2024-11-18,2338,7849,109,75,63,3,29
2024-11-19,2338,7861,29,17,73,2,12
2024-11-20,2338,7849,68,75,65,13,5
2024-11-21,2338,7859,29,15,74,6,15
2024-11-22,2338,7779,21,101,75,4,5
2024-11-25,2338,7665,17,121,80,1,6
2024-11-26,2338,7677,35,15,76,4,0
2024-11-27,2338,7693,28,12,72,7,3
2024-11-28,2338,7708,48,30,86,9,23
2024-11-29,2338,7705,20,18,97,2,13
2024-12-02,2338,7705,92,73,103,11,17
2024-12-03,2338,7853,194,44,102,3,2
2024-12-04,2338,7833,20,20,91,12,1
2024-12-05,2338,8082,307,52,101,5,15
2024-12-06,2338,8275,327,121,100,3,2
2024-12-09,2338,8315,135,83,84,18,4
2024-12-10,2338,8475,309,138,80,4,0
2024-12-11,2338,8899,453,28,90,1,11
2024-12-12,2338,8931,137,86,82,8,0
2024-12-13,2338,9365,525,88,87,5,10
2024-12-16,2338,9343,154,130,100,1,14
2024-12-17,2338,9383,92,37,97,17,14
2024-12-18,2338,9399,36,20,95,12,10
2024-12-19,2338,9379,33,52,76,20,1
2024-12-20,2338,9450,95,21,79,3,6
2024-12-23,2338,9438,15,20,76,3,0
2024-12-24,2338,9211,22,99,72,5,1
2024-12-25,2338,9189,17,27,72,0,1
2024-12-26,2338,9088,28,46,72,2,2
2024-12-27,2338,9101,40,16,69,3,0
2024-12-30,2338,9182,98,11,71,1,3
2024-12-31,2338,9207,29,3,72,2,3
2025-01-02,2338,9251,62,17,68,11,7
2025-01-03,2338,9244,52,10,73,0,5
2025-01-06,2338,9134,3,71,65,14,6
2025-01-07,2338,9178,57,12,64,3,2
2025-01-08,2338,9169,31,38,67,0,3
2025-01-09,2338,9189,50,27,70,1,4
2025-01-10,2338,9194,26,19,78,1,9
2025-01-13,2338,8939,166,357,81,11,14
2025-01-14,2338,8897,44,75,83,15,17
2025-01-15,2338,8891,7,12,83,0,0
2025-01-16,2338,8870,24,37,93,0,10
2025-01-17,2338,8799,5,49,98,1,6
2025-01-20,2338,8792,10,14,99,1,2
2025-01-21,2338,8369,7,37,101,0,2
2025-01-22,2338,8321,2,48,95,8,2
2025-02-03,2338,8326,54,41,91,5,1
2025-02-04,2338,8330,16,7,86,5,0
2025-02-05,2338,8524,206,11,72,16,2
2025-02-06,2338,8489,10,45,73,0,1
2025-02-07,2338,8440,10,58,64,10,1
2025-02-10,2338,8261,36,211,62,4,2
2025-02-11,2338,8270,14,4,63,1,2
2025-02-12,2338,8284,24,10,65,3,5
2025-02-13,2338,8216,58,126,93,1,29
2025-02-14,2338,8291,102,26,92,1,0
2025-02-17,2338,8327,48,10,92,1,1
2025-02-18,2338,8367,51,10,82,10,0
2025-02-19,2338,8423,80,24,81,1,0
2025-02-20,2338,8493,103,33,81,0,0
2025-02-21,2338,8481,205,217,76,12,7
2025-02-24,2338,8783,332,30,73,3,0
2025-02-25,2338,8736,43,90,72,1,0
2025-02-26,2338,8776,66,26,54,18,0
2025-02-27,2338,8792,44,27,54,0,0
2025-03-03,2338,8971,238,56,74,13,33
2025-03-04,2338,9003,45,12,51,30,7
2025-03-05,2338,8919,49,133,43,13,5
2025-03-06,2338,9011,114,22,45,1,3
2025-03-07,2338,9074,83,19,47,0,2
2025-03-10,2338,9182,127,19,51,0,4
2025-03-11,2338,9166,33,49,31,24,4
2025-03-12,2338,9148,33,41,37,0,6
2025-03-13,2338,9305,238,81,38,18,19
2025-03-14,2338,9330,44,18,50,6,18
2025-03-17,2338,9329,36,37,45,8,3
2025-03-18,2338,9338,31,20,33,14,2
2025-03-19,2338,9316,91,88,37,5,9
2025-03-20,2338,9272,35,78,19,25,7
2025-03-21,2338,9312,50,10,0,18,0
2025-03-24,2338,9278,35,64,0,0,0
2025-03-25,2338,9195,52,134,0,0,0
2025-03-26,2338,9225,108,77,0,0,0
2025-03-27,2338,9195,153,183,31,0,31
2025-03-28,2338,9121,57,130,37,10,16
2025-03-31,2338,8915,78,280,47,16,26
2025-04-01,2338,8409,11,158,55,10,18
2025-04-02,2338,8405,6,8,42,16,3
2025-04-07,2338,8285,15,115,42,0,0
2025-04-08,2338,8123,98,147,36,6,0
2025-04-09,2338,7403,118,568,35,1,0
2025-04-10,2338,6536,153,947,47,24,36
2025-04-11,2338,6349,62,242,22,38,13
2025-04-14,2338,6391,91,48,32,10,20
2025-04-15,2338,6293,35,62,38,3,10
2025-04-16,2338,6367,121,46,22,17,1
2025-04-17,2338,6340,17,44,19,4,1
2025-04-18,2338,6348,34,23,33,2,16
2025-04-21,2338,6367,65,46,115,4,86
2025-04-22,2338,6337,19,48,160,34,79
2025-04-23,2338,6297,56,44,185,20,45
2025-04-24,2338,6332,62,27,190,4,9
2025-04-25,2338,6320,21,33,202,6,18
2025-04-28,2338,6364,82,38,181,24,3
2025-04-29,2338,6367,80,77,187,0,6
2025-04-30,2338,6419,94,42,178,15,6
2025-05-02,2338,6402,73,10,180,6,8
2025-05-05,2338,6371,85,111,252,11,83
2025-05-06,2338,6427,102,46,246,8,2
2025-05-07,2338,6431,41,37,251,0,5
2025-05-08,2338,6443,45,31,248,9,6
2025-05-09,2338,6446,26,22,327,0,79
2025-05-12,2338,6406,60,100,294,36,3
2025-05-13,2338,6370,71,107,173,121,0
2025-05-14,2338,6369,111,111,177,0,4
2025-05-15,2338,6450,115,34,187,1,11
2025-05-16,2338,6439,49,56,181,6,0
2025-05-19,2338,6410,22,51,215,0,34
2025-05-20,2338,6446,43,7,217,1,3
2025-05-21,2338,6501,110,53,187,37,7
2025-05-22,2338,6532,95,64,189,8,10
2025-05-23,2338,6549,80,57,197,0,8
2025-05-26,2338,6605,74,18,253,1,57
2025-05-27,2338,6640,70,35,270,10,27
2025-05-28,2338,6607,40,35,310,3,43
2025-05-29,2338,6650,53,10,295,19,4
2025-06-02,2338,6751,172,70,276,93,74
2025-06-03,2338,6731,75,87,306,61,91
2025-06-04,2338,6723,63,71,264,64,22
2025-06-05,2338,6748,79,46,212,65,13
2025-06-06,2338,6724,71,88,197,29,14
2025-06-09,2338,6783,102,40,210,11,24
2025-06-10,2338,6774,60,69,202,13,5
2025-06-11,2338,6659,53,161,188,21,7
2025-06-12,2338,6624,41,76,194,8,14
2025-06-13,2338,6622,33,34,189,16,11
2025-06-16,2338,6613,14,23,214,4,29
2025-06-17,2338,6582,16,47,236,12,34
2025-06-18,2338,6572,21,29,222,14,0
2025-06-19,2338,6588,29,10,234,2,14
2025-06-20,2338,6598,30,15,219,19,4
2025-06-23,2338,6630,45,13,267,11,59
2025-06-24,2338,6617,32,44,318,26,77
2025-06-25,2338,7384,1022,254,1581,95,1358
2025-06-26,2338,7732,927,564,1695,69,183
2025-06-27,2338,7903,586,415,2045,53,403
2025-06-30,2338,8097,434,240,2371,43,389
2025-07-01,2338,8180,175,87,2380,64,75
2025-07-02,2338,8248,113,45,2443,17,81
2025-07-03,2338,8096,154,306,2510,89,156
2025-07-04,2338,8350,408,151,2536,33,59
2025-07-07,2338,8320,39,64,2498,56,18
2025-07-08,2338,8402,137,55,2538,8,48
2025-07-09,2338,8387,60,75,2521,46,29
2025-07-10,2338,7785,129,139,2660,15,154
2025-07-11,2338,7625,47,207,2690,31,61
2025-07-14,2338,7646,55,31,2661,61,34
2025-07-15,2338,7721,208,132,2645,53,37
2025-07-16,2338,7648,412,485,2780,33,169
2025-07-17,2338,7966,1235,913,2999,97,316
2025-07-18,2338,8546,963,381,2955,118,75
