date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-06-17,6651,296,8,29,0,0,0
2024-06-18,6651,300,5,1,0,0,0
2024-06-19,6651,309,13,4,0,0,0
2024-06-20,6651,311,4,2,0,0,0
2024-06-21,6651,310,8,9,0,0,0
2024-06-24,6651,307,4,7,3,3,0
2024-06-25,6651,315,8,0,3,0,0
2024-06-26,6651,317,3,1,3,0,0
2024-06-27,6651,298,1,20,2,0,1
2024-06-28,6651,294,0,4,0,0,2
2024-07-01,6651,294,2,2,0,0,0
2024-07-02,6651,294,0,0,0,0,0
2024-07-03,6651,286,2,10,0,0,0
2024-07-04,6651,304,23,5,0,0,0
2024-07-05,6651,304,1,1,0,0,0
2024-07-08,6651,297,1,8,0,0,0
2024-07-09,6651,284,1,14,0,0,0
2024-07-10,6651,284,1,1,0,0,0
2024-07-11,6651,295,11,0,0,0,0
2024-07-12,6651,295,2,2,0,0,0
2024-07-15,6651,291,0,4,0,0,0
2024-07-16,6651,283,1,9,0,0,0
2024-07-17,6651,280,1,4,0,0,0
2024-07-18,6651,275,1,6,0,0,0
2024-07-19,6651,274,0,1,0,0,0
2024-07-22,6651,271,1,4,0,0,0
2024-07-23,6651,273,3,1,0,0,0
2024-07-26,6651,272,0,1,0,0,0
2024-07-29,6651,271,1,2,0,0,0
2024-07-30,6651,272,1,0,0,0,0
2024-07-31,6651,271,0,1,0,0,0
2024-08-01,6651,270,4,5,0,0,0
2024-08-02,6651,268,0,2,0,0,0
2024-08-05,6651,253,7,22,0,0,0
2024-08-06,6651,252,1,2,0,0,0
2024-08-07,6651,261,12,3,0,0,0
2024-08-08,6651,280,36,17,0,0,0
2024-08-09,6651,278,26,28,0,0,0
2024-08-12,6651,312,54,20,0,0,0
2024-08-13,6651,336,35,11,0,0,0
2024-08-14,6651,411,108,33,0,0,0
2024-08-15,6651,455,71,27,0,0,0
2024-08-16,6651,452,28,31,0,0,0
2024-08-19,6651,457,33,28,0,0,0
2024-08-20,6651,432,21,46,0,0,0
2024-08-21,6651,477,94,49,0,0,0
2024-08-22,6651,468,27,36,0,0,0
2024-08-23,6651,457,17,28,0,0,0
2024-08-26,6651,466,27,18,0,0,0
2024-08-27,6651,485,52,33,0,0,0
2024-08-28,6651,483,48,50,0,0,0
2024-08-29,6651,774,361,69,0,0,0
2024-08-30,6651,846,374,302,1,1,0
2024-09-02,6651,873,129,102,1,0,0
2024-09-03,6651,824,42,91,1,1,0
2024-09-04,6651,768,88,144,0,0,1
2024-09-05,6651,927,269,110,0,0,0
2024-09-06,6651,894,56,89,0,0,0
2024-09-09,6651,1333,549,110,0,0,0
2024-09-10,6651,1065,306,574,1,1,0
2024-09-11,6651,965,46,146,5,4,0
2024-09-12,6651,986,195,174,7,3,1
2024-09-13,6651,1177,404,213,14,7,0
2024-09-16,6651,1100,207,284,13,0,1
2024-09-18,6651,1135,96,61,13,0,0
2024-09-19,6651,1158,175,152,14,1,0
2024-09-20,6651,1142,131,147,14,0,0
2024-09-23,6651,1156,173,159,18,4,0
2024-09-24,6651,1103,55,108,18,0,0
2024-09-25,6651,1057,52,98,18,0,0
2024-09-26,6651,1005,120,172,19,1,0
2024-09-27,6651,949,96,152,19,0,0
2024-09-30,6651,963,134,120,19,0,0
2024-10-01,6651,884,53,132,22,3,0
2024-10-04,6651,863,21,42,22,0,0
2024-10-07,6651,919,86,30,22,0,0
2024-10-08,6651,916,131,134,4,0,18
2024-10-09,6651,883,43,76,4,0,0
2024-10-11,6651,817,80,146,2,0,2
2024-10-14,6651,837,35,15,0,0,2
2024-10-15,6651,825,26,38,0,0,0
2024-10-16,6651,843,20,2,0,0,0
2024-10-17,6651,835,14,22,0,0,0
2024-10-18,6651,838,15,12,0,0,0
2024-10-21,6651,837,10,11,0,0,0
2024-10-22,6651,840,11,8,0,0,0
2024-10-23,6651,837,15,18,0,0,0
2024-10-24,6651,830,8,15,0,0,0
2024-10-25,6651,824,13,19,0,0,0
2024-10-28,6651,816,15,23,0,0,0
2024-10-29,6651,802,12,26,0,0,0
2024-10-30,6651,799,7,10,0,0,0
2024-11-01,6651,811,20,8,0,0,0
2024-11-04,6651,804,13,3,0,0,0
2024-11-05,6651,812,11,3,0,0,0
2024-11-06,6651,809,2,5,0,0,0
2024-11-07,6651,846,50,13,0,0,0
2024-11-08,6651,851,19,14,0,0,0
2024-11-11,6651,867,33,17,0,0,0
2024-11-12,6651,861,23,29,0,0,0
2024-11-13,6651,843,15,33,0,0,0
2024-11-14,6651,854,23,11,0,0,0
2024-11-15,6651,871,26,9,0,0,0
2024-11-18,6651,869,3,5,0,0,0
2024-11-19,6651,875,9,3,0,0,0
2024-11-20,6651,868,1,8,0,0,0
2024-11-21,6651,865,4,7,0,0,0
2024-11-22,6651,852,23,36,0,0,0
2024-11-25,6651,857,16,11,0,0,0
2024-11-26,6651,853,5,9,0,0,0
2024-11-27,6651,853,6,6,0,0,0
2024-11-28,6651,868,22,7,0,0,0
2024-11-29,6651,873,8,3,0,0,0
2024-12-02,6651,897,30,6,0,0,0
2024-12-03,6651,897,5,5,0,0,0
2024-12-04,6651,892,19,24,0,0,0
2024-12-05,6651,895,4,1,0,0,0
2024-12-06,6651,906,39,28,0,0,0
2024-12-09,6651,983,100,23,0,0,0
2024-12-10,6651,927,4,60,0,0,0
2024-12-11,6651,928,5,4,0,0,0
2024-12-12,6651,937,11,2,0,0,0
2024-12-13,6651,885,11,63,0,0,0
2024-12-16,6651,883,2,4,0,0,0
2024-12-17,6651,882,2,3,0,0,0
2024-12-18,6651,885,3,0,0,0,0
2024-12-19,6651,869,4,20,0,0,0
2024-12-20,6651,882,16,3,0,0,0
2024-12-23,6651,891,13,4,0,0,0
2024-12-24,6651,883,6,14,0,0,0
2024-12-25,6651,884,1,0,0,0,0
2024-12-26,6651,873,3,14,0,0,0
2024-12-27,6651,866,12,19,0,0,0
2024-12-30,6651,875,22,12,0,0,0
2024-12-31,6651,861,18,32,0,0,0
2025-01-02,6651,860,2,3,0,0,0
2025-01-03,6651,853,1,8,0,0,0
2025-01-06,6651,848,4,9,0,0,0
2025-01-07,6651,861,18,5,0,0,0
2025-01-08,6651,853,8,16,0,0,0
2025-01-09,6651,869,19,3,0,0,0
2025-01-10,6651,862,5,6,0,0,0
2025-01-13,6651,855,4,11,2,2,0
2025-01-14,6651,868,14,1,2,0,0
2025-01-15,6651,863,2,7,2,0,0
2025-01-16,6651,869,6,0,2,0,0
2025-01-17,6651,870,3,2,2,0,0
2025-01-20,6651,872,5,3,2,0,0
2025-01-21,6651,874,3,1,2,0,0
2025-01-22,6651,873,3,4,2,0,0
2025-02-03,6651,881,16,8,2,0,0
2025-02-04,6651,889,18,10,2,0,0
2025-02-05,6651,911,33,11,2,0,0
2025-02-06,6651,910,10,11,2,0,0
2025-02-07,6651,924,23,9,2,0,0
2025-02-10,6651,955,39,8,2,0,0
2025-02-11,6651,942,8,21,2,0,0
2025-02-12,6651,947,16,11,2,0,0
2025-02-13,6651,950,13,10,2,0,0
2025-02-14,6651,954,6,2,2,0,0
2025-02-17,6651,964,11,1,2,0,0
2025-02-18,6651,968,7,3,2,0,0
2025-02-19,6651,980,14,2,2,0,0
2025-02-20,6651,1020,56,16,2,0,0
2025-02-21,6651,1031,25,14,2,0,0
2025-02-24,6651,1047,28,12,2,0,0
2025-02-25,6651,1039,8,16,2,0,0
2025-02-26,6651,1050,13,2,2,0,0
2025-02-27,6651,1046,157,161,9,7,0
2025-03-03,6651,1056,49,39,11,2,0
2025-03-04,6651,1049,26,33,14,3,0
2025-03-05,6651,1060,34,23,15,1,0
2025-03-06,6651,1108,72,24,16,3,2
2025-03-07,6651,1109,151,150,18,2,0
2025-03-10,6651,1081,54,82,19,1,0
2025-03-11,6651,1108,67,40,21,3,1
2025-03-12,6651,1096,73,85,11,0,10
2025-03-13,6651,1051,37,82,9,1,3
2025-03-14,6651,1051,31,30,9,0,0
2025-03-17,6651,1166,206,91,9,0,0
2025-03-18,6651,1108,72,130,8,0,1
2025-03-19,6651,896,77,289,8,0,0
2025-03-20,6651,777,36,155,8,0,0
2025-03-21,6651,762,16,31,0,0,8
2025-03-24,6651,703,16,75,0,0,0
2025-03-25,6651,671,28,60,0,0,0
