date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-13,2376,21329,901,662,539,14,43
2024-05-14,2376,21444,1088,973,569,54,84
2024-05-15,2376,20633,887,1612,576,74,81
2024-05-16,2376,20092,457,992,650,8,82
2024-05-17,2376,20255,2037,1871,717,93,160
2024-05-20,2376,20292,1493,1456,691,56,30
2024-05-21,2376,19926,782,1146,676,50,36
2024-05-22,2376,20035,686,572,653,28,5
2024-05-23,2376,20337,1276,933,603,75,25
2024-05-24,2376,20478,638,495,621,23,41
2024-05-27,2376,20913,901,463,596,27,9
2024-05-28,2376,20637,924,1199,599,26,29
2024-05-29,2376,20338,1702,1999,586,33,20
2024-05-30,2376,19996,427,769,609,6,29
2024-05-31,2376,20288,744,429,507,110,8
2024-06-03,2376,20248,497,536,521,4,18
2024-06-04,2376,20325,478,399,679,57,215
2024-06-05,2376,20235,265,338,687,27,35
2024-06-06,2376,20347,407,293,779,34,126
2024-06-07,2376,20482,598,451,702,149,72
2024-06-11,2376,20264,369,585,596,205,100
2024-06-12,2376,20329,327,262,466,159,29
2024-06-13,2376,20122,433,632,458,43,35
2024-06-14,2376,20297,456,280,376,96,14
2024-06-17,2376,20664,694,325,352,51,27
2024-06-18,2376,20690,417,382,384,8,40
2024-06-19,2376,20811,1248,1123,407,30,53
2024-06-20,2376,21139,918,589,388,25,6
2024-06-21,2376,21114,419,438,418,10,40
2024-06-24,2376,20899,220,434,422,22,26
2024-06-25,2376,20813,222,306,418,37,33
2024-06-26,2376,20607,265,471,407,18,7
2024-06-27,2376,20668,294,227,383,30,6
2024-06-28,2376,20566,263,342,389,20,26
2024-07-01,2376,20531,309,344,398,10,19
2024-07-02,2376,20703,364,192,403,23,28
2024-07-03,2376,20719,195,160,349,58,4
2024-07-04,2376,20827,368,258,339,13,3
2024-07-05,2376,20923,322,215,296,44,2
2024-07-08,2376,21732,1602,949,289,21,15
2024-07-09,2376,21513,1251,1309,297,4,12
2024-07-10,2376,21313,813,1006,358,2,64
2024-07-11,2376,21288,748,766,305,57,4
2024-07-12,2376,21345,437,377,285,23,4
2024-07-15,2376,21690,624,274,299,8,22
2024-07-16,2376,22029,550,197,304,8,13
2024-07-17,2376,22649,1321,683,317,44,57
2024-07-18,2376,22772,536,405,363,58,104
2024-07-19,2376,22714,580,621,336,43,16
2024-07-22,2376,22413,467,752,263,106,33
2024-07-23,2376,22334,226,294,271,17,27
2024-07-26,2376,22787,586,131,189,79,2
2024-07-29,2376,21735,1001,2023,115,86,13
2024-07-30,2376,21996,658,353,2,95,0
2024-07-31,2376,22136,565,408,0,0,0
2024-08-01,2376,21815,526,836,0,0,0
