date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-28,2412,1623,36,811,3,0,1
2024-05-29,2412,4757,3159,23,2,1,0
2024-05-30,2412,3194,3,1566,2,0,0
2024-05-31,2412,1726,1,903,55,0,53
2024-06-03,2412,763,30,2,8,47,0
2024-06-04,2412,691,0,72,3,5,0
2024-06-05,2412,366,0,325,5,1,3
2024-06-06,2412,261,2,107,2,3,0
2024-06-07,2412,272,11,0,2,0,0
2024-06-11,2412,276,12,8,2,0,0
2024-06-12,2412,265,0,11,1,0,0
2024-06-13,2412,266,3,2,1,0,0
2024-06-14,2412,210,1,57,1,0,0
2024-06-17,2412,212,3,1,1,0,0
2024-06-18,2412,178,1,35,1,0,0
2024-06-19,2412,188,10,0,1,0,0
2024-06-20,2412,283,97,2,1,0,0
2024-06-21,2412,356,75,2,1,0,0
2024-06-24,2412,356,14,14,1,0,0
2024-06-25,2412,324,3,34,1,0,0
2024-06-26,2412,360,37,1,1,0,0
2024-06-27,2412,355,28,33,1,0,0
2024-06-28,2412,357,18,15,0,1,0
2024-07-01,2412,314,39,82,0,0,0
2024-07-02,2412,428,116,2,0,0,0
2024-07-03,2412,473,47,2,0,0,0
2024-07-04,2412,695,241,19,2,0,2
2024-07-05,2412,616,29,108,7,0,5
2024-07-08,2412,659,49,5,5,3,1
2024-07-09,2412,662,19,16,4,1,0
2024-07-10,2412,692,41,11,4,0,0
2024-07-11,2412,741,50,0,1,3,0
2024-07-12,2412,761,47,27,2,0,1
2024-07-15,2412,660,23,124,9,0,7
2024-07-16,2412,634,18,43,10,0,1
2024-07-17,2412,602,4,36,10,0,0
2024-07-18,2412,479,14,133,15,0,5
2024-07-19,2412,467,4,16,15,0,0
2024-07-22,2412,452,37,52,15,0,0
2024-07-23,2412,408,7,51,15,0,0
2024-07-26,2412,379,18,47,15,0,0
2024-07-29,2412,405,47,19,15,0,0
2024-07-30,2412,473,72,4,18,0,3
2024-07-31,2412,475,5,3,20,0,2
2024-08-01,2412,491,28,12,20,0,0
2024-08-02,2412,530,69,30,42,0,22
2024-08-05,2412,1447,953,36,22,26,6
2024-08-06,2412,1759,770,457,96,8,82
2024-08-07,2412,1404,111,466,74,29,7
2024-08-08,2412,1336,74,140,48,46,20
2024-08-09,2412,1092,50,294,47,4,3
2024-08-12,2412,1037,110,165,44,4,1
2024-08-13,2412,996,56,72,43,1,0
2024-08-14,2412,814,20,202,45,0,2
2024-08-15,2412,711,15,118,46,0,1
2024-08-16,2412,587,2,126,44,2,0
2024-08-19,2412,543,22,66,40,5,1
2024-08-20,2412,497,4,50,38,2,0
2024-08-21,2412,511,21,7,38,0,0
2024-08-22,2412,490,1,22,63,0,25
2024-08-23,2412,498,46,38,63,0,0
2024-08-26,2412,485,8,21,38,25,0
2024-08-27,2412,456,2,31,37,0,0
2024-08-28,2412,445,6,17,37,0,0
2024-08-29,2412,499,58,4,37,0,0
2024-08-30,2412,449,1,51,37,0,0
2024-09-02,2412,415,8,42,38,2,3
2024-09-03,2412,507,105,13,35,3,0
2024-09-04,2412,757,250,0,14,21,0
2024-09-05,2412,640,18,135,15,0,1
2024-09-06,2412,510,5,135,15,0,0
2024-09-09,2412,524,14,0,15,0,0
2024-09-10,2412,540,48,32,15,1,1
