date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-06-11,8473,2768,19,173,498,34,16
2024-06-12,8473,2685,15,98,488,11,1
2024-06-13,8473,2651,44,78,457,47,16
2024-06-14,8473,2661,25,15,309,51,2
2024-06-17,8473,2694,46,13,282,0,0
2024-06-18,8473,2978,480,196,507,28,253
2024-06-19,8473,3134,512,356,667,1,161
2024-06-20,8473,3085,154,201,628,12,11
2024-06-21,8473,3103,192,174,623,2,4
2024-06-24,8473,3033,117,186,377,9,11
2024-06-25,8473,2975,57,115,248,26,0
2024-06-26,8473,2925,60,110,194,0,0
2024-06-27,8473,2944,72,53,162,40,14
2024-06-28,8473,3029,161,76,152,10,1
2024-07-01,8473,3331,814,512,286,0,134
2024-07-02,8473,3673,695,351,560,0,286
2024-07-03,8473,3407,286,552,818,4,262
2024-07-04,8473,3306,277,378,992,0,175
2024-07-05,8473,3395,696,607,1868,15,953
2024-07-08,8473,3707,867,555,2187,0,347
2024-07-09,8473,3372,325,660,2149,34,13
2024-07-10,8473,3302,272,342,2113,6,0
2024-07-11,8473,3216,200,286,1670,40,0
2024-07-12,8473,3087,144,273,1284,5,3
2024-07-15,8473,3692,1091,486,2028,9,760
2024-07-16,8473,3588,479,583,2269,3,244
2024-07-17,8473,3672,458,374,2543,0,274
2024-07-18,8473,3986,1338,1024,2824,2,283
2024-07-19,8473,4255,1143,874,3101,0,338
2024-07-22,8473,4193,2371,2433,3532,42,498
2024-07-23,8473,3953,635,875,3798,1,267
2024-07-26,8473,3876,313,390,3639,11,0
2024-07-29,8473,3793,373,456,3205,46,6
2024-07-30,8473,3813,211,191,2870,41,16
2024-07-31,8473,3833,132,112,2454,2,2
2024-08-01,8473,3872,137,98,2251,1,0
2024-08-02,8473,3851,130,151,2114,11,1
2024-08-05,8473,3439,112,508,1996,15,1
2024-08-06,8473,3017,101,482,1726,158,0
2024-08-07,8473,3043,124,95,1708,2,12
2024-08-08,8473,3029,31,45,1648,0,0
