date,stock_id,margin_balance,margin_buy,margin_sell,short_balance,short_buy,short_sell
2024-05-22,2881,8704,159,77,111,3,5
2024-05-23,2881,8663,138,179,106,8,3
2024-05-24,2881,8460,229,424,87,23,4
2024-05-27,2881,8449,233,224,86,1,0
2024-05-28,2881,8673,408,178,92,1,7
2024-05-29,2881,9107,528,94,98,5,11
2024-05-30,2881,9220,297,183,83,15,0
2024-05-31,2881,8864,219,574,84,5,6
2024-06-03,2881,8353,319,830,87,0,3
2024-06-04,2881,7926,52,479,92,2,7
2024-06-05,2881,7493,314,747,93,3,4
2024-06-06,2881,7285,145,353,106,0,13
2024-06-07,2881,7263,441,433,135,0,29
2024-06-11,2881,7203,454,514,172,0,37
2024-06-12,2881,7699,1121,625,136,39,3
2024-06-13,2881,7657,111,153,140,3,7
2024-06-14,2881,7306,57,408,154,7,21
2024-06-17,2881,7761,550,95,114,40,0
2024-06-18,2881,7691,148,217,129,3,18
2024-06-19,2881,7640,245,296,151,2,24
2024-06-20,2881,7706,449,383,137,14,0
2024-06-21,2881,7069,134,770,148,0,11
2024-06-24,2881,7163,220,125,149,1,2
2024-06-25,2881,7266,146,43,140,20,11
2024-06-26,2881,7378,159,47,145,0,5
2024-06-27,2881,6521,30,887,170,2,27
2024-06-28,2881,5396,88,1213,206,3,39
2024-07-01,2881,5497,366,265,232,3,29
2024-07-02,2881,6093,676,80,254,0,22
2024-07-03,2881,8157,2421,357,264,16,26
2024-07-04,2881,8238,739,658,276,15,27
2024-07-05,2881,8578,514,174,288,7,19
2024-07-08,2881,9477,1119,220,302,16,30
2024-07-09,2881,9299,441,619,250,53,1
2024-07-10,2881,9731,959,527,254,24,28
2024-07-11,2881,10085,909,543,268,42,56
2024-07-12,2881,10168,833,750,240,36,8
2024-07-15,2881,8386,675,2457,1,239,0
2024-07-16,2881,7236,207,1356,0,0,0
2024-07-17,2881,8610,1907,522,0,0,0
2024-07-18,2881,9531,1302,381,0,0,0
2024-07-19,2881,9900,1448,1078,42,0,42
2024-07-22,2881,10370,1010,535,58,5,21
2024-07-23,2881,9735,198,832,78,12,32
2024-07-26,2881,9715,303,322,164,19,105
2024-07-29,2881,9445,333,601,469,0,305
2024-07-30,2881,9023,490,908,399,83,13
2024-07-31,2881,9973,1707,753,431,3,35
2024-08-01,2881,10470,794,285,413,24,6
2024-08-02,2881,9168,383,1684,395,37,19
2024-08-05,2881,9913,1422,675,413,36,54
2024-08-06,2881,9897,369,383,444,35,66
2024-08-07,2881,10012,595,476,462,35,53
2024-08-08,2881,9800,159,361,520,41,99
2024-08-09,2881,10706,1253,345,518,53,51
2024-08-12,2881,10586,777,896,548,1,31
2024-08-13,2881,10351,185,419,570,10,33
2024-08-14,2881,9768,193,773,586,21,37
2024-08-15,2881,9938,342,168,580,9,3
2024-08-16,2881,9412,548,819,570,76,72
2024-08-19,2881,10338,1315,383,519,54,3
2024-08-20,2881,10410,565,493,580,25,86
2024-08-21,2881,10219,83,272,691,5,116
2024-08-22,2881,10196,307,328,725,49,83
2024-08-23,2881,10364,347,176,735,18,28
2024-08-26,2881,10766,1066,664,780,16,61
2024-08-27,2881,10515,273,523,728,63,11
2024-08-28,2881,10633,417,298,702,35,10
2024-08-29,2881,11804,1317,146,608,100,6
2024-08-30,2881,11739,282,347,358,267,17
2024-09-02,2881,11851,1340,1227,351,47,40
2024-09-03,2881,11842,411,418,0,345,0
2024-09-04,2881,12230,890,502,0,0,0
2024-09-05,2881,11960,610,878,0,0,0
2024-09-06,2881,12315,689,309,0,0,0
2024-09-09,2881,13061,1077,331,19,0,19
2024-09-10,2881,12324,669,1403,87,1,69
2024-09-11,2881,12189,279,408,217,40,170
2024-09-12,2881,11774,209,624,259,16,59
